#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.5 0.5]
#! SET kt 1.0
100 69 102 83 898
200 145 272 185 1728
300 219 525 286 2475
400 310 860 358 3140
500 344 1281 412 3719
600 378 1740 457 4260
700 414 1805 517 5195
800 473 1904 581 6096
900 535 2069 660 6931
1000 610 2298 738 7702
1100 682 2598 803 8402
1200 722 2966 864 9034
1300 752 3127 892 9873
1400 782 3317 921 10683
1500 799 3560 935 11440
1600 805 3813 941 12187
1700 809 4128 944 12872
1800 815 4468 949 13532
1900 818 5022 955 13978
2000 819 5438 960 14562
2100 827 5928 960 15072
2200 829 6518 963 15482
2300 836 7131 966 15869
2400 838 7625 967 16375
2500 839 8056 967 16944
2600 840 8702 967 17298
2700 844 9216 970 17784
2800 846 9748 972 18252
2900 850 10112 975 18888
3000 854 10657 979 19343
3100 857 11103 981 19897
3200 859 11621 983 20379
3300 862 12097 986 20903
3400 866 12558 989 21442
3500 867 13061 993 21939
3600 868 13472 993 22528
3700 870 13959 993 23041
3800 871 14409 996 23591
3900 874 14895 996 24105
4000 877 15484 999 24516
4100 881 15968 1001 25032
4200 883 16403 1005 25597
4300 884 16936 1005 26064
4400 886 17394 1006 26606
4500 887 17905 1006 27095
4600 890 18344 1008 27656
4700 890 18905 1009 28095
4800 891 19375 1010 28625
4900 893 19788 1012 29212
5000 895 20277 1014 29723
5100 897 20710 1016 30290
5200 899 21252 1019 30748
5300 901 21783 1024 31217
5400 902 22255 1025 31745
5500 904 22651 1027 32349
5600 905 23198 1030 32802
5700 908 23670 1033 33330
5800 909 24276 1040 33724
5900 912 24810 1041 34190
6000 915 25335 1044 34665
6100 916 25765 1045 35235
6200 917 26300 1046 35700
6300 919 26723 1049 36277
6400 923 27324 1051 36676
6500 927 27795 1052 37205
6600 930 28349 1052 37651
6700 931 28838 1054 38162
6800 937 29325 1059 38675
6900 938 29753 1060 39247
7000 940 30295 1063 39705
7100 943 30788 1064 40212
7200 943 31189 1067 40811
7300 945 31747 1068 41253
7400 951 32154 1072 41846
7500 956 32577 1075 42423
7600 961 33189 1076 42811
7700 966 33703 1077 43297
7800 968 34085 1080 43915
7900 972 34489 1082 44511
8000 973 34926 1085 45074
8100 975 35441 1086 45559
8200 976 35972 1089 46028
8300 977 36548 1091 46452
8400 978 36977 1092 47023
8500 983 37430 1094 47570
8600 985 37777 1096 48223
8700 985 38283 1101 48717
8800 985 38844 1107 49156
8900 985 39356 1109 49644
9000 985 39763 1110 50237
9100 985 40312 1111 50688
9200 990 40815 1111 51185
9300 992 41205 1113 51795
9400 995 41674 1116 52326
9500 996 42125 1120 52875
9600 997 42685 1123 53315
9700 1000 43227 1125 53773
9800 1004 43872 1127 54128
9900 1007 44462 1127 54538
10000 1009 44941 1128 55059
10100 1012 45564 1132 55436
10200 1016 46012 1134 55988
10300 1018 46541 1136 56459
10400 1019 47002 1138 56998
10500 1021 47435 1139 57565
10600 1022 47880 1142 58120
10700 1023 48308 1143 58692
10800 1025 48731 1144 59269
10900 1026 49332 1145 59668
11000 1027 49742 1147 60258
11100 1032 50178 1149 60822
11200 1034 50635 1150 61365
11300 1037 51180 1152 61820
11400 1038 51676 1153 62324
11500 1038 52241 1154 62759
11600 1040 52724 1156 63276
11700 1044 53295 1156 63705
11800 1048 53788 1157 64212
11900 1049 54192 1158 64808
12000 1050 54663 1163 65337
12100 1050 55071 1165 65929
12200 1052 55466 1168 66534
12300 1057 55890 1177 67110
12400 1058 56342 1181 67658
12500 1058 56788 1182 68212
12600 1060 57146 1182 68854
12700 1062 57654 1186 69346
12800 1064 58232 1189 69768
12900 1065 58759 1191 70241
13000 1066 59282 1197 70718
13100 1067 59996 1197 71004
13200 1069 60570 1201 71430
13300 1070 61040 1204 71960
13400 1071 61444 1208 72556
13500 1075 61966 1209 73034
13600 1076 62442 1211 73558
13700 1078 62819 1214 74181
13800 1080 63395 1215 74605
13900 1081 63884 1217 75116
14000 1088 64352 1221 75648
14100 1088 64964 1224 76036
14200 1089 65568 1226 76432
14300 1092 66099 1228 76901
14400 1095 66560 1230 77440
14500 1096 67076 1232 77924
14600 1098 67593 1233 78407
14700 1100 68071 1235 78929
14800 1103 68648 1237 79352
14900 1104 69172 1240 79828
15000 1104 69710 1240 80290
15100 1109 70244 1243 80756
15200 1109 70659 1243 81341
15300 1110 71078 1243 81922
15400 1111 71496 1247 82504
15500 1111 72050 1252 82950
15600 1114 72586 1254 83414
15700 1116 73190 1255 83810
15800 1121 73895 1257 84105
15900 1126 74365 1258 84635
16000 1128 74833 1261 85167
16100 1133 75214 1263 85786
16200 1138 75765 1268 86235
16300 1141 76202 1268 86798
16400 1149 76638 1269 87362
16500 1153 77253 1272 87747
16600 1157 77759 1274 88241
16700 1160 78239 1278 88761
16800 1161 78775 1280 89225
16900 1162 79218 1280 89782
17000 1166 79559 1285 90441
17100 1168 80109 1287 90891
17200 1174 80585 1291 91415
17300 1176 81069 1292 91931
17400 1177 81622 1292 92378
17500 1182 82085 1293 92915
17600 1186 82607 1294 93393
17700 1191 83144 1297 93856
17800 1191 83688 1298 94312
17900 1193 84213 1301 94787
18000 1194 84692 1302 95308
18100 1196 85196 1304 95804
18200 1200 85647 1308 96353
18300 1204 86166 1308 96834
18400 1206 86763 1312 97237
18500 1206 87225 1315 97775
18600 1206 87736 1319 98264
18700 1207 88230 1323 98770
18800 1213 88760 1332 99240
18900 1218 89299 1335 99701
19000 1220 89802 1336 100198
19100 1220 90326 1338 100674
19200 1220 90866 1340 101134
19300 1223 91239 1343 101761
19400 1226 91658 1346 102342
19500 1230 92242 1347 102758
19600 1236 92652 1349 103348
19700 1237 93149 1350 103851
19800 1238 93750 1351 104250
19900 1241 94295 1356 104705
20000 1242 94777 1359 105223
20100 1243 95257 1361 105743
20200 1244 95753 1363 106247
20300 1248 96252 1367 106748
20400 1249 96696 1369 107304
20500 1250 97083 1370 107917
20600 1253 97543 1372 108457
20700 1258 98138 1375 108862
20800 1262 98643 1377 109357
20900 1263 99255 1379 109745
21000 1264 99764 1379 110236
21100 1265 100368 1381 110632
21200 1266 100850 1385 111150
21300 1269 101295 1386 111705
21400 1271 101898 1389 112102
21500 1272 102326 1392 112674
21600 1274 102854 1393 113146
21700 1275 103315 1395 113685
21800 1278 103826 1397 114174
21900 1280 104399 1403 114601
22000 1285 104921 1406 115079
22100 1288 105429 1410 115571
22200 1289 105887 1410 116113
22300 1292 106372 1412 116628
22400 1292 106714 1414 117286
22500 1296 107198 1418 117802
22600 1297 107784 1420 118216
22700 1299 108150 1424 118850
22800 1300 108586 1425 119414
22900 1302 109116 1426 119884
23000 1306 109615 1429 120385
23100 1307 110085 1431 120915
23200 1311 110452 1432 121548
23300 1314 110908 1436 122092
23400 1318 111512 1439 122488
23500 1319 112056 1440 122944
23600 1319 112575 1440 123425
23700 1324 113076 1441 123924
23800 1326 113451 1446 124549
23900 1328 113957 1447 125043
24000 1329 114445 1448 125555
24100 1329 114960 1450 126040
24200 1331 115632 1453 126368
24300 1335 116056 1455 126944
24400 1340 116471 1457 127529
24500 1341 116948 1460 128052
24600 1341 117457 1461 128543
24700 1344 117931 1466 129069
24800 1346 118470 1469 129530
24900 1348 119041 1469 129959
25000 1348 119558 1471 130442
25100 1351 120016 1471 130984
25200 1355 120504 1473 131496
25300 1358 121102 1476 131898
25400 1362 121587 1479 132413
25500 1365 122021 1481 132979
25600 1367 122507 1489 133493
25700 1367 123070 1490 133930
25800 1368 123641 1494 134359
25900 1372 124088 1495 134912
26000 1373 124489 1497 135511
26100 1375 125046 1497 135954
26200 1381 125567 1498 136433
26300 1382 126073 1499 136927
26400 1383 126589 1502 137411
26500 1385 127209 1506 137791
26600 1388 127759 1507 138241
26700 1390 128278 1508 138722
26800 1391 128800 1510 139200
26900 1393 129346 1512 139654
27000 1395 129903 1514 140097
27100 1396 130534 1515 140466
27200 1398 131059 1516 140941
27300 1400 131638 1516 141362
27400 1402 132205 1519 141795
27500 1402 132638 1519 142362
27600 1402 133082 1522 142918
27700 1402 133543 1522 143457
27800 1402 133985 1522 144015
27900 1408 134474 1523 144526
28000 1412 135059 1525 144941
28100 1415 135381 1527 145619
28200 1417 135764 1532 146236
28300 1419 136311 1534 146689
28400 1421 136890 1534 147110
28500 1422 137328 1534 147672
28600 1422 137841 1536 148159
28700 1423 138390 1537 148610
28800 1425 138746 1538 149254
28900 1426 139229 1540 149771
29000 1428 139704 1541 150296
29100 1428 140238 1542 150762
29200 1432 140750 1544 151250
29300 1434 141299 1547 151701
29400 1436 141723 1548 152277
29500 1440 142183 1550 152817
29600 1441 142568 1553 153432
29700 1446 143082 1558 153918
29800 1451 143718 1560 154282
29900 1452 144123 1563 154877
30000 1454 144518 1567 155482
30100 1455 145020 1569 155980
30200 1456 145490 1574 156510
30300 1457 145979 1576 157021
30400 1460 146498 1578 157502
30500 1462 146986 1581 158014
30600 1465 147589 1581 158411
30700 1466 148149 1583 158851
30800 1468 148671 1586 159329
30900 1470 149089 1588 159911
31000 1473 149643 1590 160357
31100 1478 150047 1590 160953
31200 1478 150550 1592 161450
31300 1480 151003 1593 161997
31400 1481 151563 1596 162437
31500 1481 152047 1598 162953
31600 1485 152610 1601 163390
31700 1488 153152 1604 163848
31800 1489 153671 1609 164329
31900 1492 154207 1612 164793
32000 1493 154819 1614 165181
32100 1494 155235 1616 165765
32200 1498 155833 1619 166167
32300 1498 156299 1620 166701
32400 1503 156759 1623 167241
32500 1505 157297 1623 167703
32600 1510 157776 1625 168224
32700 1514 158401 1626 168599
32800 1517 158979 1628 169021
32900 1521 159554 1631 169446
33000 1523 160065 1634 169935
33100 1523 160673 1634 170327
33200 1527 161141 1637 170859
33300 1530 161601 1639 171399
33400 1536 162076 1641 171924
33500 1537 162534 1641 172466
33600 1537 163073 1644 172927
33700 1540 163624 1645 173376
33800 1543 164167 1646 173833
33900 1547 164638 1650 174362
34000 1549 165115 1651 174885
34100 1551 165670 1655 175330
34200 1554 166325 1658 175675
34300 1555 166901 1658 176099
34400 1559 167418 1661 176582
34500 1561 167895 1665 177105
34600 1563 168388 1667 177612
34700 1565 168839 1668 178161
34800 1569 169291 1672 178709
34900 1569 169883 1675 179117
35000 1571 170429 1679 179571
35100 1574 170992 1680 180008
35200 1579 171425 1683 180575
35300 1582 171861 1685 181139
35400 1583 172444 1688 181556
35500 1584 173019 1691 181981
35600 1585 173581 1691 182419
35700 1586 174084 1691 182916
35800 1588 174640 1694 183360
35900 1589 175132 1697 183868
36000 1590 175626 1699 184374
36100 1593 176094 1702 184906
36200 1593 176635 1702 185365
36300 1593 177199 1707 185801
36400 1595 177881 1707 186119
36500 1597 178409 1709 186591
36600 1598 178949 1711 187051
36700 1600 179353 1711 187647
36800 1605 179806 1712 188194
36900 1605 180239 1713 188761
37000 1611 180724 1715 189276
37100 1613 181128 1716 189872
37200 1616 181644 1720 190356
37300 1617 182142 1721 190858
37400 1620 182644 1726 191356
37500 1624 183138 1729 191862
37600 1627 183492 1735 192508
37700 1627 184103 1737 192897
37800 1627 184585 1737 193415
37900 1630 185062 1739 193938
38000 1630 185525 1740 194475
38100 1630 186038 1741 194962
38200 1631 186542 1744 195458
38300 1633 186932 1746 196068
38400 1637 187419 1747 196581
38500 1639 187980 1753 197020
38600 1644 188461 1759 197539
38700 1648 188969 1759 198031
38800 1650 189335 1766 198665
38900 1653 189862 1768 199138
39000 1656 190303 1772 199697
39100 1656 190776 1772 200224
39200 1659 191474 1776 200526
39300 1660 191951 1777 201049
39400 1662 192404 1777 201596
39500 1662 192865 1779 202135
39600 1664 193349 1779 202651
39700 1666 193836 1783 203164
39800 1669 194290 1784 203710
39900 1670 194938 1785 204062
40000 1673 195469 1786 204531
40100 1676 195866 1787 205134
40200 1677 196297 1787 205703
40300 1677 196781 1790 206219
40400 1681 197210 1793 206790
40500 1683 197764 1797 207236
40600 1685 198128 1801 207872
40700 1687 198575 1802 208425
40800 1687 199029 1802 208971
40900 1689 199456 1808 209544
41000 1691 200056 1810 209944
41100 1695 200627 1812 210373
41200 1695 201148 1814 210852
41300 1696 201732 1818 211268
41400 1699 202225 1819 211775
41500 1704 202689 1822 212311
41600 1705 203177 1825 212823
41700 1709 203693 1827 213307
41800 1709 204238 1827 213762
41900 1709 204722 1827 214278
42000 1709 205195 1829 214805
42100 1709 205691 1829 215309
42200 1709 206195 1833 215805
42300 1709 206620 1834 216380
42400 1711 207134 1834 216866
42500 1711 207648 1835 217352
42600 1714 208197 1837 217803
42700 1715 208632 1840 218368
42800 1719 209156 1842 218844
42900 1721 209738 1842 219262
43000 1723 210260 1843 219740
43100 1724 210810 1844 220190
43200 1727 211339 1847 220661
43300 1728 211877 1849 221123
43400 1729 212291 1851 221709
43500 1734 212630 1853 222370
43600 1738 213137 1854 222863
43700 1741 213826 1862 223174
43800 1743 214345 1863 223655
43900 1743 214863 1865 224137
44000 1745 215237 1865 224763
44100 1745 215749 1865 225251
44200 1748 216144 1867 225856
44300 1748 216771 1871 226229
44400 1751 217319 1873 226681
44500 1756 217740 1875 227260
44600 1761 218245 1880 227755
44700 1762 218708 1882 228292
44800 1764 219145 1885 228855
44900 1767 219576 1886 229424
45000 1770 220048 1890 229952
45100 1771 220566 1892 230434
45200 1775 221050 1896 230950
45300 1779 221588 1897 231412
45400 1780 222046 1900 231954
45500 1782 222457 1904 232543
45600 1782 222925 1906 233075
45700 1784 223346 1907 233654
45800 1787 223849 1911 234151
45900 1789 224268 1913 234732
46000 1791 224752 1915 235248
46100 1793 225320 1920 235680
46200 1795 225825 1920 236175
46300 1795 226277 1920 236723
46400 1798 226713 1920 237287
46500 1799 227217 1921 237783
46600 1801 227684 1922 238316
46700 1803 228166 1925 238834
46800 1807 228621 1928 239379
46900 1809 229246 1930 239754
