#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.75 0.75]
#! SET kt 1.0
100 71 152 70 848
200 140 403 156 1597
300 225 728 259 2272
400 313 1152 344 2848
500 365 1666 401 3334
600 414 2078 453 3922
700 447 2444 492 4556
800 485 2829 517 5171
900 501 3232 539 5768
1000 518 3545 555 6455
1100 534 3955 570 7045
1200 545 4399 581 7601
1300 550 4870 589 8130
1400 555 5466 595 8534
1500 563 5927 598 9073
1600 567 6448 601 9552
1700 570 6931 602 10069
1800 577 7346 605 10654
1900 584 7940 610 11060
2000 588 8395 612 11605
2100 590 8976 616 12024
2200 596 9535 626 12465
2300 605 10073 631 12927
2400 606 10456 633 13544
2500 607 10863 634 14137
2600 614 11406 637 14594
2700 614 11913 638 15087
2800 622 12438 641 15562
2900 626 12952 643 16048
3000 630 13442 647 16558
3100 633 13839 649 17161
3200 633 14290 658 17710
3300 635 14823 663 18177
3400 642 15304 669 18696
3500 643 15771 675 19229
3600 645 16291 678 19709
3700 647 16757 680 20243
3800 648 17258 682 20742
3900 651 17829 683 21171
4000 653 18293 686 21707
4100 655 18726 688 22274
4200 657 19242 690 22758
4300 661 19559 691 23441
4400 661 20085 693 23915
4500 663 20638 694 24362
4600 667 21179 696 24821
4700 670 21725 697 25275
4800 672 22281 701 25719
4900 675 22884 705 26116
5000 679 23445 712 26555
5100 683 24016 719 26984
5200 690 24578 720 27422
5300 694 25070 725 27930
5400 699 25481 729 28519
5500 699 26106 732 28894
5600 707 26576 736 29424
5700 710 27082 739 29918
5800 716 27529 744 30471
5900 719 28021 747 30979
6000 724 28496 751 31504
6100 724 28883 757 32117
6200 726 29498 763 32502
6300 728 30058 763 32942
6400 731 30520 764 33480
6500 732 30975 766 34025
6600 733 31473 766 34527
6700 735 31966 770 35034
6800 738 32451 774 35549
6900 740 32948 779 36052
7000 742 33529 785 36471
7100 750 33947 792 37053
7200 750 34366 792 37634
7300 754 34794 802 38206
7400 762 35177 806 38823
7500 764 35588 808 39412
7600 769 36038 812 39962
7700 772 36657 813 40343
7800 773 37254 821 40746
7900 775 37789 823 41211
8000 779 38315 825 41685
8100 780 38772 826 42228
8200 780 39318 830 42682
8300 782 39835 832 43165
8400 783 40348 834 43652
8500 783 40687 837 44313
8600 786 41236 838 44764
8700 787 41700 841 45300
8800 788 42282 845 45718
8900 789 42827 848 46173
9000 792 43351 854 46649
9100 794 43861 857 47139
9200 795 44361 858 47639
9300 799 44892 866 48108
9400 801 45421 867 48579
9500 806 45917 869 49083
9600 809 46520 873 49480
9700 812 46976 876 50024
9800 814 47474 879 50526
9900 817 48034 881 50966
10000 821 48519 882 51481
10100 825 48978 885 52022
10200 827 49520 888 52480
10300 829 50032 894 52968
10400 834 50643 895 53357
10500 838 51252 901 53748
10600 844 51728 905 54272
10700 844 52378 908 54622
10800 848 52851 914 55149
10900 853 53321 920 55679
11000 855 53913 921 56087
11100 857 54509 922 56491
11200 860 55004 923 56996
11300 864 55495 927 57505
11400 867 55972 932 58028
11500 869 56442 937 58558
11600 873 56963 940 59037
11700 875 57546 942 59454
11800 882 58029 946 59971
11900 885 58503 949 60497
12000 886 58984 953 61016
12100 892 59441 963 61559
12200 895 59952 965 62048
12300 899 60571 971 62429
12400 901 61137 975 62863
12500 903 61661 976 63339
12600 905 62106 977 63894
12700 909 62509 980 64491
12800 913 63093 982 64907
12900 913 63684 986 65316
13000 917 64153 990 65847
13100 920 64736 993 66264
13200 923 65092 996 66908
13300 923 65531 1002 67469
13400 929 65992 1011 68008
13500 939 66574 1013 68426
13600 941 67214 1014 68786
13700 944 67733 1019 69267
13800 949 68149 1022 69851
13900 951 68709 1026 70291
14000 954 69320 1027 70680
14100 959 69927 1028 71073
14200 961 70349 1028 71651
14300 963 70895 1033 72105
14400 970 71413 1041 72587
14500 971 71955 1043 73045
14600 972 72507 1046 73493
14700 977 73010 1048 73990
14800 977 73467 1050 74533
14900 980 73851 1052 75149
15000 982 74285 1057 75715
15100 985 74733 1059 76267
