#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [1. 1.]
#! SET kt 1.0
24300 1112 119196 1050 123804
24400 1112 119657 1050 124343
24500 1119 120085 1053 124915
24600 1120 120593 1055 125407
24700 1123 121069 1056 125931
24800 1126 121616 1059 126384
24900 1130 122210 1060 126790
25000 1131 122608 1060 127392
25100 1133 122991 1063 128009
25200 1134 123430 1064 128570
25300 1136 123956 1066 129044
25400 1143 124347 1072 129653
25500 1147 124651 1077 130349
25600 1150 125227 1081 130773
25700 1154 125640 1086 131360
25800 1155 126092 1091 131908
25900 1158 126582 1094 132418
26000 1161 127118 1094 132882
26100 1162 127592 1094 133408
26200 1163 128184 1102 133816
26300 1169 128799 1104 134201
26400 1171 129419 1108 134581
26500 1173 130101 1112 134899
26600 1177 130672 1116 135328
26700 1178 131277 1119 135723
26800 1181 131860 1121 136140
26900 1185 132387 1122 136613
27000 1188 132928 1122 137072
27100 1188 133467 1125 137533
27200 1189 134053 1127 137947
27300 1191 134535 1130 138465
27400 1191 135089 1132 138911
27500 1193 135586 1134 139414
27600 1194 136141 1135 139859
27700 1196 136609 1136 140391
27800 1196 137079 1137 140921
27900 1198 137590 1137 141410
28000 1201 138088 1141 141912
28100 1206 138620 1141 142380
28200 1209 139125 1145 142875
28300 1213 139533 1147 143467
28400 1215 139984 1147 144016
28500 1220 140265 1149 144735
28600 1225 140722 1152 145278
28700 1229 141202 1153 145798
28800 1230 141692 1156 146308
28900 1233 142146 1159 146854
29000 1234 142607 1159 147393
29100 1235 143115 1161 147885
29200 1236 143559 1162 148441
29300 1239 144032 1164 148968
29400 1241 144514 1166 149486
29500 1241 145005 1167 149995
29600 1241 145560 1168 150440
29700 1243 145945 1176 151055
29800 1246 146407 1179 151593
29900 1249 147027 1179 151973
30000 1250 147494 1180 152506
30100 1251 148038 1185 152962
30200 1258 148549 1187 153451
30300 1260 149119 1193 153881
30400 1262 149687 1196 154313
30500 1263 150242 1198 154758
30600 1266 150657 1200 155343
30700 1267 151116 1201 155884
30800 1270 151614 1203 156386
30900 1274 152212 1204 156788
31000 1277 152764 1209 157236
31100 1279 153284 1210 157716
31200 1281 153843 1210 158157
31300 1282 154387 1212 158613
31400 1283 154929 1216 159071
31500 1289 155347 1221 159653
31600 1289 155922 1225 160078
31700 1291 156343 1229 160657
31800 1296 156828 1231 161172
31900 1296 157318 1234 161682
32000 1301 157739 1236 162261
32100 1305 158158 1239 162842
32200 1307 158651 1239 163349
32300 1308 159118 1244 163882
32400 1310 159658 1246 164342
32500 1318 160185 1251 164815
32600 1321 160743 1253 165257
32700 1324 161252 1257 165748
32800 1326 161784 1259 166216
32900 1328 162343 1262 166657
33000 1331 162840 1263 167160
33100 1335 163364 1265 167636
33200 1337 163892 1266 168108
33300 1338 164502 1267 168498
33400 1339 165110 1267 168890
33500 1341 165709 1268 169291
33600 1346 166231 1274 169769
33700 1349 166711 1279 170289
33800 1351 167056 1282 170944
33900 1352 167558 1285 171442
34000 1356 168041 1291 171959
34100 1359 168530 1292 172470
34200 1361 169002 1294 172998
34300 1364 169590 1295 173410
34400 1364 170206 1298 173794
34500 1368 170794 1302 174206
34600 1373 171379 1304 174621
34700 1374 172074 1305 174926
34800 1376 172716 1309 175284
34900 1379 173238 1315 175762
35000 1384 173821 1316 176179
35100 1390 174342 1319 176658
35200 1393 174893 1321 177107
35300 1397 175482 1326 177518
35400 1401 175972 1333 178028
35500 1402 176431 1335 178569
35600 1402 176933 1337 179067
35700 1405 177496 1338 179504
35800 1405 177968 1338 180032
35900 1407 178550 1341 180450
36000 1409 178988 1345 181012
36100 1411 179377 1349 181623
36200 1411 179858 1350 182142
36300 1413 180462 1351 182538
36400 1413 180941 1355 183059
36500 1415 181418 1355 183582
36600 1417 181925 1359 184075
36700 1418 182365 1362 184635
36800 1422 182934 1365 185066
36900 1423 183483 1366 185517
37000 1425 184128 1367 185872
37100 1427 184656 1369 186344
37200 1429 185104 1372 186896
37300 1430 185682 1373 187318
37400 1430 186180 1376 187820
37500 1434 186740 1379 188260
37600 1435 187377 1380 188623
37700 1438 187830 1382 189170
37800 1438 188341 1384 189659
37900 1439 188834 1386 190166
38000 1444 189214 1389 190786
38100 1448 189703 1391 191297
38200 1449 190322 1393 191678
38300 1452 190791 1398 192209
38400 1454 191263 1402 192737
38500 1455 191719 1407 193281
38600 1459 192257 1408 193743
38700 1463 192728 1411 194272
38800 1467 193294 1413 194706
38900 1468 193810 1417 195190
39000 1471 194387 1422 195613
39100 1473 194997 1428 196003
39200 1473 195543 1429 196457
39300 1476 196098 1432 196902
39400 1480 196623 1433 197377
39500 1485 197149 1437 197851
39600 1487 197769 1437 198231
39700 1490 198407 1439 198593
39800 1492 198926 1443 199074
39900 1494 199361 1446 199639
40000 1496 199729 1447 200271
40100 1498 200239 1449 200761
40200 1498 200725 1451 201275
40300 1500 201256 1453 201744
40400 1500 201749 1456 202251
40500 1504 202334 1458 202666
40600 1507 202945 1461 203055
40700 1508 203479 1463 203521
40800 1509 204012 1464 203988
40900 1514 204501 1467 204499
41000 1515 204968 1472 205032
41100 1520 205467 1474 205533
41200 1520 205991 1477 206009
41300 1520 206456 1479 206544
41400 1523 207005 1481 206995
41500 1529 207548 1484 207452
41600 1529 208065 1489 207935
41700 1532 208612 1490 208388
41800 1533 209210 1493 208790
41900 1533 209625 1494 209375
42000 1533 210149 1495 209851
42100 1534 210578 1495 210422
42200 1539 211005 1497 210995
42300 1544 211469 1501 211531
42400 1547 212050 1502 211950
42500 1551 212539 1505 212461
42600 1554 212992 1507 213008
42700 1557 213446 1509 213554
42800 1558 214018 1511 213982
42900 1562 214650 1516 214350
43000 1564 215213 1520 214787
43100 1564 215727 1521 215273
43200 1567 216205 1523 215795
43300 1570 216715 1527 216285
43400 1574 217130 1530 216870
43500 1576 217696 1535 217304
43600 1577 218220 1539 217780
43700 1580 218801 1542 218199
43800 1582 219310 1545 218690
43900 1584 219819 1550 219181
44000 1584 220197 1551 219803
44100 1585 220656 1551 220344
44200 1587 221208 1555 220792
44300 1595 221769 1559 221231
44400 1601 222226 1560 221774
44500 1603 222744 1565 222256
44600 1604 223239 1574 222761
44700 1608 223733 1575 223267
44800 1610 224325 1576 223675
44900 1611 224868 1578 224132
45000 1614 225378 1579 224622
45100 1615 226056 1581 224944
45200 1619 226753 1583 225247
45300 1624 227166 1588 225834
45400 1626 227738 1588 226262
45500 1632 228330 1590 226670
45600 1634 228859 1592 227141
45700 1637 229238 1597 227762
45800 1637 229638 1600 228362
45900 1640 230221 1600 228779
46000 1646 230798 1601 229202
46100 1649 231172 1607 229828
46200 1654 231593 1611 230407
46300 1654 232039 1616 230961
46400 1657 232549 1620 231451
46500 1661 233222 1621 231778
46600 1667 233808 1622 232192
46700 1671 234441 1623 232559
46800 1677 235047 1626 232953
46900 1685 235653 1627 233347
47000 1688 236283 1628 233717
47100 1691 236760 1630 234240
47200 1693 237294 1631 234706
47300 1695 237884 1633 235116
47400 1697 238468 1636 235532
47500 1698 238999 1639 236001
47600 1698 239504 1641 236496
47700 1702 240040 1644 236960
47800 1703 240492 1645 237508
47900 1705 240966 1647 238034
48000 1709 241416 1650 238584
48100 1712 241903 1651 239097
48200 1714 242352 1660 239648
48300 1719 242917 1666 240083
48400 1721 243250 1668 240750
48500 1723 243751 1669 241249
48600 1727 244312 1672 241688
48700 1733 244847 1673 242153
48800 1735 245370 1676 242630
48900 1735 245857 1681 243143
49000 1737 246278 1683 243722
49100 1737 246800 1684 244200
49200 1740 247366 1684 244634
49300 1743 247868 1686 245132
49400 1744 248237 1689 245763
49500 1747 248749 1690 246251
49600 1750 249288 1696 246712
49700 1751 249864 1700 247136
49800 1757 250437 1705 247563
49900 1762 250810 1705 248190
50000 1764 251328 1709 248672
50100 1765 251730 1711 249270
50200 1765 252356 1715 249644
50300 1768 252920 1719 250080
50400 1768 253579 1723 250421
50500 1772 254089 1726 250911
50600 1773 254638 1732 251362
50700 1778 255235 1738 251765
50800 1780 255806 1738 252194
50900 1781 256345 1742 252655
51000 1789 256871 1746 253129
51100 1791 257414 1748 253586
51200 1795 257933 1750 254067
51300 1798 258453 1752 254547
51400 1800 258933 1753 255067
51500 1801 259410 1758 255590
51600 1805 259832 1762 256168
51700 1808 260275 1769 256725
51800 1810 260734 1770 257266
51900 1814 261214 1773 257786
52000 1814 261735 1774 258265
52100 1815 262192 1777 258808
52200 1817 262627 1779 259373
52300 1820 263121 1780 259879
52400 1822 263707 1782 260293
52500 1822 264260 1788 260740
52600 1823 264770 1793 261230
52700 1823 265257 1796 261743
52800 1830 265870 1802 262130
52900 1835 266479 1806 262521
53000 1837 266919 1809 263081
53100 1839 267326 1811 263674
53200 1845 267763 1812 264237
53300 1845 268225 1816 264775
53400 1846 268730 1816 265270
53500 1848 269151 1820 265849
53600 1849 269495 1821 266505
53700 1850 269861 1824 267139
53800 1851 270284 1828 267716
53900 1852 270727 1829 268273
54000 1853 271224 1831 268776
54100 1855 271707 1832 269293
54200 1859 272197 1840 269803
54300 1864 272616 1842 270384
54400 1867 273128 1845 270872
54500 1870 273641 1847 271359
54600 1871 274215 1848 271785
54700 1877 274679 1853 272321
54800 1880 275085 1856 272915
54900 1881 275506 1856 273494
55000 1885 275969 1860 274031
55100 1888 276432 1862 274568
55200 1891 276911 1863 275089
55300 1893 277367 1865 275633
55400 1894 277656 1868 276344
55500 1897 277948 1874 277052
55600 1901 278437 1877 277563
55700 1904 278976 1880 278024
55800 1908 279504 1880 278496
55900 1909 280059 1881 278941
56000 1911 280684 1882 279316
56100 1911 281160 1883 279840
56200 1915 281632 1888 280368
56300 1916 282067 1889 280933
56400 1919 282584 1890 281416
56500 1920 283161 1894 281839
56600 1920 283545 1896 282455
56700 1922 284138 1899 282862
56800 1926 284709 1902 283291
56900 1927 285182 1905 283818
57000 1932 285640 1909 284360
57100 1933 286197 1909 284803
57200 1935 286799 1911 285201
57300 1937 287274 1915 285726
57400 1940 287776 1915 286224
57500 1944 288274 1918 286726
57600 1945 288851 1918 287149
57700 1946 289330 1921 287670
57800 1949 289907 1922 288093
57900 1953 290253 1923 288747
58000 1954 290804 1925 289196
58100 1955 291351 1927 289649
58200 1960 291898 1931 290102
58300 1964 292493 1933 290507
58400 1967 293100 1937 290900
58500 1970 293566 1939 291434
58600 1971 294140 1940 291860
58700 1975 294558 1941 292442
58800 1978 295004 1945 292996
58900 1982 295476 1950 293524
59000 1982 295922 1951 294078
59100 1983 296428 1952 294572
59200 1988 296941 1955 295059
59300 1994 297452 1967 295548
59400 1995 297967 1969 296033
59500 1996 298467 1971 296533
59600 1996 299016 1971 296984
59700 2000 299528 1972 297472
59800 2002 300057 1977 297943
59900 2011 300633 1983 298367
60000 2011 301186 1984 298814
60100 2014 301777 1985 299223
60200 2021 302342 1987 299658
60300 2026 302930 1989 300070
60400 2029 303330 1990 300670
60500 2031 303789 1993 301211
60600 2033 304266 1994 301734
60700 2034 304723 1996 302277
60800 2035 305134 1998 302866
60900 2037 305542 2002 303458
61000 2042 306109 2004 303891
61100 2049 306587 2006 304413
61200 2049 307032 2008 304968
61300 2052 307472 2008 305528
61400 2052 307986 2009 306014
61500 2056 308454 2011 306546
61600 2058 308901 2015 307099
61700 2063 309274 2016 307726
61800 2065 309688 2016 308312
61900 2066 310090 2019 308910
62000 2069 310473 2022 309527
62100 2071 311012 2025 309988
62200 2073 311641 2026 310359
62300 2078 312136 2031 310864
62400 2080 312720 2033 311280
62500 2082 313210 2033 311790
62600 2084 313534 2035 312466
62700 2090 313873 2038 313127
62800 2092 314296 2041 313704
62900 2093 314590 2044 314410
63000 2097 315024 2045 314976
63100 2101 315474 2049 315526
63200 2107 315817 2051 316183
63300 2113 316405 2052 316595
63400 2117 316844 2056 317156
63500 2122 317353 2057 317647
63600 2122 317872 2058 318128
63700 2123 318363 2061 318637
63800 2125 318869 2064 319131
63900 2125 319364 2066 319636
64000 2128 319957 2071 320043
64100 2130 320488 2074 320512
64200 2132 321097 2076 320903
64300 2132 321596 2078 321404
64400 2135 322135 2081 321865
64500 2137 322577 2085 322423
64600 2139 322991 2088 323009
64700 2140 323383 2092 323617
64800 2140 323929 2092 324071
64900 2142 324492 2095 324508
65000 2143 324931 2097 325069
65100 2145 325249 2102 325751
65200 2146 325752 2108 326248
65300 2150 326254 2111 326746
65400 2154 326805 2115 327195
65500 2157 327430 2120 327570
65600 2164 327926 2123 328074
65700 2170 328430 2126 328570
65800 2173 328982 2131 329018
65900 2177 329380 2138 329620
66000 2179 329764 2142 330236
66100 2182 330366 2145 330634
66200 2185 330932 2146 331068
66300 2189 331385 2147 331615
66400 2190 331918 2149 332082
66500 2195 332399 2151 332601
66600 2199 332778 2153 333222
66700 2200 333316 2153 333684
66800 2203 333780 2156 334220
66900 2205 334210 2158 334790
67000 2210 334730 2159 335270
67100 2210 335219 2162 335781
67200 2213 335701 2166 336299
67300 2213 336070 2168 336930
67400 2216 336496 2170 337504
67500 2219 336935 2170 338065
67600 2222 337417 2170 338583
67700 2223 337926 2170 339074
67800 2225 338424 2171 339576
67900 2227 338849 2173 340151
68000 2233 339276 2173 340724
68100 2239 339802 2173 341198
68200 2244 340204 2181 341796
68300 2247 340734 2182 342266
68400 2249 341091 2185 342909
68500 2250 341476 2188 343524
68600 2251 342047 2189 343953
68700 2253 342585 2191 344415
68800 2256 343138 2195 344862
68900 2258 343730 2195 345270
69000 2260 344174 2196 345826
69100 2265 344723 2202 346277
69200 2267 345019 2206 346981
69300 2270 345463 2208 347537
69400 2275 346074 2208 347926
69500 2277 346663 2209 348337
69600 2278 347093 2210 348907
69700 2280 347555 2210 349445
69800 2281 348129 2214 349871
69900 2284 348596 2217 350404
70000 2288 349077 2219 350923
70100 2289 349605 2221 351395
70200 2289 350029 2223 351971
70300 2292 350410 2223 352590
70400 2292 351040 2226 352960
70500 2293 351597 2229 353403
70600 2298 352100 2231 353900
70700 2300 352470 2235 354530
70800 2304 352933 2237 355067
70900 2305 353403 2238 355597
71000 2307 353868 2240 356132
71100 2311 354387 2244 356613
71200 2316 354919 2245 357081
71300 2317 355486 2245 357514
71400 2319 356014 2246 357986
71500 2321 356555 2249 358445
71600 2321 357028 2251 358972
71700 2323 357709 2255 359291
71800 2325 358324 2257 359676
71900 2327 358974 2263 360026
72000 2330 359588 2267 360412
72100 2332 360081 2270 360919
72200 2332 360650 2271 361350
72300 2332 361209 2274 361791
72400 2335 361716 2274 362284
72500 2336 362203 2274 362797
72600 2339 362757 2279 363243
72700 2344 363282 2283 363718
72800 2349 363827 2285 364173
72900 2350 364428 2293 364572
73000 2352 364983 2296 365017
73100 2355 365430 2303 365570
73200 2356 365882 2308 366118
73300 2358 366334 2310 366666
73400 2361 366750 2311 367250
73500 2361 367229 2313 367771
73600 2363 367692 2313 368308
73700 2364 368192 2314 368808
73800 2365 368634 2315 369366
73900 2370 369036 2316 369964
74000 2372 369431 2317 370569
74100 2376 369969 2318 371031
74200 2378 370430 2320 371570
74300 2382 370896 2324 372104
74400 2386 371392 2325 372608
74500 2388 371881 2327 373119
74600 2392 372441 2330 373559
74700 2394 372945 2331 374055
74800 2394 373460 2335 374540
74900 2396 374000 2336 375000
75000 2396 374456 2337 375544
75100 2399 375039 2339 375961
75200 2401 375407 2340 376593
75300 2402 376034 2340 376966
75400 2405 376556 2341 377444
75500 2406 376935 2344 378065
75600 2409 377336 2349 378664
75700 2412 377697 2351 379303
75800 2414 378214 2358 379786
75900 2422 378739 2361 380261
76000 2425 379324 2362 380676
76100 2427 379902 2366 381098
76200 2428 380464 2366 381536
76300 2428 381038 2367 381962
76400 2432 381647 2372 382353
76500 2436 382208 2377 382792
76600 2440 382657 2379 383343
76700 2443 383153 2382 383847
76800 2445 383557 2386 384443
76900 2453 384034 2396 384966
77000 2456 384617 2400 385383
77100 2461 385110 2404 385890
77200 2465 385644 2405 386356
77300 2470 386177 2406 386823
77400 2472 386785 2410 387215
77500 2473 387294 2411 387706
77600 2476 387737 2413 388263
77700 2479 388317 2415 388683
77800 2481 388831 2420 389169
77900 2481 389429 2422 389571
78000 2483 389961 2424 390039
78100 2487 390591 2427 390409
78200 2488 391198 2434 390802
78300 2490 391660 2436 391340
78400 2491 392076 2441 391924
78500 2495 392496 2442 392504
78600 2499 392897 2443 393103
78700 2503 393310 2445 393690
78800 2505 393754 2446 394246
78900 2507 394201 2454 394799
79000 2512 394789 2457 395211
79100 2515 395322 2460 395678
79200 2518 395891 2463 396109
79300 2521 396476 2465 396524
79400 2525 397052 2469 396948
79500 2531 397441 2473 397559
79600 2532 397967 2473 398033
79700 2534 398519 2474 398481
79800 2535 399088 2475 398912
79900 2538 399432 2476 399568
80000 2540 399909 2481 400091
80100 2541 400337 2481 400663
80200 2542 400902 2483 401098
80300 2545 401274 2487 401726
80400 2545 401751 2493 402249
80500 2546 402268 2496 402732
80600 2546 402785 2498 403215
80700 2546 403180 2498 403820
80800 2550 403556 2501 404444
80900 2550 404099 2504 404901
81000 2556 404670 2506 405330
81100 2559 405220 2509 405780
81200 2563 405678 2511 406322
81300 2564 406208 2513 406792
81400 2565 406746 2514 407254
81500 2571 407216 2516 407784
81600 2575 407724 2518 408276
81700 2577 408208 2519 408792
81800 2579 408629 2522 409371
81900 2581 408992 2524 410008
82000 2581 409492 2524 410508
82100 2583 409986 2528 411014
82200 2587 410445 2529 411555
82300 2588 410931 2531 412069
82400 2588 411383 2536 412617
82500 2590 411828 2538 413172
82600 2591 412381 2539 413619
82700 2591 412958 2541 414042
82800 2594 413334 2542 414666
82900 2602 413822 2544 415178
83000 2606 414424 2546 415576
83100 2609 414866 2546 416134
83200 2612 415185 2548 416815
83300 2619 415512 2552 417488
83400 2622 415921 2556 418079
83500 2623 416358 2558 418642
83600 2625 416744 2558 419256
83700 2628 417227 2560 419773
83800 2639 417675 2565 420325
83900 2640 418307 2568 420693
84000 2642 418957 2571 421043
84100 2644 419514 2574 421486
84200 2647 419958 2574 422042
84300 2652 420481 2575 422519
84400 2653 420928 2576 423072
84500 2654 421419 2580 423581
84600 2658 422022 2584 423978
84700 2660 422565 2586 424435
84800 2661 423111 2590 424889
84900 2664 423608 2592 425392
85000 2665 424116 2593 425884
85100 2666 424617 2594 426383
85200 2667 425215 2595 426785
85300 2671 425676 2599 427324
85400 2672 426286 2599 427714
85500 2673 426849 2604 428151
85600 2675 427558 2604 428442
85700 2676 427990 2609 429010
85800 2676 428381 2609 429619
85900 2676 428937 2611 430063
86000 2678 429539 2612 430461
86100 2681 429995 2615 431005
86200 2687 430521 2616 431479
86300 2690 431097 2618 431903
86400 2691 431483 2620 432517
86500 2696 431990 2624 433010
86600 2700 432485 2626 433515
86700 2702 433069 2628 433931
86800 2706 433532 2630 434468
86900 2708 433983 2630 435017
87000 2710 434445 2633 435555
87100 2710 435064 2633 435936
87200 2711 435697 2634 436303
87300 2713 436119 2638 436881
87400 2716 436632 2642 437368
87500 2718 437006 2645 437994
87600 2720 437438 2646 438562
87700 2720 437948 2647 439052
87800 2724 438370 2650 439630
87900 2726 438818 2651 440182
88000 2727 439250 2653 440750
88100 2727 439583 2656 441417
88200 2729 439957 2656 442043
88300 2730 440441 2661 442559
88400 2731 440885 2663 443115
88500 2734 441432 2666 443568
88600 2736 441848 2668 444152
88700 2737 442307 2668 444693
88800 2739 442767 2669 445233
88900 2741 443231 2670 445769
89000 2743 443733 2674 446267
89100 2748 444192 2681 446808
89200 2753 444875 2685 447125
89300 2754 445466 2689 447534
89400 2758 446030 2693 447970
89500 2762 446611 2699 448389
89600 2766 447270 2701 448730
89700 2768 447829 2702 449171
89800 2769 448291 2705 449709
89900 2770 448734 2707 450266
90000 2774 449200 2710 450800
90100 2776 449754 2712 451246
90200 2778 450179 2713 451821
90300 2780 450699 2716 452301
90400 2781 451155 2719 452845
90500 2781 451628 2723 453372
90600 2784 452072 2725 453928
90700 2785 452482 2726 454518
90800 2789 452966 2729 455034
90900 2793 453496 2733 455504
91000 2798 454165 2737 455835
91100 2799 454563 2743 456437
91200 2800 455030 2744 456970
91300 2806 455546 2745 457454
91400 2807 456010 2748 457990
91500 2810 456562 2755 458438
91600 2816 457132 2760 458868
91700 2821 457668 2764 459332
91800 2829 458189 2767 459811
91900 2833 458716 2767 460284
92000 2838 459268 2771 460732
92100 2838 459711 2771 461289
92200 2841 460317 2774 461683
92300 2846 460965 2775 462035
92400 2848 461618 2777 462382
92500 2853 462298 2784 462702
92600 2855 462855 2786 463145
92700 2857 463327 2790 463673
92800 2861 463760 2794 464240
92900 2864 464247 2795 464753
93000 2864 464692 2801 465308
93100 2867 465149 2803 465851
93200 2871 465663 2808 466337
93300 2874 466152 2809 466848
93400 2878 466526 2815 467474
93500 2879 466947 2818 468053
93600 2879 467377 2821 468623
93700 2883 467796 2822 469204
93800 2888 468214 2825 469786
93900 2890 468609 2828 470391
94000 2891 469136 2829 470864
94100 2894 469605 2832 471395
94200 2895 470189 2837 471811
94300 2897 470727 2839 472273
94400 2899 471176 2843 472824
94500 2905 471607 2848 473393
94600 2907 472090 2849 473910
94700 2909 472553 2850 474447
94800 2911 472949 2851 475051
94900 2912 473438 2854 475562
95000 2914 473997 2860 476003
95100 2915 474351 2861 476649
