#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.8 0.8]
#! SET kt 1.0
100 69 155 66 845
200 140 409 144 1591
300 220 730 241 2270
400 301 1140 317 2860
500 360 1637 376 3363
600 394 2120 421 3880
700 434 2535 452 4465
800 459 2916 479 5084
900 483 3343 506 5657
1000 497 3774 525 6226
1100 510 4190 535 6810
1200 528 4601 551 7399
1300 540 5068 563 7932
1400 546 5587 573 8413
1500 553 6079 579 8921
1600 557 6591 581 9409
1700 561 7249 582 9751
1800 563 7738 584 10262
1900 568 8213 584 10787
2000 571 8607 592 11393
2100 573 9077 596 11923
2200 579 9544 605 12456
2300 585 10037 608 12963
2400 586 10497 611 13503
2500 588 10963 613 14037
2600 590 11516 613 14484
2700 591 11943 615 15057
2800 596 12402 621 15598
2900 600 12982 624 16018
3000 604 13402 631 16598
3100 609 13802 632 17198
3200 614 14278 636 17722
3300 617 14889 639 18111
3400 619 15474 643 18526
3500 620 16127 644 18873
3600 621 16589 644 19411
3700 622 17217 646 19783
3800 622 17736 647 20264
3900 624 18229 649 20771
4000 627 18684 654 21316
4100 629 19158 657 21842
4200 631 19688 659 22312
4300 633 20201 663 22799
4400 634 20618 667 23382
4500 635 21086 668 23914
4600 639 21514 671 24486
4700 640 21981 673 25019
4800 643 22456 674 25544
4900 645 22868 675 26132
5000 647 23376 681 26624
5100 650 23908 686 27092
5200 651 24399 688 27601
5300 656 24939 693 28061
5400 660 25415 697 28585
5500 660 25960 697 29040
5600 663 26352 705 29648
5700 664 26801 706 30199
5800 672 27299 711 30701
5900 674 27946 713 31054
6000 678 28423 716 31577
6100 681 28948 718 32052
6200 685 29396 721 32604
6300 687 29825 723 33175
6400 690 30321 726 33679
6500 695 30872 729 34128
6600 696 31380 729 34620
6700 700 31888 730 35112
6800 705 32388 732 35612
6900 707 32918 736 36082
7000 708 33482 738 36518
7100 716 33893 741 37107
7200 719 34296 744 37704
7300 722 34666 751 38334
7400 727 35184 754 38816
7500 728 35552 756 39448
7600 733 36021 759 39979
7700 735 36427 763 40573
7800 736 36988 768 41012
7900 738 37522 770 41478
8000 740 38017 772 41983
8100 745 38570 774 42430
8200 746 39048 777 42952
8300 748 39558 780 43442
8400 749 40124 782 43876
8500 752 40560 784 44440
8600 756 41061 787 44939
8700 756 41436 789 45564
8800 757 41998 791 46002
8900 760 42473 793 46527
9000 761 42911 795 47089
9100 765 43380 798 47620
9200 765 43900 801 48100
9300 769 44207 804 48793
9400 770 44558 809 49442
9500 773 45120 816 49880
9600 773 45608 822 50392
9700 774 46096 824 50904
9800 775 46569 827 51431
9900 776 47025 829 51975
10000 780 47564 829 52436
10100 782 47997 831 53003
10200 785 48483 834 53517
10300 792 48976 837 54024
10400 792 49580 839 54420
10500 794 50030 843 54970
10600 797 50507 845 55493
10700 798 50964 847 56036
10800 798 51424 851 56576
10900 799 51935 855 57065
11000 801 52520 857 57480
11100 802 53030 858 57970
11200 802 53482 859 58518
11300 802 54092 859 58908
11400 807 54765 863 59235
11500 808 55308 871 59692
11600 811 55823 875 60177
11700 816 56386 878 60614
11800 818 56988 883 61012
11900 818 57433 886 61567
12000 819 57886 886 62114
12100 823 58404 889 62596
12200 824 58963 889 63037
12300 826 59611 892 63389
12400 830 60062 893 63938
12500 832 60473 895 64527
12600 832 60866 897 65134
12700 834 61365 897 65635
12800 838 61874 905 66126
12900 839 62327 905 66673
13000 842 62602 907 67398
13100 847 63242 911 67758
13200 849 63686 914 68314
13300 853 64026 917 68974
13400 856 64364 925 69636
13500 863 65046 928 69954
13600 866 65765 929 70235
13700 872 66335 935 70665
13800 875 66739 938 71261
13900 878 67123 942 71877
14000 879 67591 947 72409
14100 883 68100 953 72900
14200 884 68622 956 73378
14300 884 69097 956 73903
14400 889 69613 961 74387
14500 890 70217 962 74783
14600 891 70767 965 75233
14700 894 71304 965 75696
14800 898 71858 967 76142
14900 903 72446 970 76554
15000 906 72953 971 77047
15100 910 73412 972 77588
15200 915 73932 972 78068
15300 917 74473 973 78527
15400 918 75019 975 78981
15500 919 75500 979 79500
15600 919 75977 980 80023
15700 922 76519 983 80481
15800 927 77079 987 80921
15900 929 77580 991 81420
16000 931 77989 993 82011
16100 934 78450 996 82550
16200 936 78810 996 83190
16300 939 79305 998 83695
16400 946 79755 1001 84245
16500 947 80325 1002 84675
16600 952 80795 1006 85205
16700 953 81269 1010 85731
16800 953 81774 1012 86226
16900 955 82320 1013 86680
17000 955 82762 1016 87238
17100 956 83258 1021 87742
17200 961 83645 1023 88355
17300 961 84193 1028 88807
17400 962 84593 1029 89407
17500 966 84995 1034 90005
17600 969 85586 1037 90414
17700 972 86124 1040 90876
17800 975 86582 1043 91418
17900 979 87105 1044 91895
18000 986 87617 1049 92383
18100 986 88166 1050 92834
18200 988 88683 1053 93317
18300 993 89145 1053 93855
18400 994 89671 1057 94329
18500 998 90158 1059 94842
18600 999 90657 1063 95343
18700 1003 91166 1063 95834
18800 1008 91621 1067 96379
18900 1014 91995 1074 97005
19000 1018 92464 1082 97536
19100 1019 93035 1082 97965
19200 1026 93510 1086 98490
19300 1028 93880 1089 99120
19400 1033 94362 1092 99638
19500 1038 94792 1100 100208
19600 1044 95296 1107 100704
19700 1047 95676 1108 101324
19800 1050 95988 1113 102012
19900 1054 96371 1117 102629
20000 1058 96743 1123 103257
20100 1059 97146 1123 103854
20200 1066 97667 1125 104333
20300 1072 98053 1128 104947
20400 1073 98595 1130 105405
20500 1075 99022 1131 105978
20600 1078 99480 1136 106520
20700 1080 100107 1138 106893
20800 1084 100552 1142 107448
20900 1087 101109 1144 107891
21000 1087 101573 1148 108427
21100 1090 102016 1151 108984
21200 1090 102519 1154 109481
21300 1098 102888 1155 110112
21400 1100 103311 1158 110689
21500 1104 103792 1159 111208
21600 1109 104345 1163 111655
21700 1110 104877 1166 112123
21800 1115 105435 1168 112565
21900 1116 106016 1176 112984
22000 1119 106540 1179 113460
22100 1123 107251 1181 113749
22200 1124 107717 1184 114283
22300 1129 108450 1188 114550
22400 1132 109035 1188 114965
22500 1132 109560 1191 115440
22600 1137 110065 1193 115935
22700 1139 110539 1194 116461
22800 1142 110988 1197 117012
22900 1143 111446 1197 117554
23000 1144 111941 1197 118059
23100 1145 112477 1201 118523
23200 1149 113024 1207 118976
23300 1153 113427 1210 119573
23400 1157 113876 1215 120124
23500 1157 114334 1216 120666
23600 1157 114776 1216 121224
23700 1161 115291 1221 121709
23800 1167 115696 1227 122304
23900 1175 116149 1230 122851
24000 1178 116679 1233 123321
24100 1185 117217 1235 123783
24200 1185 117817 1236 124183
24300 1189 118308 1240 124692
24400 1191 118748 1242 125252
24500 1195 119194 1244 125806
24600 1199 119653 1248 126347
24700 1201 120144 1249 126856
24800 1207 120669 1250 127331
24900 1209 121174 1250 127826
25000 1212 121722 1251 128278
25100 1213 122129 1253 128871
25200 1214 122629 1255 129371
25300 1220 123038 1257 129962
25400 1224 123497 1261 130503
25500 1225 123847 1265 131153
25600 1227 124344 1267 131656
25700 1231 124945 1270 132055
25800 1234 125472 1271 132528
25900 1238 125933 1275 133067
26000 1241 126455 1278 133545
26100 1241 127079 1280 133921
26200 1243 127606 1284 134394
26300 1252 128219 1289 134781
26400 1257 128689 1289 135311
26500 1260 129274 1291 135726
26600 1263 129829 1293 136171
26700 1269 130273 1295 136727
26800 1274 130684 1296 137316
26900 1277 131113 1297 137887
27000 1279 131576 1298 138424
27100 1286 132007 1300 138993
27200 1288 132595 1300 139405
27300 1290 133135 1302 139865
27400 1293 133709 1303 140291
27500 1297 134198 1308 140802
27600 1298 134725 1308 141275
27700 1299 135179 1313 141821
27800 1300 135681 1314 142319
27900 1307 136173 1318 142827
28000 1312 136633 1325 143367
28100 1313 137089 1327 143911
28200 1317 137576 1329 144424
