#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.15 0.15]
#! SET kt 1.0
100 70 130 75 870
200 150 303 163 1697
300 227 565 263 2435
400 296 907 325 3093
500 327 1315 367 3685
600 352 1764 398 4236
700 373 2217 433 4783
800 400 2295 475 5705
900 443 2363 546 6637
1000 506 2473 619 7527
1100 581 2643 718 8357
1200 657 2909 811 9091
1300 728 3257 858 9743
1400 773 3658 903 10342
1500 797 4120 928 10880
1600 812 4605 941 11395
1700 828 5175 956 11825
1800 837 5692 973 12308
1900 857 6288 986 12712
2000 866 6838 1001 13162
2100 881 7275 1015 13725
2200 894 7811 1028 14189
2300 910 8420 1039 14580
2400 923 8886 1050 15114
2500 942 9385 1057 15615
2600 955 9900 1064 16100
2700 977 10397 1078 16603
2800 991 11002 1094 16998
2900 1005 11522 1108 17478
3000 1018 12056 1116 17944
3100 1027 12595 1127 18405
3200 1034 13075 1135 18925
3300 1050 13574 1147 19426
3400 1068 14082 1162 19918
3500 1072 14569 1171 20431
3600 1084 15102 1179 20898
3700 1097 15617 1189 21383
3800 1105 16110 1194 21890
3900 1115 16579 1204 22421
4000 1127 17133 1213 22867
4100 1135 17661 1226 23339
4200 1144 18177 1242 23823
4300 1152 18856 1252 24144
4400 1165 19353 1266 24647
4500 1178 19819 1278 25181
4600 1191 20252 1285 25748
4700 1208 20711 1302 26289
4800 1214 21243 1315 26757
4900 1223 21677 1326 27323
5000 1237 22152 1340 27848
5100 1246 22631 1351 28369
5200 1260 23075 1365 28925
5300 1265 23563 1373 29437
5400 1280 24134 1383 29866
5500 1294 24677 1394 30323
5600 1306 25207 1407 30793
5700 1322 25759 1423 31241
5800 1337 26282 1444 31718
5900 1348 26726 1458 32274
6000 1366 27166 1474 32834
6100 1377 27731 1481 33269
6200 1389 28222 1490 33778
6300 1401 28689 1504 34311
6400 1409 29142 1512 34858
6500 1426 29654 1541 35346
6600 1440 30212 1554 35788
6700 1453 30750 1561 36250
6800 1467 31222 1572 36778
6900 1485 31792 1581 37208
7000 1491 32315 1591 37685
7100 1505 32715 1607 38285
7200 1510 33240 1622 38760
7300 1516 33774 1628 39226
7400 1527 34325 1638 39675
7500 1542 34875 1657 40125
7600 1565 35368 1669 40632
7700 1579 35826 1680 41174
7800 1594 36430 1693 41570
7900 1600 36855 1697 42145
8000 1614 37367 1704 42633
8100 1635 37900 1722 43100
8200 1646 38437 1734 43563
8300 1657 38934 1745 44066
8400 1667 39469 1757 44531
8500 1680 39945 1768 45055
8600 1699 40434 1782 45566
8700 1707 40905 1795 46095
8800 1717 41443 1802 46557
8900 1734 41968 1819 47032
9000 1744 42456 1831 47544
9100 1755 43032 1846 47968
9200 1766 43641 1865 48359
9300 1782 44234 1878 48766
9400 1798 44740 1896 49260
9500 1808 45274 1908 49726
9600 1822 45761 1917 50239
9700 1835 46231 1921 50769
9800 1839 46752 1930 51248
9900 1849 47300 1942 51700
10000 1868 47876 1956 52124
10100 1877 48417 1967 52583
10200 1889 48937 1981 53063
10300 1907 49417 1996 53583
10400 1912 49927 2005 54073
10500 1919 50378 2012 54622
10600 1934 50903 2021 55097
10700 1939 51484 2029 55516
10800 1953 52003 2041 55997
10900 1959 52520 2051 56480
11000 1969 53062 2062 56938
11100 1975 53611 2071 57389
11200 1992 54061 2080 57939
11300 2002 54587 2094 58413
11400 2024 55136 2115 58864
11500 2041 55605 2125 59395
11600 2050 56048 2132 59952
11700 2063 56604 2142 60396
11800 2074 57100 2155 60900
11900 2084 57564 2171 61436
12000 2096 58123 2191 61877
12100 2109 58619 2200 62381
12200 2122 59096 2219 62904
12300 2135 59569 2225 63431
12400 2151 60036 2237 63964
12500 2170 60518 2247 64482
12600 2182 61042 2259 64958
12700 2201 61537 2274 65463
12800 2214 62002 2288 65998
12900 2218 62530 2299 66470
13000 2226 63044 2311 66956
13100 2241 63536 2334 67464
13200 2251 64100 2345 67900
13300 2265 64623 2361 68377
13400 2280 65082 2381 68918
13500 2290 65610 2390 69390
13600 2304 66104 2404 69896
13700 2320 66608 2416 70392
13800 2338 67156 2430 70844
13900 2355 67755 2442 71245
14000 2376 68266 2461 71734
14100 2384 68776 2469 72224
14200 2398 69224 2479 72776
14300 2409 69780 2489 73220
14400 2415 70316 2502 73684
14500 2426 70877 2517 74123
14600 2445 71311 2530 74689
14700 2457 71776 2543 75224
14800 2467 72323 2558 75677
14900 2477 72872 2572 76128
