#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.25 0.25]
#! SET kt 1.0
100 126 398 121 602
200 215 726 248 1274
300 306 1051 385 1949
400 424 1460 492 2540
500 507 1956 581 3044
600 568 2406 628 3594
700 601 2854 667 4146
800 623 3325 697 4675
900 636 3845 714 5155
1000 650 4387 729 5613
1100 662 4884 741 6116
1200 671 5366 767 6634
1300 688 5962 775 7038
1400 704 6498 789 7502
1500 712 6988 800 8012
1600 729 7442 814 8558
1700 742 7951 825 9049
1800 758 8436 846 9564
1900 783 8956 865 10044
2000 795 9469 883 10531
2100 814 10010 900 10990
2200 829 10536 916 11464
2300 840 11060 934 11940
2400 848 11481 950 12519
2500 863 11986 962 13014
2600 873 12472 973 13528
2700 887 13023 982 13977
2800 911 13531 1003 14469
2900 927 14084 1021 14916
3000 941 14606 1039 15394
3100 949 15178 1051 15822
3200 967 15673 1065 16327
3300 987 16155 1081 16845
3400 996 16603 1095 17397
3500 1002 17031 1106 17969
3600 1021 17507 1112 18493
3700 1031 18011 1124 18989
3800 1041 18532 1144 19468
3900 1057 19230 1155 19770
4000 1069 19744 1173 20256
4100 1079 20200 1183 20800
4200 1101 20786 1196 21214
4300 1122 21270 1208 21730
4400 1137 21716 1220 22284
4500 1152 22146 1233 22854
4600 1162 22602 1250 23398
4700 1182 23132 1272 23868
4800 1188 23637 1284 24363
4900 1203 24180 1299 24820
5000 1220 24684 1317 25316
5100 1229 25203 1324 25797
5200 1244 25707 1338 26293
5300 1258 26217 1351 26783
5400 1280 26664 1369 27336
5500 1297 27158 1381 27842
5600 1309 27708 1395 28292
5700 1326 28251 1413 28749
5800 1347 28779 1429 29221
5900 1360 29278 1445 29722
6000 1379 29892 1460 30108
6100 1393 30396 1479 30604
6200 1406 30942 1494 31058
6300 1417 31502 1506 31498
6400 1425 31996 1518 32004
6500 1442 32561 1536 32439
6600 1459 33113 1552 32887
6700 1476 33637 1567 33363
6800 1486 34064 1579 33936
6900 1503 34544 1588 34456
7000 1510 35016 1596 34984
7100 1525 35540 1609 35460
7200 1537 36058 1627 35942
7300 1549 36658 1634 36342
7400 1565 37148 1646 36852
7500 1580 37599 1668 37401
7600 1600 38182 1678 37818
7700 1618 38721 1700 38279
7800 1636 39212 1709 38788
7900 1652 39724 1717 39276
8000 1667 40227 1730 39773
8100 1689 40748 1748 40252
8200 1705 41305 1763 40695
8300 1718 41837 1779 41163
8400 1727 42335 1792 41665
8500 1737 42804 1803 42196
8600 1752 43273 1818 42727
8700 1760 43810 1829 43190
8800 1771 44315 1846 43685
8900 1786 44881 1873 44119
9000 1799 45403 1884 44597
9100 1809 45915 1896 45085
9200 1820 46427 1906 45573
9300 1831 46916 1925 46084
9400 1851 47377 1940 46623
9500 1866 47842 1960 47158
9600 1884 48400 1972 47600
9700 1893 48923 1981 48077
9800 1895 49416 1988 48584
9900 1902 49929 2009 49071
10000 1919 50452 2024 49548
10100 1935 50984 2035 50016
10200 1948 51451 2048 50549
10300 1963 51856 2060 51144
10400 1974 52358 2070 51642
10500 1983 52828 2077 52172
10600 1993 53352 2092 52648
10700 2004 53848 2102 53152
10800 2019 54380 2117 53620
10900 2037 54865 2131 54135
11000 2049 55393 2153 54607
11100 2063 55837 2169 55163
11200 2076 56266 2183 55734
11300 2093 56823 2196 56177
11400 2109 57361 2213 56639
11500 2124 57766 2227 57234
11600 2135 58302 2244 57698
11700 2143 58825 2257 58175
11800 2159 59361 2269 58639
11900 2174 59847 2290 59153
12000 2197 60298 2315 59702
12100 2213 60890 2330 60110
12200 2233 61378 2339 60622
12300 2246 61876 2351 61124
12400 2263 62399 2364 61601
12500 2272 62890 2379 62110
12600 2284 63406 2401 62594
12700 2299 63875 2417 63125
12800 2314 64290 2433 63710
12900 2323 64784 2442 64216
13000 2337 65259 2448 64741
13100 2363 65726 2470 65274
13200 2373 66151 2486 65849
13300 2391 66675 2504 66325
13400 2410 67117 2521 66883
13500 2428 67646 2532 67354
13600 2441 68130 2549 67870
13700 2467 68683 2567 68317
13800 2485 69203 2585 68797
13900 2499 69670 2595 69330
14000 2516 70200 2616 69800
14100 2532 70746 2635 70254
14200 2545 71237 2651 70763
