#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.6 0.6]
#! SET kt 1.0
100 79 181 69 819
200 158 455 167 1545
300 249 805 270 2195
400 322 1259 352 2741
500 375 1682 398 3318
600 408 2038 440 3962
700 435 2403 467 4597
800 464 2802 486 5198
900 486 3216 502 5784
1000 507 3627 511 6373
1100 518 4133 524 6867
1200 535 4628 540 7372
1300 536 5065 552 7935
1400 545 5426 565 8574
1500 549 5806 575 9194
1600 555 6216 581 9784
1700 556 6735 583 10265
1800 558 7253 586 10747
1900 568 7716 588 11284
2000 573 8245 594 11755
2100 580 8754 601 12246
2200 592 9311 609 12689
2300 601 9819 615 13181
2400 607 10266 617 13734
2500 610 10772 619 14228
2600 616 11277 625 14723
2700 620 11705 627 15295
2800 627 12212 634 15788
2900 635 12730 637 16270
3000 641 13236 645 16764
3100 646 13744 648 17256
3200 652 14205 656 17795
3300 656 14656 661 18344
3400 663 15190 668 18810
3500 667 15737 670 19263
3600 669 16215 674 19785
3700 673 16681 681 20319
3800 674 17129 687 20871
3900 679 17595 690 21405
4000 687 18053 698 21947
4100 695 18513 700 22487
4200 701 19010 703 22990
4300 704 19407 705 23593
4400 706 19964 715 24036
4500 713 20444 717 24556
4600 718 20954 722 25046
4700 722 21544 725 25456
4800 726 22113 733 25887
4900 734 22594 739 26406
5000 741 23103 744 26897
5100 746 23609 751 27391
5200 750 24118 752 27882
5300 756 24631 759 28369
5400 761 25108 766 28892
5500 767 25607 775 29393
5600 771 26095 785 29905
5700 773 26639 787 30361
5800 783 27070 797 30930
5900 788 27629 804 31371
6000 795 28091 810 31909
6100 796 28590 812 32410
6200 809 29075 823 32925
6300 815 29594 831 33406
6400 820 30031 837 33969
6500 824 30462 841 34538
6600 827 31036 850 34964
6700 835 31490 858 35510
6800 841 31908 864 36092
6900 846 32410 870 36590
7000 847 32938 878 37062
7100 853 33557 888 37443
7200 857 33987 890 38013
7300 864 34448 897 38552
7400 870 34919 904 39081
7500 875 35453 910 39547
7600 880 36006 911 39994
7700 885 36396 917 40604
7800 896 36932 924 41068
7900 903 37486 931 41514
8000 911 38000 937 42000
8100 915 38486 942 42514
8200 918 38912 949 43088
8300 926 39424 953 43576
8400 927 39860 956 44140
8500 933 40339 963 44661
8600 937 40789 967 45211
8700 938 41316 971 45684
8800 942 41845 974 46155
8900 951 42306 979 46694
9000 956 42775 982 47225
9100 957 43214 986 47786
9200 961 43785 994 48215
9300 963 44261 1000 48739
9400 971 44743 1005 49257
9500 979 45170 1011 49830
9600 983 45661 1024 50339
9700 989 46102 1034 50898
9800 996 46610 1040 51390
9900 998 47060 1043 51940
10000 1004 47641 1048 52359
10100 1012 48174 1053 52826
10200 1015 48646 1061 53354
10300 1027 49096 1067 53904
10400 1033 49690 1075 54310
10500 1039 50112 1087 54888
10600 1040 50501 1091 55499
10700 1043 50941 1096 56059
10800 1047 51373 1101 56627
10900 1049 51868 1106 57132
11000 1052 52386 1114 57614
11100 1057 52911 1117 58089
11200 1060 53414 1118 58586
11300 1063 53819 1121 59181
11400 1066 54234 1127 59766
11500 1072 54692 1135 60308
11600 1079 55199 1141 60801
11700 1088 55683 1147 61317
11800 1097 56160 1158 61840
11900 1098 56603 1161 62397
12000 1104 57107 1170 62893
12100 1115 57555 1179 63445
12200 1126 58003 1189 63997
12300 1132 58546 1204 64454
12400 1136 59024 1208 64976
12500 1139 59422 1214 65578
12600 1146 59882 1221 66118
12700 1157 60321 1233 66679
12800 1162 60845 1237 67155
12900 1166 61383 1239 67617
13000 1173 61867 1245 68133
13100 1182 62296 1249 68704
13200 1187 62866 1255 69134
13300 1193 63375 1257 69625
13400 1199 63917 1262 70083
