#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.1 0.1]
#! SET kt 1.0
100 146 384 146 616
200 253 817 270 1183
300 358 1184 396 1816
400 455 1573 491 2427
500 532 2037 577 2963
600 600 2521 638 3479
700 639 2989 683 4011
800 683 3483 725 4517
900 727 3969 764 5031
1000 783 4447 814 5553
1100 825 4989 851 6011
1200 863 5481 893 6519
1300 906 6001 951 6999
1400 954 6471 995 7529
1500 999 6952 1026 8048
1600 1041 7465 1068 8535
1700 1083 7964 1100 9036
1800 1128 8478 1157 9522
1900 1164 8988 1195 10012
2000 1202 9500 1232 10500
2100 1247 10015 1271 10985
2200 1302 10529 1310 11471
2300 1355 11035 1355 11965
2400 1411 11546 1407 12454
2500 1458 12058 1441 12942
2600 1513 12559 1487 13441
2700 1565 13077 1528 13923
2800 1606 13610 1581 14390
2900 1650 14122 1635 14878
3000 1700 14626 1678 15374
3100 1747 15173 1722 15827
3200 1785 15686 1757 16314
3300 1826 16172 1791 16828
3400 1868 16646 1837 17354
3500 1899 17128 1890 17872
3600 1940 17631 1940 18369
3700 1988 18131 1982 18869
3800 2027 18646 2026 19354
3900 2076 19174 2062 19826
4000 2118 19701 2103 20299
4100 2168 20226 2160 20774
4200 2201 20760 2202 21240
4300 2250 21249 2241 21751
4400 2288 21743 2288 22257
4500 2341 22261 2328 22739
4600 2376 22749 2372 23251
4700 2421 23241 2419 23759
4800 2466 23789 2457 24211
4900 2511 24330 2494 24670
5000 2551 24870 2526 25130
5100 2605 25348 2580 25652
5200 2650 25862 2623 26138
5300 2696 26397 2665 26603
5400 2744 26916 2703 27084
5500 2793 27407 2740 27593
5600 2832 27877 2790 28123
5700 2886 28360 2839 28640
5800 2923 28854 2881 29146
5900 2962 29356 2931 29644
6000 3015 29853 2969 30147
6100 3061 30345 3008 30655
6200 3115 30877 3050 31123
6300 3159 31412 3099 31588
6400 3200 31909 3144 32091
6500 3246 32424 3183 32576
6600 3277 32936 3218 33064
6700 3318 33467 3265 33533
6800 3354 33985 3310 34015
6900 3402 34540 3360 34460
7000 3453 35067 3391 34933
7100 3501 35559 3442 35441
7200 3556 36077 3503 35923
7300 3609 36588 3552 36412
7400 3650 37127 3593 36873
7500 3696 37637 3637 37363
7600 3744 38134 3690 37866
7700 3786 38644 3721 38356
7800 3831 39170 3757 38830
7900 3873 39684 3799 39316
8000 3909 40171 3843 39829
8100 3951 40681 3888 40319
8200 3994 41221 3925 40779
8300 4048 41750 3964 41250
8400 4093 42278 3998 41722
8500 4132 42760 4035 42240
8600 4176 43272 4078 42728
8700 4222 43766 4124 43234
8800 4275 44266 4172 43734
8900 4315 44807 4206 44193
9000 4372 45323 4255 44677
9100 4407 45852 4300 45148
9200 4452 46362 4337 45638
9300 4495 46899 4375 46101
9400 4535 47416 4428 46584
9500 4563 47925 4473 47075
9600 4603 48466 4529 47534
9700 4637 48967 4568 48033
9800 4684 49498 4604 48502
9900 4724 49985 4646 49015
10000 4776 50502 4690 49498
10100 4819 51022 4731 49978
10200 4864 51508 4771 50492
10300 4897 52015 4806 50985
10400 4935 52508 4850 51492
10500 4988 53040 4888 51960
10600 5040 53535 4931 52465
10700 5087 54057 4976 52943
10800 5137 54592 5015 53408
10900 5179 55076 5059 53924
11000 5220 55553 5098 54447
11100 5265 56029 5138 54971
11200 5314 56563 5186 55437
11300 5363 57070 5231 55930
11400 5405 57590 5270 56410
11500 5444 58105 5315 56895
11600 5491 58627 5358 57373
11700 5533 59123 5407 57877
11800 5580 59625 5454 58375
11900 5623 60125 5496 58875
12000 5687 60637 5545 59363
12100 5750 61164 5581 59836
12200 5793 61722 5637 60278
12300 5841 62250 5679 60750
12400 5884 62767 5727 61233
12500 5928 63273 5775 61727
12600 5972 63764 5823 62236
12700 6018 64268 5862 62732
12800 6086 64753 5900 63247
12900 6139 65251 5950 63749
13000 6188 65758 5994 64242
13100 6233 66304 6040 64696
13200 6279 66850 6081 65150
13300 6322 67386 6116 65614
13400 6367 67887 6157 66113
13500 6405 68397 6200 66603
13600 6450 68910 6234 67090
13700 6496 69427 6271 67573
13800 6540 69910 6320 68090
13900 6570 70449 6362 68551
14000 6608 70940 6402 69060
14100 6657 71450 6446 69550
14200 6689 71955 6485 70045
14300 6741 72478 6523 70522
14400 6773 73003 6565 70997
14500 6821 73496 6598 71504
14600 6863 73994 6647 72006
14700 6908 74527 6707 72473
14800 6950 75067 6749 72933
14900 7003 75581 6790 73419
15000 7037 76078 6826 73922
15100 7082 76593 6862 74407
15200 7142 77104 6908 74896
15300 7206 77588 6956 75412
15400 7248 78114 6992 75886
15500 7300 78665 7033 76335
15600 7338 79171 7082 76829
15700 7388 79702 7130 77298
15800 7432 80220 7175 77780
15900 7476 80741 7216 78259
16000 7527 81264 7268 78736
16100 7566 81763 7313 79237
16200 7608 82242 7345 79758
16300 7646 82757 7390 80243
16400 7689 83276 7423 80724
16500 7735 83782 7480 81218
16600 7783 84301 7534 81699
16700 7822 84799 7585 82201
16800 7862 85299 7645 82701
16900 7909 85777 7685 83223
17000 7957 86272 7722 83728
17100 7999 86792 7762 84208
17200 8039 87285 7810 84715
17300 8078 87804 7855 85196
17400 8121 88307 7907 85693
17500 8178 88825 7950 86175
17600 8226 89386 8006 86614
17700 8272 89894 8054 87106
17800 8324 90413 8097 87587
17900 8369 90961 8129 88039
18000 8413 91438 8166 88562
18100 8462 91972 8221 89028
18200 8518 92524 8273 89476
18300 8568 93047 8318 89953
18400 8609 93584 8351 90416
18500 8654 94095 8396 90905
18600 8695 94639 8439 91361
18700 8747 95157 8484 91843
18800 8791 95670 8521 92330
18900 8834 96165 8557 92835
19000 8867 96644 8599 93356
19100 8894 97150 8644 93850
19200 8936 97655 8694 94345
19300 8974 98179 8736 94821
19400 9019 98702 8781 95298
19500 9059 99229 8826 95771
19600 9098 99757 8858 96243
19700 9139 100251 8910 96749
19800 9179 100729 8949 97271
19900 9218 101237 9003 97763
20000 9273 101768 9055 98232
20100 9323 102317 9112 98683
20200 9372 102853 9160 99147
20300 9413 103345 9203 99655
20400 9453 103871 9245 100129
20500 9496 104351 9286 100649
20600 9539 104845 9332 101155
20700 9594 105368 9372 101632
20800 9636 105880 9411 102120
20900 9680 106393 9461 102607
21000 9721 106903 9505 103097
21100 9769 107439 9543 103561
21200 9811 107984 9611 104016
21300 9855 108488 9658 104512
21400 9902 108959 9690 105041
21500 9941 109443 9726 105557
21600 9986 109960 9761 106040
21700 10029 110456 9806 106544
21800 10082 110978 9846 107022
21900 10133 111465 9892 107535
22000 10173 111974 9927 108026
22100 10211 112492 9959 108508
22200 10255 112989 10017 109011
22300 10293 113489 10058 109511
22400 10334 113997 10095 110003
22500 10380 114492 10140 110508
22600 10416 115029 10172 110971
22700 10464 115521 10212 111479
22800 10505 116060 10256 111940
22900 10549 116574 10304 112426
23000 10588 117101 10344 112899
23100 10630 117590 10391 113410
23200 10676 118081 10435 113919
23300 10725 118609 10473 114391
23400 10771 119133 10518 114867
23500 10813 119609 10571 115391
23600 10865 120122 10623 115878
23700 10913 120662 10676 116338
23800 10957 121171 10717 116829
23900 11005 121674 10763 117326
24000 11049 122163 10806 117837
24100 11094 122680 10851 118320
24200 11139 123186 10895 118814
24300 11188 123693 10942 119307
24400 11222 124212 10975 119788
24500 11274 124762 11019 120238
24600 11315 125254 11052 120746
24700 11367 125749 11096 121251
24800 11410 126293 11139 121707
24900 11452 126806 11180 122194
25000 11488 127312 11231 122688
25100 11533 127813 11289 123187
25200 11565 128284 11340 123716
25300 11621 128816 11384 124184
25400 11671 129298 11430 124702
25500 11719 129772 11479 125228
25600 11753 130300 11525 125700
25700 11797 130810 11554 126190
25800 11851 131286 11598 126714
25900 11884 131784 11641 127216
26000 11930 132235 11686 127765
26100 11959 132751 11722 128249
26200 12013 133285 11758 128715
26300 12057 133776 11794 129224
26400 12105 134328 11842 129672
26500 12150 134845 11886 130155
26600 12197 135349 11927 130651
26700 12235 135883 11977 131117
26800 12276 136407 12018 131593
26900 12322 136905 12051 132095
27000 12366 137427 12092 132573
27100 12415 137982 12132 133018
27200 12452 138505 12164 133495
27300 12495 139019 12200 133981
27400 12529 139520 12245 134480
27500 12567 140055 12275 134945
27600 12599 140558 12310 135442
27700 12660 141083 12346 135917
27800 12716 141614 12382 136386
27900 12763 142132 12423 136868
28000 12798 142671 12469 137329
28100 12842 143161 12507 137839
28200 12889 143649 12559 138351
28300 12936 144167 12593 138833
28400 12980 144684 12645 139316
28500 13013 145160 12678 139840
28600 13061 145669 12716 140331
28700 13102 146202 12755 140798
28800 13139 146725 12796 141275
28900 13168 147209 12836 141791
29000 13207 147709 12878 142291
