#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.05 0.05]
#! SET kt 1.0
100 14 69 10 31
200 22 108 20 92
300 29 146 28 154
400 37 198 37 202
500 42 251 43 249
600 46 309 48 291
700 51 374 53 326
800 58 430 61 370
900 64 480 71 420
1000 72 550 75 450
1100 75 616 84 484
1200 84 672 88 528
1300 94 730 92 570
1400 105 796 99 604
1500 113 846 105 654
1600 124 914 109 686
1700 128 970 114 730
1800 137 1034 122 766
1900 146 1101 128 799
2000 153 1165 131 835
2100 162 1231 139 869
2200 176 1287 146 913
2300 187 1348 151 952
2400 193 1410 159 990
2500 198 1466 166 1034
2600 207 1513 175 1087
2700 212 1571 180 1129
2800 221 1630 186 1170
2900 230 1695 188 1205
3000 240 1760 195 1240
3100 249 1822 202 1278
3200 256 1889 211 1311
3300 263 1950 213 1350
3400 273 2006 218 1394
3500 277 2073 223 1427
3600 285 2121 231 1479
3700 292 2183 241 1517
3800 297 2237 252 1563
3900 303 2285 256 1615
4000 311 2348 265 1652
4100 314 2401 267 1699
4200 322 2454 274 1746
4300 329 2518 282 1782
4400 340 2576 287 1824
4500 344 2634 289 1866
4600 350 2691 299 1909
4700 354 2761 305 1939
4800 360 2825 308 1975
4900 366 2877 318 2023
5000 377 2932 325 2068
5100 387 2989 332 2111
5200 396 3049 345 2151
5300 403 3107 355 2193
5400 412 3161 361 2239
5500 419 3219 368 2281
5600 429 3283 370 2317
5700 434 3347 376 2353
5800 442 3406 381 2394
5900 450 3461 385 2439
6000 454 3509 393 2491
6100 464 3569 403 2531
6200 470 3623 410 2577
6300 476 3674 416 2626
6400 484 3732 423 2668
6500 494 3800 430 2700
6600 501 3861 436 2739
6700 510 3912 439 2788
6800 519 3976 445 2824
6900 524 4030 454 2870
7000 528 4085 461 2915
7100 533 4142 466 2958
7200 538 4193 472 3007
7300 549 4252 478 3048
7400 556 4311 481 3089
7500 564 4374 485 3126
7600 569 4438 488 3162
7700 573 4495 493 3205
7800 581 4553 500 3247
7900 585 4618 507 3282
8000 597 4671 515 3329
8100 600 4730 521 3370
8200 605 4778 527 3422
8300 611 4832 538 3468
8400 623 4899 545 3501
8500 635 4957 550 3543
8600 643 5012 559 3588
8700 649 5061 566 3639
8800 654 5112 573 3688
8900 663 5166 581 3734
9000 676 5220 587 3780
9100 686 5274 593 3826
9200 691 5333 598 3867
9300 700 5398 603 3902
9400 708 5453 610 3947
9500 715 5515 614 3985
9600 726 5562 627 4038
9700 737 5622 638 4078
9800 749 5686 644 4114
9900 762 5748 649 4152
10000 770 5809 657 4191
10100 778 5867 664 4233
10200 785 5925 674 4275
10300 794 5986 680 4314
10400 801 6043 686 4357
10500 814 6098 695 4402
10600 820 6164 702 4436
10700 827 6215 712 4485
10800 835 6276 714 4524
10900 844 6335 724 4565
11000 854 6395 734 4605
