#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.75 0.75]
#! SET kt 1.0
100 72 159 70 841
200 138 426 155 1574
300 210 753 246 2247
400 290 1169 321 2831
500 336 1689 370 3311
600 371 2213 401 3787
700 393 2621 424 4379
800 415 3129 441 4871
900 436 3517 452 5483
1000 447 3917 465 6083
1100 456 4284 473 6716
1200 468 4667 483 7333
1300 480 5075 488 7925
1400 487 5478 493 8522
1500 492 5806 503 9194
1600 495 6258 508 9742
1700 496 6704 512 10296
1800 502 7173 515 10827
1900 508 7637 521 11363
2000 509 8063 527 11937
2100 513 8500 530 12500
2200 515 8991 535 13009
2300 517 9528 539 13472
2400 519 9939 543 14061
2500 526 10327 546 14673
2600 531 10755 546 15245
2700 535 11171 547 15829
2800 540 11579 552 16421
2900 543 12018 559 16982
3000 551 12568 563 17432
3100 556 13079 568 17921
3200 559 13598 574 18402
3300 565 14116 585 18884
3400 570 14667 588 19333
3500 570 15182 592 19818
3600 572 15712 593 20288
3700 575 16202 594 20798
3800 576 16691 596 21309
3900 578 17258 597 21742
4000 583 17748 599 22252
4100 588 18122 600 22878
4200 589 18745 602 23255
4300 592 19206 603 23794
4400 596 19740 606 24260
4500 599 20264 609 24736
4600 603 20705 611 25295
4700 608 21213 618 25787
4800 612 21718 619 26282
4900 618 22194 626 26806
5000 623 22636 631 27364
5100 626 23328 638 27672
5200 627 23699 640 28301
5300 629 24108 643 28892
5400 632 24584 646 29416
5500 636 25122 647 29878
5600 643 25612 651 30388
5700 644 26082 653 30918
5800 648 26464 660 31536
5900 650 26847 665 32153
6000 656 27247 671 32753
6100 664 27712 674 33288
6200 672 28152 682 33848
6300 675 28721 685 34279
6400 678 29269 691 34731
6500 683 29776 696 35224
6600 688 30221 697 35779
6700 693 30647 706 36353
6800 696 31117 707 36883
6900 699 31730 710 37270
7000 702 32262 710 37738
7100 707 32856 713 38144
7200 708 33407 717 38593
7300 713 33938 726 39062
7400 715 34363 733 39637
7500 716 34786 737 40214
7600 724 35183 741 40817
7700 730 35701 744 41299
7800 736 36137 748 41863
7900 738 36743 749 42257
8000 740 37290 752 42710
8100 742 37867 755 43133
8200 746 38348 759 43652
8300 755 38762 764 44238
8400 757 39290 765 44710
8500 759 39797 770 45203
8600 765 40444 775 45556
8700 767 40851 781 46149
8800 770 41397 785 46603
8900 775 41824 788 47176
9000 778 42317 792 47683
9100 781 42861 795 48139
9200 782 43374 797 48626
9300 783 43815 800 49185
9400 786 44272 807 49728
9500 788 44725 814 50275
9600 796 45197 820 50803
9700 799 45692 824 51308
9800 803 46171 829 51829
9900 804 46522 832 52478
10000 807 47004 836 52996
10100 809 47511 839 53489
10200 810 48069 841 53931
10300 813 48528 844 54472
10400 817 49067 845 54933
10500 822 49676 849 55324
10600 825 50106 853 55894
10700 826 50578 856 56422
10800 827 51065 859 56935
10900 833 51546 862 57454
11000 834 52126 868 57874
11100 841 52607 872 58393
11200 846 53108 877 58892
11300 851 53659 879 59341
11400 851 54169 882 59831
11500 857 54678 883 60322
11600 863 55233 887 60767
11700 866 55764 892 61236
11800 872 56290 896 61710
11900 878 56864 898 62136
12000 883 57339 900 62661
12100 891 57811 907 63189
12200 894 58261 909 63739
12300 898 58766 912 64234
12400 901 59281 914 64719
12500 906 59815 918 65185
12600 909 60326 920 65674
12700 914 60837 925 66163
12800 922 61387 930 66613
12900 929 61927 937 67073
13000 932 62401 940 67599
13100 936 62901 946 68099
13200 937 63401 947 68599
13300 940 63843 949 69157
13400 944 64226 952 69774
13500 952 64809 957 70191
13600 958 65308 962 70692
13700 962 65765 965 71235
13800 964 66194 966 71806
13900 970 66580 970 72420
14000 974 67149 984 72851
14100 983 67712 989 73288
14200 987 68172 990 73828
14300 990 68653 992 74347
14400 996 69206 996 74794
14500 999 69815 1001 75185
14600 999 70273 1005 75727
14700 1000 70833 1006 76167
14800 1000 71306 1007 76694
14900 1002 71708 1011 77292
15000 1006 72179 1017 77821
15100 1011 72646 1020 78354
15200 1014 73260 1021 78740
15300 1015 73759 1022 79241
15400 1016 74237 1023 79763
15500 1019 74731 1025 80269
15600 1023 75262 1028 80738
15700 1028 75685 1033 81315
15800 1033 76147 1035 81853
15900 1040 76663 1040 82337
16000 1042 77201 1041 82799
16100 1046 77661 1050 83339
16200 1050 78132 1053 83868
16300 1055 78640 1061 84360
16400 1062 79087 1068 84913
16500 1064 79498 1072 85502
16600 1069 79900 1077 86100
16700 1073 80418 1084 86582
16800 1075 80879 1086 87121
16900 1075 81450 1090 87550
17000 1075 81802 1094 88198
17100 1080 82298 1102 88702
17200 1083 82697 1106 89303
17300 1091 83100 1110 89900
17400 1093 83488 1111 90512
17500 1099 83973 1119 91027
17600 1104 84465 1122 91535
17700 1111 84984 1131 92016
17800 1115 85470 1137 92530
17900 1124 85976 1144 93024
18000 1127 86445 1147 93555
18100 1127 86832 1149 94168
18200 1132 87341 1150 94659
18300 1136 87883 1151 95117
18400 1136 88487 1156 95513
18500 1141 88974 1160 96026
18600 1148 89445 1165 96555
18700 1149 89882 1168 97118
18800 1158 90389 1173 97611
18900 1164 90895 1177 98105
19000 1168 91291 1183 98709
19100 1172 91693 1184 99307
19200 1175 92242 1190 99758
19300 1183 92703 1195 100297
19400 1187 93158 1201 100842
19500 1194 93643 1207 101357
19600 1196 94171 1212 101829
19700 1198 94684 1214 102316
