#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.05 0.05]
#! SET kt 1.0
100 144 400 137 600
200 242 815 255 1185
300 326 1224 353 1776
400 434 1673 454 2327
500 523 2133 538 2867
600 607 2649 612 3351
700 679 3178 683 3822
800 750 3701 759 4299
900 805 4252 830 4748
1000 868 4759 903 5241
1100 941 5294 970 5706
1200 1005 5836 1040 6164
1300 1076 6356 1099 6644
1400 1148 6884 1169 7116
1500 1215 7433 1236 7567
1600 1279 7987 1305 8013
1700 1337 8497 1379 8503
1800 1419 9022 1450 8978
1900 1486 9545 1524 9455
2000 1559 10061 1585 9939
2100 1634 10571 1655 10429
2200 1712 11113 1716 10887
2300 1780 11629 1773 11371
2400 1849 12140 1834 11860
2500 1921 12641 1898 12359
2600 1986 13200 1961 12800
2700 2048 13754 2033 13246
2800 2117 14318 2103 13682
2900 2183 14851 2170 14149
3000 2252 15405 2242 14595
3100 2313 15931 2307 15069
3200 2380 16464 2365 15536
3300 2454 17012 2428 15988
3400 2520 17542 2491 16458
3500 2590 18060 2559 16940
3600 2665 18566 2621 17434
3700 2731 19090 2678 17910
3800 2793 19611 2734 18389
3900 2863 20120 2818 18880
4000 2934 20658 2887 19342
4100 3004 21213 2951 19787
4200 3075 21754 3009 20246
4300 3149 22300 3077 20700
4400 3203 22825 3141 21175
4500 3268 23381 3222 21619
4600 3335 23906 3278 22094
4700 3387 24437 3337 22563
4800 3456 24955 3398 23045
4900 3531 25488 3479 23512
5000 3611 26030 3543 23970
5100 3675 26540 3615 24460
5200 3749 27066 3685 24934
5300 3819 27562 3747 25438
5400 3886 28093 3817 25907
5500 3951 28632 3875 26368
5600 4020 29152 3929 26848
5700 4093 29699 4006 27301
5800 4155 30229 4070 27771
5900 4229 30784 4139 28216
6000 4296 31307 4206 28693
6100 4370 31848 4276 29152
6200 4453 32384 4341 29616
6300 4511 32922 4399 30078
6400 4573 33437 4459 30563
6500 4657 33957 4534 31043
6600 4723 34502 4597 31498
6700 4782 35055 4662 31945
6800 4864 35605 4729 32395
6900 4936 36128 4790 32872
7000 5020 36664 4855 33336
7100 5099 37206 4931 33794
7200 5160 37748 5013 34252
7300 5256 38288 5079 34712
7400 5322 38829 5140 35171
7500 5395 39357 5219 35643
7600 5458 39898 5271 36102
7700 5529 40438 5340 36562
7800 5591 40987 5414 37013
7900 5657 41525 5477 37475
8000 5730 42042 5548 37958
8100 5793 42571 5612 38429
8200 5867 43114 5673 38886
8300 5947 43658 5737 39342
8400 6039 44187 5807 39813
8500 6107 44712 5880 40288
8600 6180 45248 5948 40752
8700 6239 45778 6004 41222
8800 6315 46318 6061 41682
8900 6395 46881 6111 42119
9000 6470 47401 6180 42599
9100 6540 47919 6247 43081
9200 6597 48444 6319 43556
9300 6665 48951 6381 44049
9400 6735 49488 6440 44512
9500 6792 50011 6502 44989
9600 6855 50536 6576 45464
9700 6919 51042 6641 45958
9800 6981 51569 6688 46431
9900 7053 52127 6746 46873
10000 7130 52670 6817 47330
10100 7213 53213 6887 47787
10200 7276 53735 6952 48265
10300 7342 54259 7010 48741
10400 7397 54741 7063 49259
10500 7461 55261 7128 49739
10600 7547 55818 7200 50182
10700 7629 56348 7264 50652
10800 7702 56892 7324 51108
10900 7772 57418 7395 51582
11000 7844 57991 7457 52009
11100 7916 58484 7528 52516
11200 7982 59027 7590 52973
11300 8054 59544 7664 53456
11400 8125 60079 7739 53921
11500 8197 60608 7810 54392
11600 8268 61160 7879 54840
11700 8343 61691 7947 55309
11800 8429 62219 8006 55781
11900 8510 62743 8072 56257
12000 8578 63260 8139 56740
12100 8649 63788 8197 57212
12200 8723 64327 8273 57673
12300 8798 64891 8344 58109
12400 8872 65422 8410 58578
12500 8932 65929 8480 59071
12600 8998 66462 8552 59538
12700 9060 66986 8621 60014
12800 9138 67540 8673 60460
12900 9219 68104 8743 60896
13000 9286 68640 8795 61360
13100 9354 69187 8861 61813
13200 9421 69712 8930 62288
13300 9481 70261 8987 62739
13400 9543 70762 9058 63238
13500 9622 71297 9126 63703
13600 9691 71822 9196 64178
13700 9765 72334 9261 64666
13800 9826 72849 9333 65151
13900 9887 73392 9402 65608
14000 9956 73923 9470 66077
14100 10015 74480 9524 66520
14200 10096 75017 9586 66983
14300 10159 75540 9641 67460
14400 10245 76103 9714 67897
14500 10312 76622 9790 68378
14600 10386 77150 9851 68850
14700 10463 77692 9915 69308
14800 10535 78237 9983 69763
14900 10601 78761 10053 70239
15000 10667 79318 10120 70682
15100 10727 79821 10191 71179
15200 10800 80356 10259 71644
15300 10879 80920 10327 72080
15400 10941 81437 10407 72563
15500 11010 81956 10476 73044
15600 11074 82505 10541 73495
15700 11152 83034 10599 73966
15800 11219 83590 10681 74410
15900 11287 84105 10747 74895
16000 11357 84612 10814 75388
16100 11442 85137 10882 75863
16200 11506 85672 10956 76328
16300 11568 86204 11036 76796
16400 11624 86737 11108 77263
16500 11683 87281 11179 77719
16600 11760 87805 11239 78195
16700 11820 88352 11289 78648
16800 11884 88895 11370 79105
16900 11963 89394 11436 79606
17000 12022 89920 11493 80080
17100 12072 90455 11562 80545
17200 12156 90995 11628 81005
17300 12209 91511 11693 81489
17400 12289 92058 11761 81942
17500 12351 92576 11829 82424
17600 12429 93121 11897 82879
17700 12498 93667 11970 83333
17800 12568 94198 12032 83802
17900 12624 94732 12100 84268
18000 12695 95256 12163 84744
18100 12757 95749 12227 85251
18200 12811 96293 12293 85707
18300 12874 96828 12352 86172
18400 12957 97374 12409 86626
18500 13033 97909 12473 87091
18600 13111 98424 12534 87576
18700 13186 98953 12608 88047
18800 13253 99467 12658 88533
18900 13315 100004 12721 88996
19000 13383 100516 12789 89484
19100 13459 101023 12847 89977
19200 13518 101559 12918 90441
19300 13586 102079 12990 90921
19400 13653 102591 13055 91409
19500 13719 103137 13128 91863
19600 13772 103673 13191 92327
19700 13839 104216 13246 92784
19800 13907 104745 13305 93255
19900 13968 105282 13379 93718
20000 14047 105808 13452 94192
20100 14133 106367 13517 94633
20200 14207 106874 13583 95126
20300 14261 107408 13661 95592
20400 14323 107925 13721 96075
20500 14394 108454 13775 96546
20600 14457 108980 13844 97020
20700 14527 109499 13905 97501
20800 14602 110032 13988 97968
20900 14674 110538 14045 98462
21000 14734 111084 14118 98916
21100 14804 111616 14193 99384
21200 14885 112146 14260 99854
21300 14952 112698 14322 100302
21400 15016 113244 14389 100756
21500 15072 113762 14448 101238
21600 15133 114304 14517 101696
21700 15200 114824 14585 102176
21800 15257 115357 14638 102643
21900 15322 115903 14704 103097
22000 15402 116451 14764 103549
22100 15469 116967 14824 104033
22200 15540 117516 14881 104484
22300 15606 118045 14943 104955
22400 15673 118558 15022 105442
22500 15743 119067 15100 105933
22600 15819 119583 15172 106417
22700 15889 120117 15227 106883
22800 15943 120633 15298 107367
22900 16005 121163 15369 107837
23000 16067 121680 15437 108320
23100 16134 122206 15509 108794
23200 16197 122761 15575 109239
23300 16277 123310 15652 109690
23400 16330 123821 15729 110179
23500 16401 124328 15792 110672
23600 16477 124877 15844 111123
23700 16543 125424 15916 111576
23800 16608 125943 15980 112057
23900 16678 126482 16031 112518
24000 16737 127015 16095 112985
24100 16810 127529 16159 113471
24200 16868 128043 16223 113957
24300 16940 128570 16291 114430
24400 17006 129090 16351 114910
24500 17076 129637 16411 115363
24600 17145 130153 16484 115847
24700 17208 130700 16549 116300
24800 17282 131238 16611 116762
24900 17350 131767 16661 117233
25000 17418 132303 16728 117697
25100 17484 132848 16790 118152
25200 17552 133391 16858 118609
25300 17616 133925 16925 119075
25400 17678 134422 16978 119578
25500 17747 134970 17044 120030
25600 17824 135524 17122 120476
25700 17897 136052 17179 120948
25800 17975 136579 17236 121421
25900 18041 137119 17300 121881
26000 18113 137653 17362 122347
26100 18193 138195 17434 122805
26200 18251 138728 17495 123272
26300 18311 139265 17568 123735
26400 18381 139820 17632 124180
26500 18452 140343 17700 124657
26600 18526 140878 17760 125122
26700 18587 141418 17813 125582
26800 18667 141947 17885 126053
26900 18734 142490 17957 126510
27000 18799 143011 18025 126989
27100 18861 143565 18084 127435
27200 18926 144091 18147 127909
27300 19002 144641 18210 128359
27400 19073 145165 18271 128835
27500 19145 145671 18324 129329
27600 19209 146214 18398 129786
27700 19283 146754 18457 130246
27800 19339 147276 18514 130724
27900 19402 147799 18586 131201
28000 19471 148330 18647 131670
28100 19544 148843 18712 132157
28200 19611 149377 18777 132623
28300 19676 149921 18849 133079
28400 19743 150430 18898 133570
28500 19808 150978 18969 134022
28600 19869 151535 19031 134465
28700 19939 152059 19082 134941
28800 20008 152602 19141 135398
28900 20076 153141 19211 135859
29000 20148 153667 19275 136333
29100 20207 154189 19363 136811
