#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.85 0.85]
#! SET kt 1.0
100 69 130 71 870
200 144 336 164 1664
300 230 615 266 2385
400 311 982 344 3018
500 360 1437 406 3563
600 405 1802 448 4198
700 441 2023 497 4977
800 488 2251 558 5749
900 546 2519 609 6481
1000 595 2831 654 7169
1100 628 3192 688 7808
1200 663 3582 729 8418
1300 681 4005 748 8995
1400 702 4453 768 9547
1500 711 4919 775 10081
1600 721 5399 786 10601
1700 723 5903 789 11097
1800 725 6230 793 11770
1900 725 6543 798 12457
2000 730 7077 800 12923
2100 735 7447 802 13553
2200 737 7973 805 14027
2300 740 8418 809 14582
2400 741 8943 810 15057
2500 742 9429 811 15571
2600 742 9864 813 16136
2700 743 10339 815 16661
2800 750 10741 816 17259
2900 755 11384 817 17616
3000 758 11744 818 18256
3100 758 12226 824 18774
3200 760 12828 829 19172
3300 761 13381 833 19619
3400 766 13806 837 20194
3500 766 14259 837 20741
3600 767 14749 838 21251
3700 769 15295 839 21705
3800 770 15735 840 22265
3900 772 16295 846 22705
4000 773 16859 848 23141
4100 776 17373 850 23627
4200 779 17895 851 24105
4300 779 18537 853 24463
4400 780 19048 855 24952
4500 782 19590 856 25410
4600 783 20191 859 25809
4700 783 20734 859 26266
4800 786 21387 861 26613
4900 786 21827 863 27173
5000 787 22209 864 27791
5100 788 22636 866 28364
5200 789 22992 866 29008
5300 792 23518 872 29482
5400 795 24022 873 29978
5500 796 24409 875 30591
5600 801 24786 876 31214
5700 802 25304 876 31696
5800 805 25804 877 32196
5900 805 26304 877 32696
6000 807 26736 880 33264
6100 809 27154 881 33846
6200 811 27685 881 34315
6300 811 28296 881 34704
6400 812 28766 884 35234
6500 812 29247 888 35753
6600 812 29759 888 36241
6700 814 30244 890 36756
6800 818 30791 893 37209
6900 818 31287 896 37713
7000 822 31775 897 38225
7100 823 32308 900 38692
7200 823 32863 900 39137
7300 827 33306 903 39694
7400 828 33810 903 40190
7500 830 34319 905 40681
7600 830 34893 908 41107
7700 832 35388 910 41612
7800 832 35833 914 42167
7900 838 36344 916 42656
8000 839 36798 917 43202
8100 842 37274 918 43726
8200 842 37733 920 44267
8300 844 38263 924 44737
8400 845 38813 925 45187
8500 846 39277 927 45723
8600 847 39800 927 46200
8700 847 40281 929 46719
8800 851 40715 929 47285
8900 855 41172 929 47828
9000 857 41625 930 48375
9100 859 42126 931 48874
9200 860 42615 931 49385
9300 864 43327 931 49673
9400 867 43817 933 50183
9500 869 44287 934 50713
9600 870 44771 936 51229
9700 871 45252 939 51748
9800 872 45722 940 52278
9900 873 46337 940 52663
10000 874 46852 940 53148
10100 875 47341 941 53659
10200 878 47855 942 54145
10300 879 48191 943 54809
10400 880 48729 945 55271
10500 880 49269 945 55731
10600 881 49729 948 56271
10700 881 50190 948 56810
10800 881 50869 950 57131
10900 883 51369 952 57631
11000 884 51889 953 58111
11100 885 52414 954 58586
11200 885 52896 956 59104
11300 887 53289 956 59711
11400 887 53848 957 60152
11500 887 54442 958 60558
11600 889 54851 959 61149
11700 892 55390 961 61610
11800 892 55986 961 62014
11900 893 56388 962 62612
12000 893 56835 963 63165
12100 893 57247 964 63753
12200 893 57774 965 64226
12300 897 58252 966 64748
12400 897 58818 969 65182
12500 898 59341 971 65659
12600 899 59940 971 66060
12700 899 60313 971 66687
12800 901 60695 973 67305
12900 902 61194 973 67806
13000 903 61644 974 68356
13100 906 62319 976 68681
13200 907 62977 977 69023
13300 908 63636 982 69364
13400 908 64097 987 69903
13500 912 64479 987 70521
13600 912 64966 989 71034
13700 913 65519 991 71481
13800 915 66161 993 71839
13900 916 66809 994 72191
14000 918 67334 997 72666
14100 921 67668 998 73332
14200 921 68001 999 73999
14300 923 68498 1002 74502
14400 926 69055 1007 74945
14500 928 69549 1011 75451
14600 929 70051 1014 75949
14700 931 70548 1014 76452
14800 932 71069 1015 76931
14900 933 71504 1019 77496
15000 933 71919 1021 78081
15100 934 72374 1024 78626
15200 936 72889 1025 79111
15300 936 73427 1025 79573
15400 937 74026 1026 79974
15500 939 74594 1027 80406
15600 940 75135 1030 80865
15700 944 75708 1030 81292
15800 947 76351 1032 81649
15900 948 76862 1033 82138
16000 948 77210 1036 82790
16100 951 77671 1042 83329
16200 953 77946 1045 84054
16300 954 78543 1048 84457
16400 958 78805 1051 85195
16500 960 79459 1052 85541
16600 963 79954 1055 86046
16700 968 80448 1058 86552
16800 969 80912 1059 87088
16900 969 81557 1059 87443
17000 973 82077 1061 87923
17100 976 82527 1065 88473
17200 977 83045 1065 88955
17300 979 83463 1066 89537
17400 981 83988 1066 90012
17500 983 84661 1069 90339
17600 984 85147 1073 90853
17700 987 85781 1074 91219
17800 990 86157 1074 91843
17900 990 86641 1076 92359
18000 992 87106 1077 92894
18100 993 87520 1080 93480
18200 993 87923 1085 94077
18300 994 88460 1090 94540
18400 997 89048 1093 94952
18500 999 89468 1094 95532
18600 1004 90041 1096 95959
18700 1005 90541 1098 96459
18800 1009 91241 1099 96759
18900 1015 91719 1100 97281
19000 1017 92349 1103 97651
19100 1018 92857 1106 98143
19200 1018 93416 1107 98584
19300 1020 93920 1108 99080
19400 1023 94414 1109 99586
19500 1029 94977 1114 100023
19600 1030 95466 1114 100534
19700 1031 95919 1114 101081
19800 1032 96375 1115 101625
19900 1032 96879 1119 102121
20000 1034 97301 1120 102699
20100 1034 97741 1120 103259
20200 1036 98165 1121 103835
20300 1039 98779 1126 104221
20400 1042 99266 1129 104734
20500 1044 99768 1132 105232
20600 1048 100272 1135 105728
20700 1050 100803 1138 106197
20800 1051 101327 1140 106673
20900 1053 101726 1146 107274
21000 1053 102046 1148 107954
21100 1058 102380 1150 108620
21200 1061 102853 1156 109147
21300 1061 103320 1156 109680
21400 1064 103860 1159 110140
21500 1067 104264 1160 110736
21600 1068 104690 1163 111310
21700 1069 105185 1166 111815
21800 1072 105580 1168 112420
21900 1076 106093 1170 112907
22000 1078 106655 1172 113345
22100 1078 107200 1173 113800
22200 1079 107705 1175 114295
22300 1080 108209 1175 114791
22400 1081 108697 1175 115303
22500 1082 109173 1175 115827
22600 1085 109514 1180 116486
22700 1088 109834 1180 117166
22800 1091 110355 1183 117645
22900 1091 110906 1185 118094
23000 1091 111345 1185 118655
23100 1093 111819 1186 119181
23200 1097 112257 1188 119743
23300 1099 112742 1191 120258
23400 1102 113348 1192 120652
23500 1103 113855 1193 121145
23600 1105 114214 1193 121786
23700 1110 114532 1195 122468
23800 1113 115040 1198 122960
23900 1116 115488 1202 123512
24000 1118 115881 1203 124119
24100 1121 116574 1207 124426
24200 1121 117018 1207 124982
24300 1121 117576 1208 125424
24400 1122 118095 1209 125905
24500 1126 118602 1211 126398
24600 1127 119101 1214 126899
24700 1127 119652 1215 127348
24800 1128 119958 1217 128042
24900 1128 120443 1220 128557
25000 1129 120948 1221 129052
25100 1129 121411 1222 129589
25200 1130 121999 1222 130001
25300 1131 122550 1226 130450
25400 1131 123077 1227 130923
25500 1132 123506 1230 131494
25600 1134 123945 1233 132055
25700 1135 124321 1233 132679
25800 1135 124679 1235 133321
25900 1136 125112 1238 133888
26000 1142 125642 1241 134358
26100 1142 126134 1242 134866
26200 1142 126635 1243 135365
26300 1145 127060 1248 135940
26400 1147 127483 1248 136517
26500 1149 128007 1248 136993
26600 1149 128473 1249 137527
26700 1149 128939 1251 138061
26800 1150 129497 1251 138503
26900 1152 130025 1252 138975
27000 1154 130573 1253 139427
27100 1157 131061 1256 139939
27200 1158 131746 1257 140254
27300 1159 132167 1257 140833
27400 1159 132805 1258 141195
27500 1162 133336 1260 141664
27600 1163 133852 1260 142148
27700 1164 134359 1262 142641
27800 1165 134858 1262 143142
27900 1167 135319 1263 143681
28000 1172 135742 1269 144258
28100 1173 136024 1271 144976
28200 1176 136498 1273 145502
28300 1183 136957 1276 146043
28400 1183 137454 1276 146546
28500 1183 137989 1276 147011
28600 1183 138584 1279 147416
28700 1184 139255 1279 147745
28800 1186 139891 1281 148109
28900 1187 140369 1282 148631
29000 1188 140830 1283 149170
29100 1189 141424 1283 149576
29200 1193 141854 1284 150146
29300 1195 142397 1287 150603
29400 1196 142925 1289 151075
29500 1197 143545 1290 151455
29600 1198 144051 1291 151949
29700 1202 144481 1293 152519
29800 1202 144908 1294 153092
29900 1206 145456 1297 153544
30000 1209 146160 1298 153840
30100 1213 146702 1299 154298
30200 1218 147424 1302 154576
30300 1219 147869 1305 155131
30400 1219 148401 1308 155599
30500 1219 148757 1309 156243
30600 1220 149296 1312 156704
30700 1221 149795 1313 157205
30800 1225 150318 1313 157682
30900 1226 150885 1314 158115
31000 1229 151239 1315 158761
31100 1230 151717 1316 159283
31200 1231 152208 1317 159792
31300 1234 152709 1320 160291
31400 1236 153158 1320 160842
31500 1237 153648 1320 161352
31600 1237 154107 1321 161893
31700 1240 154552 1323 162448
31800 1241 155133 1326 162867
31900 1242 155667 1327 163333
32000 1244 156227 1330 163773
32100 1244 156744 1330 164256
32200 1244 157251 1331 164749
32300 1248 157803 1332 165197
32400 1252 158168 1333 165832
32500 1254 158486 1333 166514
32600 1256 159005 1334 166995
32700 1258 159561 1334 167439
32800 1260 160033 1336 167967
32900 1262 160657 1337 168343
33000 1263 161125 1337 168875
33100 1265 161633 1339 169367
33200 1267 162111 1340 169889
33300 1268 162554 1342 170446
33400 1269 163140 1343 170860
33500 1271 163759 1345 171241
33600 1274 164405 1348 171595
33700 1277 164845 1350 172155
33800 1278 165326 1350 172674
33900 1278 165827 1353 173173
34000 1281 166319 1353 173681
34100 1282 166780 1355 174220
34200 1286 167257 1356 174743
34300 1287 167716 1357 175284
34400 1288 168325 1357 175675
34500 1291 168847 1359 176153
34600 1293 169342 1362 176658
34700 1293 169845 1363 177155
34800 1293 170420 1364 177580
34900 1294 170924 1367 178076
35000 1298 171477 1367 178523
35100 1301 172076 1370 178924
35200 1302 172572 1370 179428
35300 1304 173008 1370 179992
35400 1305 173634 1371 180366
35500 1306 174068 1372 180932
35600 1307 174560 1373 181440
35700 1311 175090 1375 181910
35800 1311 175594 1379 182406
35900 1314 176098 1383 182902
36000 1315 176535 1388 183465
36100 1315 176928 1392 184072
36200 1317 177249 1397 184751
36300 1319 177616 1398 185384
36400 1322 178083 1401 185917
36500 1324 178575 1402 186425
36600 1327 179099 1406 186901
36700 1328 179653 1407 187347
36800 1329 180152 1408 187848
36900 1329 180669 1412 188331
37000 1330 181177 1415 188823
37100 1331 181698 1417 189302
37200 1333 182032 1420 189968
37300 1334 182621 1421 190379
37400 1335 183260 1421 190740
37500 1336 183711 1421 191289
37600 1341 184223 1425 191777
37700 1342 184654 1426 192346
37800 1342 185124 1427 192876
37900 1342 185559 1429 193441
38000 1343 185929 1432 194071
38100 1345 186471 1433 194529
38200 1345 186926 1437 195074
38300 1347 187565 1439 195435
38400 1348 188130 1445 195870
38500 1352 188651 1448 196349
38600 1353 188928 1448 197072
38700 1355 189448 1450 197552
38800 1356 189991 1451 198009
38900 1357 190443 1451 198557
39000 1358 190940 1454 199060
39100 1360 191487 1459 199513
39200 1361 191961 1459 200039
39300 1362 192444 1460 200556
39400 1365 192905 1461 201095
39500 1365 193326 1465 201674
39600 1365 193832 1465 202168
39700 1365 194361 1467 202639
39800 1368 194824 1467 203176
39900 1369 195448 1468 203552
40000 1369 195997 1470 204003
40100 1370 196469 1472 204531
40200 1371 196870 1473 205130
40300 1371 197505 1474 205495
40400 1371 198012 1474 205988
40500 1372 198565 1475 206435
40600 1373 199089 1479 206911
40700 1375 199529 1482 207471
40800 1376 200065 1482 207935
40900 1380 200629 1484 208371
41000 1380 201144 1485 208856
41100 1381 201685 1487 209315
41200 1381 202287 1488 209713
41300 1383 202777 1488 210223
41400 1384 203463 1489 210537
41500 1388 204026 1495 210974
41600 1390 204339 1497 211661
41700 1392 204849 1498 212151
41800 1394 205261 1498 212739
41900 1394 205902 1499 213098
42000 1394 206516 1500 213484
42100 1395 206861 1501 214139
42200 1397 207278 1503 214722
42300 1399 207920 1504 215080
42400 1399 208468 1504 215532
42500 1400 208949 1508 216051
42600 1401 209489 1508 216511
42700 1405 209969 1509 217031
42800 1408 210464 1511 217536
42900 1409 211063 1511 217937
43000 1411 211557 1513 218443
43100 1412 212101 1513 218899
43200 1413 212462 1514 219538
43300 1414 212954 1517 220046
43400 1419 213382 1519 220618
43500 1420 213896 1521 221104
43600 1423 214330 1525 221670
43700 1424 214883 1529 222117
43800 1426 215354 1531 222646
43900 1429 215853 1533 223147
44000 1430 216240 1533 223760
44100 1436 216754 1535 224246
44200 1436 217283 1538 224717
44300 1438 217783 1540 225217
44400 1441 218317 1541 225683
44500 1443 218671 1542 226329
44600 1446 219123 1543 226877
44700 1447 219689 1545 227311
44800 1448 220188 1548 227812
44900 1448 220667 1548 228333
45000 1449 221098 1551 228902
45100 1449 221630 1552 229370
45200 1451 222126 1559 229874
45300 1454 222641 1562 230359
45400 1455 223045 1563 230955
45500 1460 223463 1566 231537
45600 1462 223770 1566 232230
45700 1465 224256 1568 232744
45800 1466 224744 1568 233256
45900 1471 225201 1568 233799
46000 1472 225666 1572 234334
46100 1473 226174 1574 234826
46200 1477 226676 1575 235324
46300 1478 227120 1575 235880
46400 1479 227635 1576 236365
46500 1481 228174 1578 236826
46600 1481 228769 1581 237231
46700 1483 229161 1583 237839
46800 1486 229607 1586 238393
46900 1487 230171 1589 238829
47000 1487 230682 1590 239318
47100 1490 231091 1593 239909
47200 1494 231401 1595 240599
47300 1496 231904 1595 241096
47400 1501 232407 1597 241593
47500 1501 232889 1597 242111
47600 1502 233443 1602 242557
47700 1506 233838 1605 243162
47800 1507 234367 1607 243633
47900 1510 234890 1610 244110
48000 1511 235350 1613 244650
48100 1513 235919 1615 245081
48200 1520 236385 1618 245615
48300 1520 236860 1620 246140
48400 1521 237289 1622 246711
48500 1522 237657 1624 247343
48600 1522 238158 1626 247842
48700 1525 238650 1626 248350
48800 1527 239010 1626 248990
48900 1528 239491 1627 249509
49000 1529 239996 1629 250004
49100 1530 240597 1630 250403
49200 1531 241150 1634 250850
49300 1533 241529 1635 251471
49400 1534 242110 1636 251890
49500 1538 242627 1637 252373
49600 1540 242992 1643 253008
49700 1540 243420 1646 253580
49800 1542 243767 1649 254233
49900 1542 244160 1650 254840
50000 1542 244674 1651 255326
50100 1543 245211 1652 255789
50200 1543 245757 1655 256243
50300 1543 246220 1656 256780
50400 1544 246678 1658 257322
50500 1546 247170 1660 257830
50600 1548 247664 1660 258336
50700 1549 248237 1662 258763
50800 1549 248837 1665 259163
50900 1550 249380 1665 259620
51000 1552 249970 1667 260030
51100 1553 250394 1669 260606
51200 1559 250929 1670 261071
51300 1561 251444 1673 261556
51400 1563 251926 1674 262074
51500 1563 252422 1676 262578
51600 1565 253011 1680 262989
51700 1566 253467 1681 263533
51800 1567 253977 1681 264023
51900 1568 254442 1686 264558
52000 1571 254953 1686 265047
52100 1574 255404 1690 265596
52200 1575 255850 1693 266150
52300 1576 256297 1695 266703
52400 1576 256761 1696 267239
52500 1578 257371 1696 267629
52600 1579 257921 1698 268079
52700 1580 258329 1699 268671
52800 1584 258823 1703 269177
52900 1588 259151 1706 269849
53000 1590 259549 1708 270451
53100 1592 260101 1709 270899
53200 1593 260633 1713 271367
53300 1595 261132 1714 271868
53400 1595 261649 1716 272351
53500 1597 262199 1720 272801
53600 1599 262636 1722 273364
53700 1599 263111 1722 273889
53800 1601 263599 1724 274401
53900 1601 264291 1725 274709
54000 1602 264724 1731 275276
54100 1602 265207 1731 275793
54200 1610 265769 1735 276231
54300 1612 266306 1736 276694
54400 1613 266847 1737 277153
54500 1615 267356 1740 277644
54600 1615 267791 1741 278209
54700 1618 268485 1744 278515
54800 1618 268873 1745 279127
54900 1618 269435 1745 279565
55000 1619 269965 1748 280035
55100 1621 270504 1749 280496
55200 1621 271085 1752 280915
55300 1623 271569 1753 281431
55400 1623 272234 1755 281766
55500 1626 272770 1757 282230
55600 1628 273297 1759 282703
55700 1628 273822 1761 283178
55800 1632 274402 1762 283598
55900 1633 274867 1765 284133
56000 1637 275332 1769 284668
56100 1637 275812 1770 285188
56200 1640 276220 1772 285780
56300 1641 276946 1772 286054
56400 1641 277460 1774 286540
56500 1647 277929 1775 287071
56600 1648 278445 1777 287555
56700 1649 279063 1777 287937
56800 1650 279614 1778 288386
56900 1652 280128 1780 288872
57000 1653 280507 1783 289493
57100 1654 280923 1783 290077
57200 1656 281282 1786 290718
57300 1658 281992 1788 291008
57400 1660 282659 1789 291341
57500 1662 283041 1795 291959
57600 1664 283537 1797 292463
57700 1664 284051 1799 292949
57800 1667 284499 1800 293501
57900 1669 285047 1800 293953
58000 1671 285593 1801 294407
58100 1676 286309 1802 294691
58200 1680 286991 1806 295009
58300 1681 287379 1809 295621
58400 1683 287859 1813 296141
58500 1684 288361 1815 296639
58600 1687 288888 1817 297112
58700 1691 289360 1818 297640
58800 1691 289936 1825 298064
58900 1695 290295 1830 298705
59000 1697 290728 1831 299272
59100 1697 291269 1832 299731
59200 1699 291770 1835 300230
59300 1706 292276 1838 300724
59400 1709 292596 1840 301404
59500 1709 293147 1840 301853
59600 1711 293640 1841 302360
59700 1717 294139 1843 302861
59800 1718 294712 1846 303288
59900 1721 295273 1848 303727
60000 1721 295897 1850 304103
60100 1722 296459 1850 304541
60200 1723 296923 1850 305077
60300 1726 297486 1852 305514
60400 1727 298072 1853 305928
60500 1727 298450 1854 306550
60600 1731 298974 1856 307026
60700 1731 299502 1858 307498
60800 1734 300075 1858 307925
60900 1738 300664 1862 308336
61000 1745 301209 1866 308791
61100 1746 301697 1869 309303
61200 1747 302184 1871 309816
61300 1748 302706 1871 310294
61400 1750 303180 1874 310820
61500 1751 303524 1876 311476
61600 1752 303959 1879 312041
61700 1754 304605 1881 312395
61800 1755 305138 1881 312862
61900 1756 305539 1884 313461
62000 1756 306016 1886 313984
62100 1756 306530 1892 314470
62200 1756 307030 1894 314970
62300 1758 307474 1896 315526
62400 1759 307961 1897 316039
62500 1760 308392 1899 316608
62600 1763 309033 1901 316967
62700 1768 309480 1902 317520
62800 1769 309985 1905 318015
62900 1772 310486 1906 318514
63000 1773 310993 1907 319007
63100 1773 311387 1907 319613
63200 1778 311793 1910 320207
63300 1778 312269 1911 320731
63400 1781 312716 1913 321284
63500 1784 313050 1916 321950
63600 1787 313440 1917 322560
63700 1790 313894 1917 323106
63800 1792 314340 1918 323660
63900 1792 314840 1919 324160
64000 1797 315355 1920 324645
64100 1798 315802 1921 325198
64200 1799 316395 1922 325605
64300 1799 317059 1923 325941
64400 1802 317649 1927 326351
64500 1803 318136 1929 326864
64600 1804 318555 1929 327445
64700 1808 319118 1932 327882
64800 1809 319668 1934 328332
64900 1810 320155 1936 328845
65000 1812 320704 1940 329296
65100 1814 321186 1941 329814
65200 1818 321760 1945 330240
65300 1819 322229 1946 330771
65400 1822 322652 1950 331348
65500 1823 323106 1952 331894
65600 1827 323550 1954 332450
65700 1830 323960 1954 333040
65800 1835 324445 1960 333555
65900 1838 324939 1965 334061
66000 1842 325473 1966 334527
66100 1844 325962 1968 335038
66200 1847 326490 1971 335510
66300 1847 326811 1974 336189
66400 1848 327224 1974 336776
66500 1854 327696 1980 337304
66600 1856 328189 1983 337811
66700 1858 328763 1984 338237
66800 1858 329171 1988 338829
66900 1860 329731 1991 339269
67000 1861 330240 1992 339760
67100 1861 330693 1992 340307
67200 1861 331185 1994 340815
67300 1862 331608 1994 341392
67400 1863 332116 1995 341884
67500 1865 332508 1996 342492
67600 1865 333036 1996 342964
67700 1865 333541 1997 343459
67800 1865 333972 1997 344028
67900 1867 334400 1998 344600
68000 1867 335093 1998 344907
68100 1869 335649 2001 345351
68200 1872 336220 2003 345780
68300 1872 336683 2008 346317
68400 1876 337164 2010 346836
68500 1880 337608 2011 347392
68600 1880 337989 2011 348011
68700 1881 338296 2012 348704
68800 1885 338772 2014 349228
68900 1888 339317 2014 349683
69000 1891 339818 2016 350182
69100 1892 340136 2017 350864
69200 1895 340573 2020 351427
69300 1897 341021 2020 351979
69400 1897 341526 2024 352474
69500 1901 342029 2028 352971
69600 1903 342448 2032 353552
69700 1904 342889 2034 354111
69800 1906 343546 2036 354454
69900 1908 344115 2039 354885
70000 1911 344645 2040 355355
70100 1912 345094 2040 355906
70200 1913 345558 2041 356442
70300 1913 345808 2042 357192
70400 1919 346252 2045 357748
70500 1920 346834 2045 358166
70600 1921 347359 2046 358641
70700 1925 347777 2048 359223
70800 1927 348282 2054 359718
70900 1929 348843 2054 360157
71000 1931 349425 2054 360575
71100 1933 349920 2058 361080
71200 1933 350399 2061 361601
71300 1936 351012 2062 361988
71400 1938 351543 2063 362457
71500 1942 352067 2067 362933
71600 1942 352587 2067 363413
71700 1942 353190 2067 363810
71800 1943 353701 2070 364299
71900 1944 354158 2071 364842
72000 1949 354519 2071 365481
72100 1949 354991 2071 366009
72200 1951 355436 2072 366564
72300 1952 356031 2074 366969
72400 1955 356493 2075 367507
72500 1957 356972 2077 368028
72600 1959 357601 2078 368399
72700 1963 358103 2079 368897
72800 1965 358628 2079 369372
72900 1968 359152 2082 369848
73000 1969 359573 2085 370427
73100 1972 360098 2085 370902
73200 1973 360527 2090 371473
73300 1974 361063 2092 371937
73400 1976 361573 2093 372427
73500 1979 362075 2093 372925
73600 1979 362531 2093 373469
73700 1979 363055 2094 373945
73800 1979 363515 2095 374485
73900 1979 363986 2097 375014
74000 1980 364422 2098 375578
74100 1981 365003 2098 375997
74200 1981 365461 2098 376539
74300 1984 365949 2101 377051
74400 1986 366418 2104 377582
74500 1989 366765 2107 378235
74600 1993 367332 2111 378668
74700 1995 367827 2112 379173
74800 1995 368285 2114 379715
74900 1998 368795 2115 380205
75000 1999 369392 2115 380608
75100 2001 369907 2118 381093
75200 2003 370359 2120 381641
75300 2003 370783 2120 382217
75400 2003 371254 2122 382746
75500 2003 371703 2126 383297
75600 2006 372166 2130 383834
75700 2010 372671 2131 384329
75800 2013 373190 2132 384810
75900 2015 373631 2134 385369
76000 2019 374181 2139 385819
76100 2020 374649 2139 386351
76200 2021 375312 2142 386688
76300 2022 375771 2142 387229
76400 2024 376194 2145 387806
76500 2027 376757 2149 388243
76600 2029 377238 2152 388762
76700 2031 377760 2153 389240
76800 2032 378182 2153 389818
76900 2033 378720 2154 390280
77000 2037 379306 2156 390694
77100 2038 379925 2157 391075
77200 2040 380328 2161 391672
77300 2044 380942 2161 392058
77400 2046 381433 2164 392567
77500 2047 381957 2164 393043
77600 2049 382448 2166 393552
77700 2050 383001 2169 393999
77800 2051 383634 2171 394366
77900 2051 384102 2174 394898
78000 2053 384520 2174 395480
78100 2058 385023 2175 395977
78200 2059 385551 2178 396449
78300 2062 386048 2179 396952
78400 2064 386324 2182 397676
78500 2066 386769 2183 398231
78600 2070 387202 2184 398798
78700 2072 387750 2184 399250
78800 2076 388212 2186 399788
78900 2078 388468 2188 400532
79000 2082 388953 2190 401047
79100 2082 389255 2191 401745
79200 2085 389737 2192 402263
79300 2091 390242 2196 402758
79400 2093 390693 2198 403307
79500 2093 391232 2198 403768
79600 2096 391784 2202 404216
79700 2097 392339 2204 404661
79800 2098 392753 2206 405247
79900 2100 393157 2208 405843
80000 2102 393640 2210 406360
80100 2103 394070 2211 406930
80200 2105 394635 2214 407365
80300 2106 395237 2216 407763
80400 2106 395889 2220 408111
80500 2110 396331 2222 408669
80600 2112 396949 2223 409051
80700 2113 397548 2225 409452
80800 2114 398009 2228 409991
80900 2116 398648 2231 410352
81000 2119 399170 2232 410830
81100 2126 399621 2233 411379
81200 2129 400277 2233 411723
81300 2134 400752 2235 412248
81400 2134 401158 2236 412842
81500 2135 401700 2236 413300
81600 2139 402246 2239 413754
81700 2139 402751 2243 414249
81800 2141 403236 2244 414764
81900 2141 403804 2246 415196
82000 2143 404378 2249 415622
82100 2146 404868 2252 416132
82200 2147 405303 2254 416697
82300 2150 405832 2256 417168
82400 2152 406401 2257 417599
82500 2154 406838 2257 418162
82600 2154 407343 2260 418657
82700 2158 407939 2263 419061
82800 2160 408310 2265 419690
82900 2161 408823 2266 420177
83000 2167 409243 2273 420757
83100 2172 409611 2274 421389
83200 2174 410068 2278 421932
83300 2174 410479 2279 422521
83400 2176 410830 2285 423170
83500 2179 411302 2286 423698
83600 2183 411934 2287 424066
83700 2186 412239 2288 424761
83800 2187 412712 2294 425288
83900 2190 413177 2297 425823
84000 2191 413629 2297 426371
84100 2193 414160 2299 426840
84200 2196 414685 2302 427315
84300 2197 415197 2304 427803
84400 2200 415746 2307 428254
84500 2202 416298 2307 428702
84600 2206 416811 2310 429189
84700 2207 417382 2314 429618
84800 2207 417795 2314 430205
84900 2207 418293 2315 430707
85000 2207 418681 2317 431319
85100 2210 419194 2322 431806
85200 2212 419768 2324 432232
85300 2212 420164 2325 432836
85400 2212 420668 2328 433332
85500 2212 421234 2328 433766
85600 2212 421650 2329 434350
85700 2213 422318 2329 434682
85800 2216 422866 2331 435134
85900 2217 423448 2332 435552
86000 2222 423949 2337 436051
86100 2226 424575 2341 436425
86200 2226 425001 2347 436999
86300 2229 425283 2349 437717
86400 2229 425646 2350 438354
86500 2232 426132 2354 438868
86600 2238 426644 2356 439356
86700 2240 427190 2357 439810
86800 2242 427744 2357 440256
86900 2243 428243 2358 440757
87000 2246 428700 2359 441300
87100 2247 429174 2360 441826
87200 2247 429688 2360 442312
87300 2248 430190 2362 442810
87400 2250 430710 2363 443290
87500 2250 431102 2367 443898
87600 2253 431641 2369 444359
87700 2254 432210 2371 444790
87800 2255 432582 2372 445418
87900 2255 433016 2376 445984
88000 2256 433639 2378 446361
88100 2260 434174 2378 446826
88200 2262 434685 2380 447315
88300 2263 435175 2385 447825
88400 2266 435625 2387 448375
88500 2269 436076 2388 448924
88600 2273 436669 2389 449331
88700 2273 437239 2391 449761
88800 2275 437821 2392 450179
88900 2277 438475 2393 450525
89000 2281 438912 2395 451088
89100 2287 439401 2397 451599
89200 2290 439741 2399 452259
89300 2291 440231 2401 452769
89400 2293 440600 2404 453400
89500 2297 440929 2405 454071
89600 2298 441439 2409 454561
89700 2303 441868 2413 455132
89800 2305 442328 2415 455672
89900 2306 442743 2421 456257
90000 2307 443012 2425 456988
90100 2309 443496 2429 457504
90200 2319 443915 2432 458085
90300 2320 444325 2434 458675
90400 2321 444792 2435 459208
90500 2323 445302 2435 459698
90600 2324 445836 2438 460164
90700 2324 446376 2438 460624
