#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.4 0.4]
#! SET kt 1.0
100 93 323 92 677
200 185 576 199 1424
300 281 898 330 2102
400 375 1339 434 2661
500 453 1689 514 3311
600 515 2082 568 3918
700 552 2509 604 4491
800 576 2955 632 5045
900 587 3527 643 5473
1000 595 3986 653 6014
1100 602 4540 663 6460
1200 614 5054 677 6946
1300 621 5590 688 7410
1400 629 6072 700 7928
1500 631 6594 705 8406
1600 636 7004 721 8996
1700 642 7472 728 9528
1800 657 7905 738 10095
1900 662 8327 746 10673
2000 669 8854 751 11146
2100 675 9315 760 11685
2200 681 9801 773 12199
2300 687 10257 787 12743
2400 690 10736 790 13264
2500 691 11281 797 13719
2600 700 11846 808 14154
2700 705 12339 816 14661
2800 723 12856 831 15144
2900 735 13332 835 15668
3000 747 13898 843 16102
3100 757 14437 846 16563
3200 764 14879 858 17121
3300 772 15373 865 17627
3400 778 15809 873 18191
3500 782 16307 877 18693
3600 784 16749 883 19251
3700 791 17280 895 19720
3800 796 17723 905 20277
3900 804 18253 917 20747
4000 817 18760 927 21240
4100 826 19206 932 21794
4200 829 19687 938 22313
4300 834 20108 941 22892
4400 840 20742 947 23258
4500 849 21211 955 23789
4600 864 21667 960 24333
4700 868 22162 967 24838
4800 882 22680 975 25320
4900 892 23147 977 25853
5000 915 23656 991 26344
5100 924 24049 997 26951
5200 931 24466 1005 27534
5300 938 24982 1015 28018
5400 944 25440 1018 28560
5500 957 25901 1026 29099
5600 962 26409 1038 29591
5700 970 26907 1043 30093
5800 981 27289 1052 30711
5900 987 27744 1061 31256
6000 996 28313 1074 31687
6100 1003 28805 1083 32195
6200 1011 29299 1090 32701
6300 1017 29741 1101 33259
6400 1027 30229 1109 33771
6500 1034 30707 1121 34293
6600 1043 31282 1137 34718
6700 1052 31713 1144 35287
6800 1059 32267 1154 35733
6900 1068 32734 1157 36266
7000 1075 33175 1163 36825
7100 1082 33734 1170 37266
7200 1090 34275 1177 37725
7300 1104 34791 1190 38209
7400 1109 35294 1194 38706
7500 1114 35773 1201 39227
7600 1117 36209 1212 39791
7700 1124 36668 1220 40332
7800 1131 37156 1229 40844
7900 1138 37623 1233 41377
8000 1144 38102 1238 41898
8100 1152 38570 1245 42430
8200 1162 39096 1257 42904
8300 1170 39629 1260 43371
8400 1175 40133 1267 43867
