#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.6 0.6]
#! SET kt 1.0
100 69 103 84 897
200 149 277 187 1723
300 230 533 283 2467
400 306 872 363 3128
500 353 1288 402 3712
600 383 1748 431 4252
700 418 1809 474 5191
800 470 1890 534 6110
900 529 2021 605 6979
1000 602 2215 684 7785
1100 667 2481 757 8519
1200 724 2807 823 9193
1300 764 3194 861 9806
1400 797 3615 901 10385
1500 809 4071 922 10929
1600 823 4425 928 11575
1700 833 4893 937 12107
1800 840 5276 941 12724
1900 850 5764 950 13236
2000 854 6088 956 13912
2100 855 6656 960 14344
2200 857 7124 962 14876
2300 860 7542 965 15458
2400 863 8017 966 15983
2500 864 8374 966 16626
2600 867 8828 968 17172
2700 870 9323 969 17677
2800 875 9962 971 18038
2900 877 10350 974 18650
3000 880 10831 976 19169
3100 880 11408 981 19592
3200 881 12105 986 19895
3300 884 12774 987 20226
3400 887 13286 987 20714
3500 887 13908 988 21092
3600 887 14334 989 21666
3700 888 14790 989 22210
3800 889 15193 992 22807
3900 891 15671 992 23329
4000 892 16102 996 23898
4100 892 16567 996 24433
4200 892 17069 996 24931
4300 892 17589 996 25411
4400 892 18197 998 25803
4500 894 18705 998 26295
4600 895 19174 999 26826
4700 895 19709 999 27291
4800 897 20192 1000 27808
4900 897 20666 1000 28334
5000 898 21149 1000 28851
5100 899 21704 1000 29296
5200 901 22282 1001 29718
5300 905 22723 1004 30277
5400 906 23163 1005 30837
5500 907 23685 1009 31315
5600 910 24113 1012 31887
5700 912 24591 1014 32409
5800 914 25041 1017 32959
5900 915 25477 1019 33523
6000 917 25839 1021 34161
6100 917 26289 1023 34711
6200 919 26692 1024 35308
6300 921 27288 1028 35712
6400 923 27644 1029 36356
6500 923 28176 1029 36824
6600 924 28703 1030 37297
6700 926 29240 1031 37760
6800 930 29684 1033 38316
6900 931 30302 1034 38698
7000 932 30893 1038 39107
7100 932 31390 1038 39610
7200 933 32011 1039 39989
7300 935 32730 1040 40270
7400 935 33142 1043 40858
7500 937 33792 1046 41208
7600 937 34251 1048 41749
7700 939 34721 1050 42279
7800 941 35271 1051 42729
7900 943 35770 1051 43230
8000 948 36280 1051 43720
8100 948 36773 1052 44227
8200 949 37215 1052 44785
8300 950 37802 1053 45198
8400 951 38323 1053 45677
8500 953 38805 1056 46195
8600 954 39237 1058 46763
8700 954 39669 1059 47331
8800 955 40134 1063 47866
8900 956 40605 1064 48395
9000 956 41051 1066 48949
9100 956 41483 1069 49517
9200 957 41999 1070 50001
9300 960 42541 1070 50459
9400 961 42993 1071 51007
9500 962 43495 1074 51505
9600 964 43957 1076 52043
9700 967 44418 1077 52582
9800 968 45029 1079 52971
9900 969 45658 1079 53342
10000 969 46030 1081 53970
10100 972 46501 1084 54499
10200 974 47150 1085 54850
10300 974 47601 1088 55399
10400 976 48157 1089 55843
10500 977 48628 1090 56372
10600 979 49054 1090 56946
10700 980 49501 1092 57499
10800 980 49986 1093 58014
10900 981 50416 1094 58584
11000 981 50894 1094 59106
11100 981 51585 1095 59415
11200 982 51998 1099 60002
11300 983 52557 1100 60443
11400 983 53162 1100 60838
11500 985 53666 1103 61334
11600 990 54197 1106 61803
11700 995 54770 1106 62230
11800 997 55276 1110 62724
11900 998 55768 1113 63232
12000 999 56322 1115 63678
12100 1000 56928 1116 64072
12200 1003 57356 1117 64644
12300 1006 57764 1120 65236
12400 1008 58274 1123 65726
12500 1008 58748 1123 66252
12600 1008 59275 1124 66725
12700 1011 59718 1126 67282
12800 1012 60242 1128 67758
12900 1012 60710 1131 68290
13000 1015 61307 1135 68693
13100 1016 61808 1136 69192
13200 1017 62282 1138 69718
13300 1017 62779 1141 70221
13400 1020 63315 1144 70685
13500 1021 63882 1144 71118
13600 1023 64394 1144 71606
13700 1024 65009 1144 71991
13800 1024 65438 1144 72562
13900 1024 66025 1145 72975
14000 1024 66578 1147 73422
14100 1024 67085 1147 73915
14200 1024 67597 1148 74403
14300 1025 68096 1148 74904
14400 1029 68609 1148 75391
14500 1030 69175 1148 75825
14600 1031 69701 1149 76299
14700 1033 70143 1149 76857
14800 1033 70696 1151 77304
14900 1033 71216 1152 77784
15000 1034 71783 1152 78217
15100 1035 72414 1152 78586
15200 1037 72779 1156 79221
15300 1037 73144 1156 79856
15400 1039 73542 1157 80458
15500 1040 74019 1158 80981
15600 1040 74485 1158 81515
15700 1040 74974 1160 82026
15800 1043 75431 1160 82569
15900 1044 75948 1162 83052
16000 1047 76346 1162 83654
16100 1051 76787 1163 84213
16200 1054 77321 1164 84679
16300 1056 77750 1165 85250
16400 1061 78152 1167 85848
16500 1062 78641 1167 86359
16600 1063 79093 1170 86907
16700 1065 79647 1170 87353
16800 1065 80092 1171 87908
16900 1067 80790 1171 88210
17000 1071 81218 1176 88782
17100 1074 81597 1178 89403
17200 1074 82132 1181 89868
17300 1078 82642 1183 90358
17400 1078 83145 1186 90855
17500 1079 83515 1189 91485
17600 1082 84070 1191 91930
17700 1085 84522 1194 92478
17800 1087 84891 1195 93109
17900 1089 85517 1195 93483
18000 1090 86193 1198 93807
18100 1091 86726 1201 94274
18200 1093 87188 1202 94812
18300 1093 87683 1202 95317
18400 1093 88120 1203 95880
18500 1094 88690 1205 96310
18600 1094 89122 1205 96878
18700 1094 89620 1207 97380
18800 1098 90179 1211 97821
18900 1103 90629 1212 98371
19000 1104 91099 1215 98901
19100 1105 91668 1215 99332
19200 1107 92160 1221 99840
19300 1108 92604 1221 100396
19400 1109 93229 1222 100771
19500 1111 93785 1222 101215
19600 1113 94190 1222 101810
19700 1115 94697 1223 102303
19800 1119 95215 1223 102785
19900 1120 95597 1224 103403
20000 1120 96061 1228 103939
20100 1121 96562 1228 104438
20200 1124 97055 1229 104945
20300 1128 97440 1230 105560
20400 1131 98014 1230 105986
20500 1134 98432 1231 106568
20600 1135 98824 1232 107176
20700 1138 99278 1232 107722
20800 1138 99821 1234 108179
20900 1140 100404 1236 108596
21000 1140 100965 1236 109035
21100 1142 101378 1238 109622
21200 1146 101827 1239 110173
21300 1147 102307 1241 110693
21400 1147 102805 1243 111195
21500 1147 103269 1246 111731
21600 1148 103780 1246 112220
21700 1148 104264 1247 112736
21800 1152 104871 1248 113129
21900 1154 105426 1251 113574
22000 1155 105913 1251 114087
22100 1155 106450 1252 114550
22200 1156 106934 1252 115066
22300 1157 107504 1252 115496
22400 1157 108022 1256 115978
22500 1159 108505 1257 116495
22600 1162 108952 1259 117048
22700 1166 109426 1260 117574
22800 1166 109882 1262 118118
22900 1168 110319 1263 118681
23000 1169 110818 1265 119182
23100 1170 111420 1265 119580
23200 1170 111858 1269 120142
23300 1170 112246 1269 120754
23400 1170 112961 1270 121039
23500 1171 113440 1273 121560
23600 1171 114021 1273 121979
23700 1171 114636 1275 122364
23800 1171 115165 1278 122835
23900 1171 115572 1279 123428
24000 1172 116214 1280 123786
24100 1177 116686 1281 124314
24200 1177 117176 1282 124824
24300 1179 117674 1283 125326
24400 1179 118110 1283 125890
24500 1179 118642 1283 126358
24600 1180 119080 1286 126920
24700 1185 119565 1288 127435
24800 1188 120050 1290 127950
24900 1189 120546 1291 128454
25000 1191 120926 1292 129074
25100 1191 121507 1292 129493
25200 1193 122083 1293 129917
25300 1194 122584 1294 130416
25400 1194 123003 1295 130997
25500 1197 123406 1298 131594
25600 1199 123906 1301 132094
25700 1203 124402 1305 132598
25800 1206 124851 1307 133149
25900 1207 125339 1309 133661
26000 1208 125864 1310 134136
26100 1208 126307 1310 134693
26200 1210 126813 1310 135187
26300 1210 127335 1313 135665
26400 1210 127913 1314 136087
26500 1211 128418 1314 136582
26600 1215 128934 1315 137066
26700 1216 129454 1318 137546
26800 1217 130006 1321 137994
26900 1218 130517 1323 138483
27000 1218 131111 1326 138889
27100 1220 131571 1329 139429
27200 1223 132079 1330 139921
27300 1224 132649 1330 140351
27400 1224 133180 1332 140820
27500 1227 133654 1337 141346
27600 1227 134283 1338 141717
27700 1227 134706 1339 142294
27800 1228 135194 1339 142806
27900 1228 135709 1343 143291
28000 1231 136144 1343 143856
28100 1231 136598 1345 144402
28200 1235 137116 1349 144884
28300 1238 137604 1353 145396
28400 1239 138134 1353 145866
28500 1243 138712 1356 146288
28600 1246 139260 1362 146740
28700 1247 139823 1363 147177
28800 1249 140211 1363 147789
28900 1249 140674 1364 148326
29000 1251 141166 1365 148834
29100 1251 141635 1365 149365
29200 1251 142107 1370 149893
29300 1252 142628 1371 150372
29400 1254 143079 1372 150921
29500 1255 143486 1372 151514
29600 1256 143979 1373 152021
29700 1260 144428 1378 152572
29800 1260 144927 1381 153073
29900 1262 145506 1382 153494
30000 1263 146009 1383 153991
30100 1264 146361 1386 154639
30200 1266 146945 1391 155055
30300 1268 147473 1392 155527
30400 1270 147873 1393 156127
30500 1271 148406 1393 156594
30600 1271 148788 1396 157212
30700 1272 149314 1397 157686
30800 1274 149783 1399 158217
30900 1274 150303 1401 158697
31000 1276 150823 1403 159177
31100 1277 151327 1404 159673
31200 1277 151764 1406 160236
31300 1279 152210 1407 160790
31400 1281 152848 1407 161152
31500 1282 153362 1410 161638
31600 1283 153849 1411 162151
31700 1284 154326 1416 162674
31800 1287 154828 1416 163172
31900 1289 155363 1420 163637
32000 1291 155838 1423 164162
32100 1291 156333 1423 164667
32200 1291 156813 1424 165187
32300 1292 157417 1426 165583
32400 1293 157876 1429 166124
32500 1296 158380 1435 166620
32600 1297 158858 1437 167142
32700 1297 159323 1441 167677
32800 1298 159781 1443 168219
32900 1300 160245 1446 168755
33000 1300 160818 1448 169182
33100 1301 161375 1450 169625
33200 1303 161962 1452 170038
33300 1303 162358 1454 170642
33400 1306 162773 1455 171227
33500 1311 163192 1458 171808
33600 1313 163557 1459 172443
33700 1318 164141 1461 172859
33800 1318 164685 1462 173315
33900 1319 165289 1463 173711
34000 1323 165862 1466 174138
34100 1324 166380 1469 174620
34200 1325 166828 1471 175172
34300 1325 167391 1472 175609
34400 1327 167916 1475 176084
34500 1328 168372 1480 176628
34600 1328 168753 1483 177247
34700 1331 169133 1483 177867
34800 1333 169562 1486 178438
34900 1335 170106 1487 178894
35000 1336 170552 1488 179448
35100 1339 171027 1489 179973
35200 1340 171499 1490 180501
35300 1340 172063 1491 180937
35400 1342 172656 1492 181344
35500 1343 173374 1495 181626
35600 1343 173743 1496 182257
35700 1347 174169 1498 182831
35800 1349 174644 1499 183356
35900 1355 175106 1502 183894
36000 1358 175607 1504 184393
