#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [1. 1.]
#! SET kt 1.0
23100 995 113083 1039 117917
23200 995 113566 1041 118434
23300 997 114118 1041 118882
23400 1000 114715 1043 119285
23500 1003 115247 1045 119753
23600 1006 115581 1046 120419
23700 1006 115987 1049 121013
23800 1014 116503 1052 121497
23900 1017 116942 1057 122058
24000 1018 117340 1057 122660
24100 1020 117936 1057 123064
24200 1024 118423 1059 123577
24300 1029 118902 1063 124098
24400 1032 119222 1066 124778
24500 1037 119523 1070 125477
24600 1042 119867 1075 126133
24700 1044 120261 1077 126739
24800 1050 120720 1081 127280
24900 1050 121270 1082 127730
25000 1052 121696 1083 128304
25100 1052 122153 1084 128847
25200 1053 122645 1085 129355
25300 1056 123035 1086 129965
25400 1060 123497 1091 130503
25500 1065 123993 1092 131007
25600 1065 124480 1092 131520
25700 1066 124949 1093 132051
25800 1066 125430 1095 132570
25900 1068 125877 1096 133123
26000 1068 126316 1097 133684
26100 1071 126793 1098 134207
26200 1074 127108 1101 134892
26300 1079 127436 1105 135564
26400 1081 127844 1107 136156
26500 1082 128288 1111 136712
26600 1083 128650 1112 137350
26700 1083 129090 1115 137910
26800 1085 129568 1117 138432
26900 1085 130060 1121 138940
27000 1085 130622 1125 139378
27100 1086 131181 1126 139819
27200 1087 131871 1127 140129
27300 1090 132512 1129 140488
27400 1093 132999 1131 141001
27500 1094 133532 1133 141468
27600 1097 133984 1134 142016
27700 1099 134559 1137 142441
27800 1100 134991 1137 143009
27900 1100 135437 1138 143563
28000 1103 135843 1140 144157
28100 1109 136276 1143 144724
28200 1110 136924 1146 145076
28300 1111 137418 1150 145582
28400 1112 137956 1152 146044
28500 1114 138508 1154 146492
28600 1116 139161 1162 146839
28700 1117 139897 1163 147103
28800 1118 140437 1164 147563
28900 1122 140965 1166 148035
29000 1123 141413 1167 148587
29100 1123 141672 1169 149328
29200 1126 141993 1176 150007
29300 1129 142480 1178 150520
29400 1132 143119 1178 150881
29500 1133 143653 1179 151347
29600 1136 144229 1182 151771
29700 1139 144767 1183 152233
29800 1143 145216 1188 152784
29900 1143 145758 1192 153242
30000 1145 146201 1192 153799
30100 1149 146723 1193 154277
30200 1150 147144 1196 154856
30300 1151 147577 1201 155423
30400 1152 148063 1205 155937
30500 1153 148520 1208 156480
30600 1154 149016 1209 156984
30700 1156 149628 1210 157372
30800 1156 150146 1213 157854
30900 1160 150553 1216 158447
31000 1164 151070 1217 158930
31100 1168 151540 1219 159460
31200 1168 152021 1221 159979
31300 1169 152442 1221 160558
31400 1173 152957 1221 161043
31500 1174 153514 1224 161486
31600 1176 154123 1226 161877
31700 1177 154603 1229 162397
31800 1178 155105 1236 162895
31900 1179 155696 1240 163304
32000 1185 156192 1244 163808
32100 1185 156656 1245 164344
32200 1187 157023 1246 164977
32300 1190 157452 1249 165548
32400 1190 157912 1252 166088
32500 1195 158262 1256 166738
32600 1196 158750 1258 167250
32700 1198 159238 1261 167762
32800 1200 159582 1261 168418
32900 1203 159954 1263 169046
33000 1204 160354 1264 169646
33100 1207 160778 1266 170222
33200 1207 161408 1268 170592
33300 1207 161958 1270 171042
33400 1209 162455 1274 171545
33500 1211 162956 1274 172044
33600 1213 163288 1276 172712
33700 1216 163719 1278 173281
33800 1218 164226 1279 173774
33900 1219 164733 1283 174267
34000 1223 165243 1286 174757
34100 1226 165789 1291 175211
34200 1227 166270 1293 175730
34300 1229 166775 1295 176225
34400 1230 167045 1298 176955
34500 1234 167442 1303 177558
34600 1238 167914 1306 178086
34700 1239 168366 1308 178634
34800 1241 168943 1310 179057
34900 1243 169422 1311 179578
35000 1243 169904 1314 180096
35100 1249 170238 1320 180762
35200 1249 170795 1322 181205
35300 1253 171239 1326 181761
35400 1256 171933 1330 182067
35500 1260 172517 1336 182483
35600 1261 172967 1338 183033
35700 1266 173429 1339 183571
35800 1268 173948 1341 184052
35900 1268 174478 1341 184522
36000 1270 175063 1342 184937
36100 1271 175650 1347 185350
36200 1272 176176 1350 185824
36300 1272 176755 1352 186245
36400 1276 177330 1355 186670
36500 1276 177954 1357 187046
36600 1278 178462 1358 187538
36700 1278 179035 1359 187965
36800 1280 179627 1359 188373
36900 1281 180199 1361 188801
37000 1281 180795 1361 189205
37100 1284 181278 1363 189722
37200 1286 181740 1364 190260
37300 1288 182165 1366 190835
37400 1289 182604 1367 191396
37500 1294 183138 1371 191862
37600 1296 183551 1374 192449
37700 1298 183955 1377 193045
37800 1299 184442 1377 193558
37900 1300 184912 1377 194088
38000 1302 185422 1381 194578
38100 1303 185970 1381 195030
38200 1304 186657 1386 195343
38300 1307 187032 1388 195968
38400 1310 187484 1391 196516
38500 1312 187989 1393 197011
38600 1317 188507 1399 197493
38700 1324 188987 1402 198013
38800 1325 189487 1404 198513
38900 1325 190021 1407 198979
39000 1326 190502 1408 199498
39100 1327 191030 1408 199970
39200 1328 191622 1409 200378
39300 1329 192172 1411 200828
39400 1330 192469 1412 201531
39500 1332 192780 1416 202220
39600 1332 193151 1416 202849
39700 1334 193594 1418 203406
39800 1338 194052 1423 203948
39900 1340 194490 1425 204510
40000 1342 194814 1427 205186
40100 1345 195247 1429 205753
40200 1346 195740 1433 206260
40300 1348 196089 1434 206911
40400 1349 196561 1434 207439
40500 1353 197058 1437 207942
40600 1354 197525 1440 208475
40700 1358 198172 1442 208828
40800 1358 198701 1443 209299
40900 1361 199221 1446 209779
41000 1367 199723 1449 210277
41100 1372 200253 1453 210747
41200 1374 200765 1454 211235
41300 1374 201136 1456 211864
41400 1378 201484 1458 212516
41500 1389 201881 1460 213119
41600 1391 202408 1461 213592
41700 1391 202842 1466 214158
41800 1394 203302 1467 214698
41900 1396 203966 1469 215034
42000 1398 204475 1472 215525
42100 1400 204955 1474 216045
42200 1402 205449 1481 216551
42300 1406 206033 1484 216967
42400 1408 206621 1484 217379
42500 1409 207146 1485 217854
42600 1409 207710 1487 218290
42700 1413 208198 1487 218802
42800 1419 208693 1489 219307
42900 1421 209129 1492 219871
43000 1422 209505 1494 220495
43100 1422 209989 1494 221011
43200 1424 210415 1494 221585
43300 1426 210913 1496 222087
43400 1431 211382 1501 222618
43500 1434 211995 1502 223005
43600 1438 212471 1505 223529
43700 1438 212907 1506 224093
43800 1442 213181 1508 224819
43900 1443 213701 1510 225299
44000 1443 214295 1511 225705
44100 1446 214831 1512 226169
44200 1448 215411 1513 226589
44300 1449 216046 1515 226954
44400 1452 216534 1519 227466
44500 1454 216872 1521 228128
44600 1457 217191 1524 228809
44700 1463 217631 1525 229369
44800 1464 218108 1526 229892
44900 1467 218561 1530 230439
45000 1468 218975 1533 231025
45100 1471 219403 1533 231597
45200 1473 219777 1536 232223
45300 1474 220251 1540 232749
45400 1474 220784 1542 233216
45500 1477 221303 1544 233697
45600 1482 221883 1548 234117
45700 1487 222483 1549 234517
45800 1489 223016 1549 234984
45900 1492 223554 1552 235446
46000 1494 224211 1555 235789
46100 1498 224624 1559 236376
46200 1501 224965 1562 237035
46300 1501 225570 1563 237430
46400 1501 226146 1564 237854
46500 1503 226667 1566 238333
46600 1504 227161 1570 238839
46700 1508 227612 1572 239388
46800 1511 228143 1573 239857
46900 1512 228540 1577 240460
47000 1514 229091 1578 240909
47100 1515 229694 1580 241306
47200 1518 230316 1583 241684
47300 1518 230879 1584 242121
47400 1521 231336 1587 242664
47500 1522 231756 1590 243244
47600 1524 232272 1592 243728
47700 1528 232888 1595 244112
47800 1530 233371 1596 244629
47900 1531 233930 1598 245070
48000 1536 234359 1602 245641
48100 1538 234902 1602 246098
48200 1544 235261 1605 246739
48300 1547 235793 1610 247207
48400 1550 236315 1618 247685
48500 1554 236737 1619 248263
48600 1554 237258 1624 248742
48700 1556 237774 1626 249226
48800 1558 238407 1630 249593
48900 1562 238820 1631 250180
49000 1564 239241 1631 250759
49100 1565 239740 1631 251260
49200 1568 240161 1632 251839
49300 1571 240733 1632 252267
49400 1572 241174 1632 252826
49500 1575 241590 1636 253410
49600 1579 242110 1639 253890
49700 1582 242769 1640 254231
49800 1588 243273 1642 254727
49900 1594 243691 1642 255309
50000 1597 244042 1643 255958
50100 1599 244456 1644 256544
50200 1601 245176 1646 256824
50300 1603 245809 1649 257191
50400 1604 246295 1650 257705
50500 1606 246725 1651 258275
50600 1607 247265 1653 258735
50700 1611 247832 1658 259168
50800 1613 248348 1661 259652
50900 1614 248854 1662 260146
51000 1618 249315 1665 260685
51100 1621 249785 1668 261215
51200 1622 250297 1670 261703
51300 1627 251003 1672 261997
51400 1628 251462 1675 262538
51500 1630 251903 1677 263097
51600 1632 252210 1681 263790
51700 1636 252642 1682 264358
51800 1637 253079 1683 264921
51900 1639 253598 1685 265402
52000 1639 254157 1687 265843
52100 1642 254493 1689 266507
52200 1645 254904 1691 267096
52300 1647 255436 1692 267564
52400 1647 256019 1692 267981
52500 1649 256581 1693 268419
52600 1649 257040 1693 268960
52700 1649 257527 1695 269473
52800 1651 258021 1699 269979
52900 1656 258589 1700 270411
53000 1658 259085 1701 270915
53100 1661 259645 1701 271355
53200 1662 260178 1703 271822
53300 1663 260647 1704 272353
53400 1663 261027 1705 272973
53500 1666 261466 1706 273534
53600 1666 261852 1709 274148
53700 1666 262331 1710 274669
53800 1669 262768 1712 275232
53900 1672 263180 1712 275820
54000 1677 263577 1718 276423
54100 1677 264231 1718 276769
54200 1683 264567 1724 277433
54300 1684 265088 1728 277912
54400 1687 265555 1729 278445
54500 1689 265956 1732 279044
54600 1692 266496 1734 279504
54700 1697 267034 1736 279966
54800 1698 267593 1738 280407
54900 1700 267998 1738 281002
55000 1701 268493 1740 281507
55100 1701 268932 1740 282068
55200 1704 269498 1745 282502
55300 1705 270130 1745 282870
55400 1707 270772 1746 283228
55500 1713 271332 1750 283668
55600 1714 271905 1752 284095
55700 1715 272412 1755 284588
55800 1717 272954 1755 285046
55900 1718 273441 1757 285559
56000 1721 273841 1762 286159
56100 1722 274277 1763 286723
56200 1725 274783 1770 287217
56300 1726 275380 1770 287620
56400 1726 275812 1770 288188
56500 1727 276346 1772 288654
56600 1728 276874 1774 289126
56700 1732 277367 1774 289633
56800 1733 277950 1777 290050
56900 1734 278463 1780 290537
57000 1739 278957 1782 291043
57100 1739 279567 1783 291433
57200 1740 280037 1784 291963
57300 1745 280503 1786 292497
57400 1746 281131 1786 292869
57500 1749 281714 1787 293286
57600 1751 282235 1789 293765
57700 1752 282736 1790 294264
57800 1758 283161 1792 294839
57900 1758 283679 1795 295321
58000 1762 284065 1795 295935
58100 1762 284669 1796 296331
58200 1768 285244 1801 296756
58300 1770 285857 1804 297143
58400 1775 286523 1807 297477
58500 1776 286972 1809 298028
58600 1776 287366 1810 298634
58700 1779 287954 1812 299046
58800 1783 288522 1813 299478
58900 1787 289031 1818 299969
59000 1790 289450 1819 300550
59100 1790 289975 1820 301025
59200 1793 290492 1823 301508
59300 1795 290997 1827 302003
59400 1795 291374 1830 302626
59500 1795 291923 1832 303077
59600 1796 292426 1832 303574
59700 1797 292993 1836 304007
59800 1797 293545 1844 304455
59900 1800 293857 1846 305143
60000 1800 294389 1848 305611
60100 1801 294925 1849 306075
60200 1805 295360 1849 306640
60300 1810 296012 1849 306988
60400 1810 296571 1851 307429
60500 1810 297025 1852 307975
60600 1812 297612 1856 308388
60700 1813 298075 1858 308925
60800 1816 298583 1859 309417
60900 1819 298965 1862 310035
61000 1827 299413 1867 310587
61100 1829 299806 1868 311194
61200 1829 300288 1868 311712
61300 1831 300791 1870 312209
61400 1832 301298 1871 312702
61500 1834 301756 1872 313244
61600 1838 302179 1874 313821
61700 1841 302705 1876 314295
61800 1841 303121 1877 314879
61900 1843 303610 1878 315390
62000 1845 304103 1878 315897
62100 1848 304597 1881 316403
62200 1848 305013 1883 316987
62300 1851 305391 1884 317609
62400 1853 305828 1884 318172
62500 1854 306404 1886 318596
62600 1856 306881 1887 319119
62700 1856 307258 1890 319742
62800 1856 307725 1890 320275
62900 1858 308320 1895 320680
63000 1859 308742 1895 321258
63100 1862 309365 1896 321635
63200 1864 309948 1902 322052
63300 1865 310491 1904 322509
63400 1871 311014 1912 322986
63500 1873 311566 1913 323434
63600 1877 312072 1917 323928
63700 1879 312464 1917 324536
63800 1882 312818 1920 325182
63900 1884 313243 1921 325757
64000 1889 313756 1923 326244
64100 1893 314273 1924 326727
64200 1895 314737 1925 327263
64300 1897 315184 1929 327816
64400 1903 315647 1932 328353
64500 1906 315993 1933 329007
64600 1908 316403 1933 329597
64700 1911 316878 1934 330122
64800 1916 317408 1937 330592
64900 1921 317986 1942 331014
65000 1923 318554 1944 331446
65100 1927 319162 1950 331838
65200 1928 319649 1951 332351
65300 1928 320238 1954 332762
65400 1930 320786 1955 333214
65500 1932 321335 1956 333665
65600 1935 321783 1960 334217
65700 1937 322321 1962 334679
65800 1938 322653 1967 335347
65900 1942 322962 1971 336038
66000 1944 323336 1973 336664
66100 1944 323960 1975 337040
66200 1949 324551 1977 337449
66300 1951 325008 1977 337992
66400 1956 325523 1981 338477
66500 1958 325861 1984 339139
66600 1960 326384 1987 339616
66700 1962 326877 1987 340123
66800 1967 327371 1988 340629
66900 1968 327843 1989 341157
67000 1969 328328 1990 341672
67100 1970 328877 1991 342123
67200 1971 329401 1993 342599
67300 1972 329885 1993 343115
67400 1972 330334 1994 343666
67500 1973 330880 1996 344120
67600 1974 331348 1996 344652
67700 1975 331812 1998 345188
67800 1976 332363 1999 345637
67900 1977 332805 2000 346195
68000 1977 333264 2001 346736
68100 1979 333767 2004 347233
68200 1980 334198 2009 347802
68300 1981 334669 2012 348331
68400 1983 335302 2018 348698
68500 1987 335733 2020 349267
68600 1988 336291 2020 349709
68700 1990 336882 2021 350118
68800 1991 337291 2023 350709
68900 1995 337650 2026 351350
69000 1998 337993 2027 352007
69100 2001 338439 2028 352561
69200 2005 338904 2031 353096
69300 2006 339352 2031 353648
69400 2011 339844 2034 354156
69500 2014 340429 2038 354571
69600 2015 340687 2041 355313
69700 2019 341093 2048 355907
69800 2023 341398 2049 356602
69900 2024 341914 2052 357086
70000 2029 342349 2054 357651
70100 2029 342807 2056 358193
70200 2029 343319 2057 358681
70300 2029 343807 2058 359193
70400 2032 344369 2061 359631
70500 2035 345007 2066 359993
70600 2037 345583 2067 360417
70700 2041 346012 2069 360988
70800 2046 346438 2075 361562
70900 2048 346912 2081 362088
71000 2053 347439 2086 362561
71100 2054 347909 2087 363091
71200 2059 348462 2087 363538
71300 2060 348976 2090 364024
71400 2063 349501 2093 364499
71500 2066 349996 2096 365004
71600 2069 350523 2097 365477
71700 2070 351095 2097 365905
71800 2077 351605 2098 366395
71900 2079 352093 2101 366907
72000 2081 352616 2104 367384
72100 2083 353236 2105 367764
72200 2084 353776 2107 368224
72300 2085 354220 2110 368780
72400 2088 354635 2111 369365
72500 2088 355066 2114 369934
72600 2091 355582 2117 370418
72700 2094 356073 2123 370927
72800 2096 356557 2126 371443
72900 2098 357075 2132 371925
73000 2101 357540 2136 372460
73100 2103 358143 2137 372857
73200 2105 358819 2139 373181
73300 2109 359346 2140 373654
73400 2111 359781 2142 374219
73500 2112 360134 2145 374866
73600 2113 360623 2145 375377
73700 2113 361148 2147 375852
73800 2114 361598 2149 376402
73900 2115 362051 2150 376949
74000 2116 362497 2152 377503
74100 2117 363199 2155 377801
74200 2122 363665 2155 378335
74300 2127 364120 2157 378880
74400 2129 364674 2160 379326
74500 2131 365165 2164 379835
74600 2131 365612 2166 380388
74700 2132 366080 2167 380920
74800 2133 366617 2168 381383
74900 2136 367053 2171 381947
75000 2136 367681 2172 382319
75100 2139 368279 2175 382721
75200 2141 368701 2178 383299
75300 2144 369157 2182 383843
75400 2149 369539 2184 384461
75500 2154 369917 2187 385083
75600 2158 370387 2194 385613
75700 2161 371011 2199 385989
75800 2163 371573 2199 386427
75900 2167 372123 2202 386877
76000 2170 372626 2205 387374
76100 2171 373178 2207 387822
76200 2173 373739 2207 388261
76300 2174 374253 2208 388747
76400 2176 374766 2209 389234
76500 2179 375247 2213 389753
76600 2183 375777 2215 390223
76700 2185 376272 2216 390728
76800 2185 376702 2216 391298
76900 2190 377213 2221 391787
77000 2194 377643 2225 392357
77100 2196 378077 2225 392923
77200 2198 378570 2227 393430
77300 2201 379129 2230 393871
77400 2203 379692 2232 394308
77500 2206 380307 2232 394693
77600 2207 380751 2233 395249
77700 2209 381206 2236 395794
77800 2214 381710 2238 396290
77900 2217 382194 2240 396806
78000 2218 382697 2244 397303
78100 2225 383052 2249 397948
78200 2227 383440 2254 398560
78300 2229 383852 2255 399148
78400 2233 384272 2261 399728
78500 2236 384716 2261 400284
78600 2239 385090 2264 400910
78700 2240 385543 2266 401457
78800 2241 386145 2267 401855
78900 2242 386605 2268 402395
79000 2248 386989 2271 403011
79100 2250 387416 2274 403584
79200 2251 387972 2276 404028
79300 2254 388364 2278 404636
79400 2259 388899 2282 405101
79500 2259 389340 2282 405660
79600 2262 389814 2285 406186
79700 2264 390193 2287 406807
79800 2266 390546 2290 407454
79900 2272 391041 2291 407959
80000 2274 391642 2292 408358
80100 2278 392250 2293 408750
80200 2279 392659 2296 409341
80300 2282 393175 2297 409825
80400 2286 393862 2302 410138
80500 2287 394207 2305 410793
80600 2287 394803 2307 411197
80700 2287 395248 2307 411752
80800 2287 395725 2308 412275
80900 2289 396113 2310 412887
81000 2290 396749 2310 413251
81100 2293 397363 2317 413637
81200 2296 397831 2317 414169
81300 2296 398358 2320 414642
81400 2296 398910 2320 415090
81500 2300 399356 2324 415644
81600 2301 399898 2329 416102
81700 2303 400441 2333 416559
81800 2307 400834 2334 417166
81900 2308 401237 2335 417763
82000 2309 401823 2337 418177
82100 2309 402493 2337 418507
82200 2310 403060 2339 418940
82300 2310 403517 2341 419483
82400 2311 403981 2345 420019
82500 2311 404395 2346 420605
82600 2312 404804 2347 421196
82700 2313 405377 2350 421623
82800 2319 405963 2351 422037
82900 2321 406388 2353 422612
83000 2324 406838 2357 423162
83100 2325 407359 2359 423641
83200 2326 407790 2363 424210
83300 2329 408210 2366 424790
83400 2331 408646 2369 425354
83500 2331 409079 2371 425921
83600 2333 409568 2372 426432
83700 2334 410065 2372 426935
83800 2336 410463 2374 427537
83900 2340 410911 2376 428089
84000 2341 411381 2377 428619
84100 2341 411938 2379 429062
84200 2341 412517 2383 429483
84300 2343 413036 2385 429964
84400 2347 413633 2388 430367
84500 2349 414149 2388 430851
84600 2350 414728 2390 431272
84700 2352 415286 2392 431714
84800 2356 415714 2397 432286
84900 2357 416182 2398 432818
85000 2358 416692 2400 433308
85100 2360 417188 2401 433812
85200 2361 417726 2401 434274
85300 2361 418312 2402 434688
85400 2363 418878 2404 435122
85500 2365 419294 2405 435706
85600 2365 419961 2409 436039
85700 2368 420598 2409 436402
85800 2369 421189 2409 436811
85900 2369 421672 2410 437328
86000 2375 422274 2412 437726
86100 2377 422664 2415 438336
86200 2379 423136 2418 438864
86300 2380 423592 2420 439408
86400 2380 424120 2424 439880
86500 2381 424564 2425 440436
86600 2382 424975 2429 441025
86700 2383 425402 2430 441598
86800 2385 425812 2433 442188
86900 2388 426294 2436 442706
87000 2388 426713 2438 443287
87100 2390 427161 2440 443839
87200 2390 427714 2441 444286
87300 2393 428315 2441 444685
87400 2395 428945 2443 445055
87500 2396 429408 2446 445592
87600 2397 429876 2449 446124
87700 2400 430325 2451 446675
87800 2400 430763 2452 447237
87900 2400 431183 2453 447817
88000 2401 431562 2457 448438
88100 2402 431940 2458 449060
88200 2403 432446 2459 449554
88300 2406 432972 2464 450028
88400 2408 433498 2468 450502
88500 2409 434057 2468 450943
88600 2410 434705 2468 451295
88700 2412 435107 2469 451893
88800 2414 435665 2470 452335
88900 2414 436032 2472 452968
89000 2418 436526 2474 453474
89100 2421 437020 2476 453980
89200 2427 437564 2480 454436
89300 2429 438016 2482 454984
89400 2433 438345 2483 455655
89500 2437 438798 2485 456202
89600 2440 439167 2487 456833
89700 2444 439673 2490 457327
89800 2446 440172 2490 457828
89900 2450 440692 2499 458308
90000 2453 441245 2502 458755
90100 2458 441894 2502 459106
90200 2458 442304 2504 459696
90300 2458 442804 2505 460196
90400 2461 443224 2508 460776
90500 2463 443664 2515 461336
90600 2464 444100 2516 461900
90700 2466 444506 2518 462494
90800 2467 444880 2521 463120
90900 2471 445450 2526 463550
91000 2474 446083 2531 463917
91100 2476 446638 2535 464362
91200 2477 447130 2536 464870
91300 2479 447656 2537 465344
91400 2481 448228 2538 465772
91500 2483 448737 2540 466263
91600 2488 449204 2544 466796
91700 2493 449614 2549 467386
91800 2497 450031 2551 467969
91900 2498 450553 2551 468447
92000 2501 451023 2551 468977
92100 2504 451568 2551 469432
92200 2504 452073 2552 469927
92300 2504 452653 2554 470347
92400 2507 453178 2554 470822
92500 2509 453680 2555 471320
92600 2512 454146 2556 471854
92700 2514 454591 2559 472409
92800 2519 454963 2562 473037
92900 2523 455348 2566 473652
93000 2524 455734 2567 474266
93100 2525 456151 2569 474849
93200 2526 456579 2569 475421
93300 2527 457208 2570 475792
93400 2530 457762 2572 476238
93500 2533 458301 2572 476699
93600 2534 458921 2574 477079
93700 2536 459505 2576 477495
93800 2537 459959 2577 478041
93900 2541 460370 2580 478630
94000 2543 460880 2581 479120
94100 2545 461339 2582 479661
94200 2550 461755 2583 480245
94300 2553 462355 2585 480645
94400 2554 462768 2587 481232
94500 2555 463131 2588 481869
94600 2558 463570 2591 482430
94700 2563 463949 2593 483051
94800 2565 464423 2598 483577
94900 2567 465040 2599 483960
95000 2569 465574 2601 484426
95100 2569 466176 2603 484824
95200 2569 466652 2603 485348
95300 2571 467012 2604 485988
