#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.75 0.75]
#! SET kt 1.0
100 67 108 78 892
200 142 277 175 1723
300 223 527 273 2473
400 295 867 348 3133
500 324 1284 402 3716
600 347 1744 434 4256
700 369 2184 454 4816
800 391 2306 478 5694
900 422 2389 516 6611
1000 462 2489 560 7511
1100 513 2630 616 8370
1200 563 2819 674 9181
1300 606 3056 725 9944
1400 637 3334 771 10666
1500 667 3649 817 11351
1600 711 3971 863 12029
1700 749 4089 895 12911
1800 772 4244 919 13756
1900 802 4421 944 14579
2000 818 4629 962 15371
2100 829 4850 972 16150
2200 837 5081 982 16919
2300 839 5412 991 17588
2400 842 5812 995 18188
2500 847 6305 995 18695
2600 850 6846 998 19154
2700 851 7276 1001 19724
2800 854 7710 1003 20290
2900 856 8395 1005 20605
3000 860 8959 1006 21041
3100 862 9368 1008 21632
3200 862 9918 1009 22082
3300 864 10394 1012 22606
3400 865 10890 1014 23110
3500 865 11351 1014 23649
3600 867 11782 1014 24218
3700 868 12330 1014 24670
3800 868 13009 1015 24991
3900 870 13603 1017 25397
4000 871 14206 1017 25794
4100 872 14694 1018 26306
4200 872 15175 1018 26825
4300 874 15599 1018 27401
4400 874 16153 1020 27847
4500 874 16635 1022 28365
4600 875 17129 1022 28871
4700 876 17603 1022 29397
4800 877 18102 1022 29898
4900 877 18527 1022 30473
5000 879 19056 1023 30944
5100 880 19587 1023 31413
5200 881 20105 1026 31895
5300 884 20620 1032 32380
5400 884 21135 1032 32865
5500 887 21681 1035 33319
5600 889 22277 1036 33723
5700 892 22778 1037 34222
5800 893 23370 1038 34630
5900 893 23827 1040 35173
6000 893 24331 1041 35669
6100 893 24861 1043 36139
6200 894 25409 1045 36591
6300 895 26050 1049 36950
6400 897 26532 1050 37468
6500 897 27069 1050 37931
6600 899 27436 1052 38564
6700 901 27925 1053 39075
6800 902 28354 1055 39646
6900 903 28886 1056 40114
7000 905 29410 1059 40590
7100 905 29885 1060 41115
7200 907 30388 1061 41612
7300 910 31135 1064 41865
7400 911 31620 1065 42380
7500 912 32031 1066 42969
7600 913 32541 1068 43459
7700 916 33221 1069 43779
7800 918 33716 1070 44284
7900 921 34356 1071 44644
