#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.65 0.65]
#! SET kt 1.0
100 68 106 82 894
200 144 279 177 1721
300 218 528 277 2472
400 291 861 363 3139
500 336 1267 426 3733
600 366 1722 469 4278
700 405 1798 519 5202
800 448 1894 586 6106
900 505 2030 665 6970
1000 576 2228 743 7772
1100 648 2501 829 8499
1200 707 2859 884 9141
1300 739 3276 909 9724
1400 760 3723 940 10277
1500 772 4058 956 10942
1600 774 4351 963 11649
1700 776 4593 969 12407
1800 780 4848 975 13152
1900 784 5090 980 13910
2000 786 5481 985 14519
2100 789 5916 992 15084
2200 791 6300 994 15700
2300 792 6757 999 16243
2400 793 7266 1002 16734
2500 795 7867 1004 17133
2600 796 8413 1005 17587
2700 798 9004 1006 17996
2800 799 9474 1009 18526
2900 803 9924 1011 19076
3000 806 10366 1013 19634
3100 807 10921 1016 20079
3200 811 11460 1019 20540
3300 814 11981 1021 21019
3400 815 12403 1024 21597
3500 817 12915 1027 22085
3600 819 13388 1028 22612
3700 820 13703 1028 23297
3800 822 14198 1030 23802
3900 823 14748 1030 24252
4000 823 15281 1037 24719
4100 825 15767 1042 25233
4200 830 16266 1045 25734
4300 831 16737 1045 26263
4400 832 17044 1047 26956
4500 833 17512 1047 27488
4600 833 18018 1049 27982
4700 833 18380 1049 28620
4800 835 18856 1050 29144
4900 835 19372 1051 29628
5000 837 19825 1053 30175
5100 837 20328 1053 30672
5200 839 20799 1055 31201
5300 841 21229 1058 31771
5400 842 21687 1059 32313
5500 843 22408 1060 32592
5600 844 22929 1061 33071
5700 845 23358 1064 33642
5800 845 23877 1066 34123
5900 847 24618 1070 34382
6000 848 25159 1075 34841
6100 849 25644 1075 35356
6200 849 26043 1075 35957
6300 852 26551 1075 36449
6400 853 26988 1076 37012
6500 853 27377 1076 37623
6600 854 27823 1077 38177
6700 856 28307 1081 38693
6800 858 28778 1086 39222
6900 858 29245 1087 39755
7000 859 29699 1090 40301
7100 860 30196 1091 40804
7200 862 30694 1092 41306
7300 864 31201 1092 41799
7400 864 31723 1093 42277
7500 867 32282 1093 42718
7600 868 32720 1095 43280
7700 870 33195 1098 43805
7800 872 33659 1098 44341
7900 875 34201 1099 44799
8000 876 34661 1100 45339
8100 876 35134 1102 45866
8200 881 35459 1102 46541
8300 883 35897 1104 47103
8400 884 36349 1104 47651
8500 885 36909 1107 48091
8600 887 37383 1107 48617
8700 887 37881 1107 49119
8800 890 38512 1108 49488
8900 890 39037 1109 49963
9000 893 39538 1109 50462
9100 896 39883 1110 51117
9200 896 40418 1110 51582
9300 898 41002 1111 51998
9400 899 41447 1114 52553
9500 900 41840 1118 53160
9600 906 42337 1122 53663
9700 909 42798 1123 54202
9800 913 43141 1127 54859
9900 914 43608 1128 55392
10000 916 44032 1128 55968
10100 918 44611 1129 56389
10200 918 45064 1130 56936
10300 918 45520 1130 57480
10400 919 46036 1132 57964
10500 920 46568 1132 58432
10600 921 47020 1133 58980
10700 921 47429 1134 59571
10800 923 47891 1135 60109
10900 923 48383 1136 60617
11000 923 48868 1137 61132
11100 923 49294 1137 61706
11200 923 49789 1138 62211
11300 923 50301 1139 62699
11400 924 50777 1139 63223
11500 926 51274 1140 63726
11600 926 51635 1141 64365
11700 930 52084 1144 64916
11800 931 52510 1145 65490
11900 933 52919 1147 66081
12000 936 53509 1148 66491
12100 937 54148 1148 66852
