#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.2 0.2]
#! SET kt 1.0
100 122 359 115 641
200 215 730 251 1270
300 305 1089 373 1911
400 408 1516 490 2484
500 476 2032 577 2968
600 514 2505 633 3495
700 551 2995 667 4005
800 575 3462 699 4538
900 607 3900 719 5100
1000 629 4362 741 5638
1100 649 4890 764 6110
1200 672 5362 790 6638
1300 699 5884 798 7116
1400 723 6393 820 7607
1500 746 6946 848 8054
1600 762 7419 866 8581
1700 782 7906 887 9094
1800 800 8444 907 9556
1900 827 8921 935 10079
2000 851 9450 955 10550
2100 871 9997 977 11003
2200 884 10507 1001 11493
2300 902 11029 1019 11971
2400 929 11495 1049 12505
2500 957 11999 1066 13001
2600 975 12490 1088 13510
2700 997 12959 1108 14041
2800 1019 13494 1135 14506
2900 1056 13981 1157 15019
3000 1078 14517 1178 15483
3100 1100 15031 1198 15969
3200 1126 15552 1222 16448
3300 1149 16020 1239 16980
3400 1173 16503 1253 17497
3500 1198 16956 1275 18044
3600 1222 17447 1293 18553
3700 1244 17964 1308 19036
3800 1274 18439 1329 19561
3900 1293 18952 1356 20048
4000 1315 19504 1378 20496
4100 1326 19980 1396 21020
4200 1350 20510 1419 21490
4300 1375 20973 1440 22027
4400 1400 21445 1466 22555
4500 1422 21921 1491 23079
4600 1445 22422 1515 23578
4700 1467 22907 1540 24093
4800 1483 23375 1562 24625
4900 1505 23901 1586 25099
5000 1530 24426 1618 25574
5100 1542 24927 1646 26073
5200 1562 25425 1665 26575
5300 1598 25876 1692 27124
5400 1624 26356 1718 27644
5500 1640 26879 1745 28121
5600 1659 27358 1773 28642
5700 1682 27900 1791 29100
5800 1701 28420 1817 29580
5900 1725 28897 1837 30103
6000 1744 29376 1861 30624
6100 1771 29857 1887 31143
6200 1794 30366 1910 31634
6300 1812 30833 1926 32167
6400 1839 31348 1948 32652
6500 1867 31879 1968 33121
6600 1889 32326 1994 33674
6700 1909 32789 2011 34211
6800 1929 33317 2035 34683
6900 1951 33884 2055 35116
7000 1973 34450 2077 35550
7100 2000 35019 2101 35981
7200 2019 35507 2119 36493
7300 2044 36023 2143 36977
7400 2073 36518 2160 37482
7500 2097 37069 2190 37931
7600 2118 37562 2202 38438
7700 2147 38021 2223 38979
7800 2169 38546 2243 39454
7900 2183 39041 2264 39959
8000 2206 39536 2283 40464
8100 2224 40025 2299 40975
8200 2255 40587 2324 41413
8300 2282 41111 2342 41889
8400 2301 41612 2359 42388
8500 2323 42105 2382 42895
8600 2339 42640 2398 43360
8700 2352 43150 2425 43850
8800 2370 43656 2448 44344
8900 2390 44136 2466 44864
9000 2418 44615 2487 45385
9100 2436 45120 2504 45880
9200 2458 45604 2528 46396
9300 2484 46128 2551 46872
9400 2513 46655 2571 47345
9500 2536 47125 2600 47875
9600 2560 47658 2622 48342
9700 2574 48213 2642 48787
9800 2593 48709 2667 49291
9900 2616 49274 2691 49726
10000 2643 49791 2707 50209
10100 2659 50300 2742 50700
10200 2679 50818 2758 51182
10300 2717 51269 2775 51731
10400 2735 51767 2797 52233
10500 2746 52254 2816 52746
10600 2770 52727 2846 53273
10700 2783 53190 2865 53810
10800 2797 53682 2883 54318
10900 2822 54114 2904 54886
11000 2839 54611 2928 55389
11100 2861 55134 2946 55866
11200 2890 55598 2963 56402
11300 2915 56121 2997 56879
11400 2932 56595 3019 57405
11500 2950 57118 3034 57882
11600 2970 57611 3066 58389
11700 2994 58097 3103 58903
11800 3017 58584 3132 59416
11900 3038 59064 3148 59936
12000 3059 59537 3170 60463
12100 3081 60018 3189 60982
12200 3101 60493 3213 61507
12300 3127 61009 3240 61991
12400 3153 61469 3261 62531
12500 3177 61919 3278 63081
12600 3197 62407 3301 63593
12700 3219 62964 3330 64036
12800 3238 63463 3357 64537
12900 3266 63998 3384 65002
13000 3283 64519 3409 65481
13100 3299 65022 3434 65978
13200 3321 65500 3466 66500
13300 3341 66076 3486 66924
13400 3374 66582 3515 67418
13500 3410 67111 3561 67889
13600 3434 67656 3581 68344
13700 3459 68208 3600 68792
13800 3477 68749 3624 69251
13900 3500 69286 3650 69714
14000 3519 69821 3669 70179
14100 3536 70361 3691 70639
14200 3568 70825 3714 71175
