#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.7 0.7]
#! SET kt 1.0
100 56 164 78 836
200 138 416 169 1584
300 212 751 271 2249
400 283 1179 358 2821
500 330 1700 424 3300
600 373 2254 454 3746
700 399 2718 476 4282
800 418 3132 499 4868
900 436 3556 519 5444
1000 443 3980 531 6020
1100 457 4434 539 6566
1200 465 4917 545 7083
1300 468 5409 550 7591
1400 479 5883 554 8117
1500 481 6427 557 8573
1600 484 6960 566 9040
1700 488 7485 571 9515
1800 489 8019 576 9981
1900 492 8554 585 10446
2000 498 9038 591 10962
2100 503 9624 597 11376
2200 514 10174 600 11826
2300 520 10687 604 12313
2400 524 11099 608 12901
2500 527 11539 614 13461
2600 534 12035 619 13965
2700 542 12594 623 14406
2800 548 12916 628 15084
2900 551 13402 632 15598
3000 554 13812 639 16188
3100 561 14167 642 16833
3200 563 14678 646 17322
3300 566 15238 652 17762
3400 573 15654 656 18346
3500 578 16101 661 18899
3600 580 16580 664 19420
3700 583 17096 670 19904
3800 585 17540 673 20460
3900 588 18074 679 20926
4000 590 18534 685 21466
4100 595 19020 689 21980
4200 599 19611 692 22389
4300 603 20130 698 22870
4400 605 20711 702 23289
4500 608 21190 706 23810
4600 616 21693 709 24307
4700 616 22177 714 24823
4800 622 22784 721 25216
4900 623 23357 723 25643
5000 625 23884 728 26116
5100 629 24347 730 26653
5200 631 24761 730 27239
5300 633 25155 736 27845
5400 637 25657 736 28343
5500 638 26252 738 28748
5600 644 26718 743 29282
5700 647 27156 751 29844
5800 652 27631 759 30369
5900 654 28278 764 30722
6000 657 28712 768 31288
6100 661 29156 772 31844
6200 665 29593 777 32407
6300 670 30031 784 32969
6400 676 30540 786 33460
6500 682 31047 789 33953
6600 685 31508 791 34492
6700 693 31937 796 35063
6800 702 32388 800 35612
6900 705 32916 803 36084
7000 706 33430 807 36570
7100 707 33989 811 37011
7200 709 34429 812 37571
7300 712 34951 814 38049
7400 719 35505 818 38495
7500 727 35930 820 39070
7600 729 36445 822 39555
7700 735 36936 829 40064
7800 738 37421 830 40579
7900 744 37997 839 41003
8000 749 38482 841 41518
8100 760 39054 848 41946
8200 762 39595 853 42405
8300 770 40085 857 42915
8400 774 40548 861 43452
8500 781 41066 865 43934
8600 783 41535 867 44465
8700 787 42073 872 44927
8800 793 42487 873 45513
8900 799 42992 874 46008
9000 804 43452 881 46548
9100 805 43931 884 47069
9200 812 44352 895 47648
9300 816 44778 896 48222
9400 823 45267 901 48733
9500 825 45824 908 49176
9600 826 46250 914 49750
9700 832 46649 922 50351
9800 833 47168 925 50832
9900 837 47618 927 51382
10000 841 48065 933 51935
10100 848 48507 940 52493
10200 856 49027 944 52973
10300 863 49519 950 53481
10400 869 49953 955 54047
10500 874 50477 962 54523
10600 880 50967 963 55033
10700 885 51469 970 55531
10800 886 51840 973 56160
10900 890 52223 977 56777
11000 896 52659 981 57341
11100 903 53035 986 57965
11200 910 53507 988 58493
11300 913 53981 994 59019
11400 919 54535 996 59465
11500 925 54991 1002 60009
11600 932 55475 1007 60525
11700 933 55933 1009 61067
11800 936 56406 1011 61594
11900 941 56893 1016 62107
12000 944 57346 1021 62654
12100 951 57822 1027 63178
12200 958 58293 1036 63707
12300 966 58794 1048 64206
12400 969 59292 1052 64708
12500 970 59792 1052 65208
12600 973 60312 1053 65688
12700 981 60826 1056 66174
12800 984 61427 1063 66573
12900 988 61911 1065 67089
13000 996 62309 1069 67691
13100 999 62858 1073 68142
13200 1002 63310 1074 68690
13300 1006 63796 1078 69204
13400 1009 64310 1080 69690
13500 1014 64808 1082 70192
13600 1017 65255 1087 70745
13700 1024 65679 1091 71321
13800 1031 66215 1095 71785
13900 1033 66707 1097 72293
14000 1039 67142 1100 72858
14100 1040 67633 1105 73367
14200 1044 68139 1109 73861
14300 1051 68611 1112 74389
14400 1053 69194 1118 74806
14500 1063 69720 1127 75280
14600 1067 70270 1132 75730
14700 1068 70764 1138 76236
14800 1071 71233 1141 76767
14900 1071 71677 1149 77323
15000 1074 72155 1153 77845
15100 1077 72612 1157 78388
15200 1082 73129 1161 78871
15300 1085 73661 1165 79339
15400 1094 74175 1168 79825
15500 1097 74626 1168 80374
15600 1102 75096 1172 80904
15700 1107 75691 1178 81309
15800 1112 76162 1185 81838
15900 1117 76708 1190 82292
16000 1119 77183 1190 82817
16100 1122 77637 1193 83363
16200 1126 78151 1196 83849
16300 1128 78518 1198 84482
16400 1131 79055 1201 84945
