#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.25 0.25]
#! SET kt 1.0
100 112 340 111 660
200 222 711 210 1289
300 319 1093 311 1907
400 406 1516 410 2484
500 457 1926 483 3074
600 504 2275 523 3725
700 542 2657 556 4343
800 569 3120 584 4880
900 584 3584 598 5416
1000 605 4108 611 5892
1100 612 4631 632 6369
1200 636 5149 652 6851
1300 649 5693 668 7307
1400 665 6186 687 7814
1500 684 6655 699 8345
1600 698 7121 715 8879
1700 716 7593 729 9407
1800 738 8031 744 9969
1900 755 8499 755 10501
2000 771 8986 775 11014
2100 780 9521 789 11479
2200 805 10014 804 11986
2300 825 10474 825 12526
2400 838 10942 840 13058
2500 855 11427 854 13573
2600 867 11948 868 14052
2700 882 12486 883 14514
2800 902 13017 914 14983
2900 923 13476 933 15524
3000 938 13985 949 16015
3100 955 14493 962 16507
3200 972 15040 981 16960
3300 993 15531 1001 17469
3400 1009 16029 1014 17971
3500 1019 16529 1025 18471
3600 1036 17061 1045 18939
3700 1047 17560 1052 19440
3800 1065 18073 1066 19927
3900 1089 18587 1082 20413
4000 1102 19111 1090 20889
4100 1113 19587 1111 21413
4200 1133 20077 1128 21923
4300 1150 20544 1145 22456
4400 1168 21069 1156 22931
4500 1187 21554 1169 23446
4600 1203 22023 1186 23977
4700 1224 22587 1198 24413
4800 1237 23079 1218 24921
4900 1251 23597 1234 25403
5000 1270 24089 1253 25911
5100 1292 24571 1273 26429
5200 1305 25014 1294 26986
5300 1320 25508 1314 27492
5400 1342 25997 1333 28003
5500 1353 26494 1349 28506
5600 1362 27033 1366 28967
5700 1377 27546 1387 29454
5800 1397 28024 1406 29976
5900 1412 28465 1428 30535
6000 1438 28936 1447 31064
6100 1452 29503 1468 31497
6200 1462 29950 1482 32050
6300 1474 30475 1504 32525
6400 1485 30999 1518 33001
6500 1512 31495 1530 33505
6600 1529 32067 1550 33933
6700 1548 32586 1567 34414
6800 1564 33084 1583 34916
6900 1583 33634 1605 35366
7000 1597 34163 1619 35837
7100 1615 34703 1631 36297
7200 1632 35169 1643 36831
7300 1645 35596 1655 37404
7400 1661 36145 1677 37855
7500 1675 36618 1699 38382
7600 1696 37153 1725 38847
7700 1711 37642 1743 39358
7800 1729 38176 1770 39824
7900 1740 38645 1784 40355
8000 1757 39105 1801 40895
8100 1780 39612 1828 41388
8200 1792 40165 1842 41835
8300 1811 40715 1859 42285
8400 1831 41230 1873 42770
8500 1848 41765 1883 43235
8600 1867 42211 1895 43789
8700 1883 42778 1912 44222
8800 1897 43286 1924 44714
8900 1908 43787 1947 45213
9000 1924 44337 1966 45663
9100 1946 44815 1982 46185
9200 1960 45293 2000 46707
9300 1979 45715 2022 47285
9400 2003 46175 2043 47825
9500 2018 46637 2075 48363
9600 2029 47168 2087 48832
9700 2040 47674 2101 49326
9800 2053 48202 2114 49798
9900 2068 48751 2128 50249
10000 2082 49223 2143 50777
10100 2097 49706 2165 51294
10200 2114 50226 2180 51774
10300 2131 50760 2199 52240
10400 2148 51280 2214 52720
10500 2157 51756 2233 53244
10600 2176 52185 2250 53815
10700 2184 52735 2266 54265
10800 2198 53217 2279 54783
10900 2213 53643 2297 55357
11000 2235 54140 2316 55860
11100 2258 54645 2333 56355
11200 2272 55173 2350 56827
11300 2290 55710 2372 57290
11400 2310 56249 2394 57751
11500 2323 56712 2409 58288
11600 2330 57240 2418 58760
11700 2349 57749 2439 59251
11800 2365 58263 2459 59737
11900 2385 58755 2480 60245
12000 2407 59296 2497 60704
