#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.35 0.35]
#! SET kt 1.0
100 79 280 93 720
200 183 599 208 1401
300 282 940 334 2060
400 370 1410 439 2590
500 447 1856 517 3144
600 487 2274 559 3726
700 503 2753 587 4247
800 527 3304 616 4696
900 540 3729 636 5271
1000 555 4193 658 5807
1100 571 4655 673 6345
1200 582 5111 686 6889
1300 591 5650 700 7350
1400 601 6199 716 7801
1500 619 6714 724 8286
1600 633 7269 736 8731
1700 641 7817 744 9183
1800 652 8349 757 9651
1900 662 8894 769 10106
2000 674 9404 780 10596
2100 685 9911 787 11089
2200 702 10413 795 11587
2300 714 10876 802 12124
2400 724 11298 807 12702
2500 740 11844 816 13156
2600 747 12386 825 13614
2700 761 12933 836 14067
2800 778 13372 846 14628
2900 780 13884 851 15116
3000 797 14446 862 15554
3100 809 14903 869 16097
3200 819 15330 880 16670
3300 823 15782 894 17218
3400 833 16296 906 17704
3500 848 16771 924 18229
3600 859 17252 935 18748
3700 868 17791 947 19209
3800 879 18268 961 19732
3900 883 18783 965 20217
4000 890 19306 979 20694
4100 897 19853 986 21147
4200 913 20391 1000 21609
4300 928 20892 1017 22108
4400 944 21302 1034 22698
4500 959 21732 1046 23268
4600 965 22217 1056 23783
4700 978 22725 1062 24275
4800 989 23198 1071 24802
4900 1004 23685 1087 25315
5000 1015 24197 1098 25803
5100 1025 24663 1107 26337
5200 1034 25224 1114 26776
5300 1048 25775 1135 27225
5400 1055 26223 1145 27777
5500 1066 26735 1153 28265
5600 1080 27315 1168 28685
5700 1098 27809 1179 29191
5800 1108 28322 1190 29678
5900 1120 28827 1203 30173
6000 1130 29367 1211 30633
6100 1141 29880 1228 31120
6200 1155 30335 1241 31665
6300 1174 30886 1254 32114
6400 1181 31385 1264 32615
6500 1190 31832 1275 33168
6600 1201 32391 1287 33609
6700 1218 32911 1302 34089
6800 1232 33447 1310 34553
6900 1240 33926 1318 35074
7000 1246 34440 1327 35560
7100 1253 34956 1337 36044
7200 1266 35465 1346 36535
7300 1279 35971 1358 37029
7400 1287 36461 1363 37539
7500 1291 36974 1371 38026
7600 1302 37444 1376 38556
7700 1318 37929 1393 39071
7800 1327 38427 1410 39573
7900 1342 38936 1428 40064
8000 1355 39452 1441 40548
8100 1375 39939 1455 41061
8200 1392 40505 1471 41495
8300 1406 40976 1490 42024
8400 1427 41527 1501 42473
8500 1436 42022 1511 42978
8600 1447 42530 1525 43470
8700 1456 43094 1535 43906
8800 1471 43579 1550 44421
8900 1480 44008 1562 44992
9000 1488 44559 1577 45441
9100 1499 45135 1595 45865
9200 1510 45637 1606 46363
9300 1522 46113 1611 46887
9400 1533 46627 1627 47373
9500 1550 47091 1653 47909
9600 1561 47631 1661 48369
9700 1576 48156 1671 48844
9800 1590 48765 1678 49235
9900 1604 49205 1691 49795
10000 1620 49722 1704 50278
10100 1633 50290 1719 50710
10200 1652 50777 1733 51223
10300 1670 51338 1746 51662
10400 1685 51886 1766 52114
10500 1696 52425 1780 52575
10600 1704 52830 1791 53170
10700 1715 53399 1801 53601
10800 1729 53926 1810 54074
10900 1742 54437 1831 54563
11000 1753 54949 1846 55051
11100 1765 55582 1850 55418
11200 1773 56122 1862 55878
11300 1788 56616 1870 56384
11400 1796 57105 1877 56895
11500 1802 57667 1883 57333
11600 1815 58181 1902 57819
11700 1830 58651 1910 58349
11800 1849 59133 1921 58867
11900 1859 59628 1932 59372
12000 1869 60062 1947 59938
12100 1893 60588 1970 60412
12200 1901 61065 1979 60935
12300 1914 61589 1989 61411
12400 1922 62162 1993 61838
12500 1935 62670 2005 62330
12600 1942 63249 2014 62751
12700 1955 63761 2029 63239
12800 1966 64325 2043 63675
12900 1975 64844 2058 64156
13000 1987 65283 2067 64717
13100 2000 65820 2079 65180
13200 2017 66256 2086 65744
13300 2029 66754 2094 66246
13400 2040 67292 2104 66708
13500 2046 67759 2111 67241
13600 2055 68247 2118 67753
13700 2069 68804 2140 68196
13800 2076 69328 2148 68672
13900 2085 69872 2155 69128
14000 2106 70430 2167 69570
14100 2115 70976 2180 70024
14200 2123 71475 2195 70525
14300 2135 72029 2212 70971
14400 2148 72495 2226 71505
14500 2163 72984 2235 72016
14600 2171 73483 2251 72517
14700 2185 73916 2261 73084
14800 2199 74343 2273 73657
14900 2218 74886 2285 74114
15000 2225 75460 2298 74540
15100 2237 76001 2315 74999
15200 2247 76586 2325 75414
15300 2255 77117 2336 75883
15400 2272 77583 2345 76417
15500 2279 78063 2353 76937
15600 2287 78610 2365 77390
15700 2295 79126 2375 77874
15800 2305 79645 2383 78355
15900 2319 80105 2397 78895
16000 2331 80553 2404 79447
16100 2340 80979 2415 80021
16200 2348 81485 2424 80515
16300 2359 82030 2426 80970
16400 2367 82591 2439 81409
16500 2378 83062 2450 81938
16600 2386 83608 2465 82392
16700 2395 84144 2475 82856
16800 2404 84622 2484 83378
16900 2408 85078 2497 83922
17000 2415 85630 2510 84370
17100 2423 86140 2521 84860
17200 2436 86623 2534 85377
17300 2443 87123 2538 85877
17400 2454 87581 2553 86419
17500 2468 88090 2567 86910
17600 2479 88507 2582 87493
17700 2490 89004 2599 87996
17800 2497 89454 2607 88546
17900 2513 89881 2621 89119
18000 2520 90380 2631 89620
18100 2528 90841 2642 90159
18200 2542 91338 2647 90662
18300 2556 91827 2653 91173
18400 2564 92318 2670 91682
18500 2581 92861 2686 92139
18600 2587 93379 2695 92621
18700 2602 93901 2706 93099
18800 2607 94312 2717 93688
18900 2616 94797 2725 94203
19000 2628 95340 2735 94660
19100 2639 95849 2749 95151
19200 2648 96326 2762 95674
19300 2654 96830 2770 96170
19400 2664 97306 2783 96694
19500 2673 97790 2801 97210
19600 2686 98240 2812 97760
19700 2694 98789 2820 98211
19800 2706 99371 2828 98629
19900 2722 99878 2841 99122
20000 2741 100371 2857 99629
20100 2761 100915 2871 100085
20200 2771 101440 2891 100560
20300 2784 101987 2902 101013
20400 2792 102437 2912 101563
20500 2803 102956 2922 102044
20600 2819 103518 2933 102482
20700 2834 103964 2951 103036
20800 2843 104492 2961 103508
20900 2854 104972 2966 104028
21000 2867 105385 2984 104615
21100 2878 105840 2994 105160
21200 2895 106342 3008 105658
21300 2911 106822 3022 106178
21400 2924 107295 3034 106705
21500 2930 107856 3044 107144
21600 2949 108331 3055 107669
21700 2958 108861 3064 108139
21800 2970 109420 3076 108580
21900 2975 109930 3088 109070
22000 2987 110404 3108 109596
22100 2996 110837 3115 110163
22200 3005 111249 3121 110751
22300 3026 111724 3131 111276
22400 3041 112215 3149 111785
22500 3049 112774 3153 112226
22600 3065 113281 3166 112719
22700 3069 113858 3170 113142
22800 3085 114346 3182 113654
22900 3099 114831 3189 114169
23000 3106 115383 3197 114617
23100 3118 115849 3211 115151
23200 3128 116364 3215 115636
23300 3145 116888 3227 116112
23400 3155 117408 3242 116592
23500 3172 117947 3256 117053
23600 3182 118462 3267 117538
23700 3194 119021 3274 117979
23800 3199 119458 3282 118542
23900 3200 119965 3289 119035
24000 3212 120483 3305 119517
24100 3234 121005 3319 119995
24200 3244 121508 3331 120492
24300 3252 121983 3352 121017
24400 3257 122532 3367 121468
24500 3265 123008 3376 121992
24600 3275 123510 3386 122490
24700 3283 124039 3396 122961
24800 3297 124534 3408 123466
24900 3302 125063 3416 123937
25000 3316 125511 3429 124489
25100 3332 125989 3446 125011
25200 3342 126518 3456 125482
25300 3355 127070 3463 125930
25400 3366 127570 3478 126430
25500 3374 128077 3489 126923
25600 3391 128595 3506 127405
25700 3407 129081 3523 127919
25800 3420 129561 3532 128439
25900 3425 129993 3541 129007
26000 3437 130471 3550 129529
26100 3447 130879 3565 130121
26200 3457 131345 3571 130655
26300 3467 131865 3586 131135
26400 3478 132333 3600 131667
26500 3485 132865 3615 132135
26600 3496 133325 3626 132675
26700 3505 133798 3641 133202
26800 3518 134251 3646 133749
26900 3528 134787 3652 134213
27000 3546 135317 3671 134683
27100 3551 135862 3679 135138
27200 3562 136354 3688 135646
27300 3574 136805 3704 136195
27400 3591 137333 3715 136667
27500 3595 137892 3722 137108
27600 3612 138377 3731 137623
27700 3636 138850 3745 138150
27800 3649 139318 3758 138682
27900 3660 139829 3765 139171
28000 3673 140325 3772 139675
28100 3685 140796 3785 140204
28200 3693 141233 3793 140767
28300 3703 141761 3805 141239
