#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.5 0.5]
#! SET kt 1.0
100 80 250 80 750
200 165 494 188 1506
300 277 820 299 2180
400 361 1272 408 2728
500 417 1626 466 3374
600 474 1953 521 4047
700 512 2333 566 4667
800 543 2754 600 5246
900 561 3062 623 5938
1000 572 3387 638 6613
1100 579 3846 652 7154
1200 590 4233 666 7767
1300 601 4636 668 8364
1400 606 5038 680 8962
1500 612 5553 683 9447
1600 617 6046 690 9954
1700 617 6544 693 10456
1800 626 7008 700 10992
1900 629 7474 706 11526
2000 631 7923 715 12077
2100 634 8477 721 12523
2200 642 9035 725 12965
2300 650 9540 734 13460
2400 651 9982 740 14018
2500 651 10593 745 14407
2600 658 11163 750 14837
2700 662 11714 755 15286
2800 671 12173 766 15827
2900 675 12605 771 16395
3000 682 13115 775 16885
3100 685 13577 780 17423
3200 690 14090 785 17910
3300 694 14631 791 18369
3400 699 15042 798 18958
3500 703 15483 803 19517
3600 704 16097 806 19903
3700 707 16562 810 20438
3800 713 17121 817 20879
3900 718 17593 823 21407
4000 725 18072 832 21928
4100 728 18430 839 22570
4200 739 18967 844 23033
4300 743 19473 850 23527
4400 746 19998 858 24002
4500 748 20511 866 24489
4600 755 21019 872 24981
4700 760 21600 876 25400
4800 771 22018 879 25982
4900 775 22435 883 26565
5000 781 22915 888 27085
5100 783 23390 893 27610
5200 786 23864 895 28136
5300 790 24338 903 28662
5400 801 24794 912 29206
5500 805 25239 916 29761
5600 810 25731 920 30269
5700 816 26227 925 30773
5800 825 26764 934 31236
5900 829 27326 941 31674
6000 832 27787 948 32213
6100 835 28272 950 32728
6200 837 28753 952 33247
6300 839 29304 959 33696
6400 843 29763 967 34237
6500 846 30254 967 34746
6600 854 30794 974 35206
6700 866 31303 983 35697
6800 876 31709 997 36291
6900 884 32137 1004 36863
7000 897 32562 1009 37438
7100 900 33158 1016 37842
7200 905 33739 1019 38261
7300 917 34248 1025 38752
7400 922 34773 1030 39227
7500 930 35285 1036 39715
7600 936 35822 1041 40178
7700 945 36276 1043 40724
7800 956 36783 1047 41217
7900 961 37214 1054 41786
8000 967 37670 1061 42330
8100 974 38239 1065 42761
8200 987 38836 1075 43164
8300 994 39306 1084 43694
8400 995 39866 1087 44134
8500 1003 40259 1098 44741
8600 1006 40771 1105 45229
8700 1010 41288 1107 45712
8800 1017 41800 1118 46200
8900 1022 42361 1122 46639
9000 1026 42885 1129 47115
9100 1031 43314 1132 47686
9200 1038 43785 1135 48215
9300 1042 44305 1143 48695
9400 1049 44814 1148 49186
9500 1058 45307 1154 49693
9600 1059 45758 1159 50242
9700 1068 46287 1167 50713
9800 1078 46817 1173 51183
9900 1080 47400 1175 51600
10000 1087 47961 1180 52039
10100 1088 48481 1183 52519
10200 1095 49014 1190 52986
10300 1098 49515 1196 53485
10400 1104 50025 1201 53975
10500 1114 50429 1206 54571
10600 1117 50953 1209 55047
10700 1121 51369 1211 55631
10800 1125 51788 1218 56212
10900 1129 52298 1220 56702
11000 1135 52749 1224 57251
11100 1140 53303 1226 57697
11200 1144 53801 1230 58199
11300 1149 54220 1235 58780
11400 1157 54801 1246 59199
11500 1161 55238 1248 59762
11600 1165 55667 1255 60333
11700 1170 56148 1262 60852
11800 1176 56663 1274 61337
11900 1178 57167 1277 61833
12000 1189 57596 1283 62404
12100 1199 58077 1288 62923
12200 1210 58562 1294 63438
12300 1214 58974 1302 64026
12400 1218 59643 1306 64357
12500 1222 60091 1311 64909
12600 1229 60621 1314 65379
