#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.3 0.3]
#! SET kt 1.0
100 106 309 94 691
200 203 654 223 1346
300 300 1028 323 1972
400 383 1469 412 2531
500 452 1922 486 3078
600 496 2358 530 3642
700 529 2735 554 4265
800 555 3197 580 4803
900 570 3586 594 5414
1000 583 4022 609 5978
1100 592 4550 618 6450
1200 605 5045 638 6955
1300 618 5578 649 7422
1400 638 6081 670 7919
1500 651 6596 685 8404
1600 668 7035 701 8965
1700 683 7565 715 9435
1800 693 7971 733 10029
1900 711 8479 749 10521
2000 724 9037 768 10963
2100 734 9633 781 11367
2200 752 10149 797 11851
2300 766 10652 810 12348
2400 783 11075 821 12925
2500 794 11547 834 13453
2600 805 12066 841 13934
2700 822 12608 854 14392
2800 840 13099 876 14901
2900 853 13568 889 15432
3000 868 14097 905 15903
3100 879 14647 916 16353
3200 895 15148 931 16852
3300 913 15603 943 17397
3400 928 16131 959 17869
3500 941 16657 973 18343
3600 948 17143 979 18857
3700 959 17597 1002 19403
3800 978 18058 1014 19942
3900 988 18551 1031 20449
4000 998 19051 1040 20949
4100 1008 19505 1049 21495
4200 1020 20046 1061 21954
4300 1035 20594 1073 22406
4400 1049 21055 1090 22945
4500 1066 21510 1098 23490
4600 1080 22024 1111 23976
4700 1094 22522 1123 24478
4800 1111 22948 1139 25052
4900 1127 23414 1146 25586
5000 1144 23958 1167 26042
5100 1156 24477 1177 26523
5200 1174 25068 1183 26932
5300 1185 25573 1192 27427
5400 1201 26095 1210 27905
5500 1214 26585 1225 28415
5600 1230 27048 1244 28952
5700 1251 27569 1259 29431
5800 1265 28085 1277 29915
5900 1280 28654 1285 30346
6000 1291 29149 1296 30851
6100 1311 29615 1309 31385
6200 1331 30083 1323 31917
6300 1343 30547 1337 32453
6400 1354 31040 1342 32960
6500 1368 31573 1354 33427
6600 1380 32094 1368 33906
6700 1396 32686 1380 34314
