#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.05 0.05]
#! SET kt 1.0
100 115 384 134 616
200 206 820 253 1180
300 310 1213 357 1787
400 399 1616 451 2384
500 490 2088 550 2912
600 567 2591 623 3409
700 644 3072 692 3928
800 729 3587 770 4413
900 806 4126 836 4874
1000 892 4635 898 5365
1100 962 5160 961 5840
1200 1035 5728 1027 6272
1300 1104 6268 1082 6732
1400 1169 6803 1146 7197
1500 1230 7311 1208 7689
1600 1293 7866 1268 8134
1700 1359 8412 1343 8588
1800 1429 8920 1417 9080
1900 1487 9470 1470 9530
2000 1552 10010 1539 9990
2100 1616 10564 1619 10436
2200 1675 11116 1674 10884
2300 1754 11635 1724 11365
2400 1832 12187 1790 11813
2500 1903 12734 1851 12266
2600 1969 13282 1909 12718
2700 2044 13826 1989 13174
2800 2110 14375 2059 13625
2900 2179 14923 2115 14077
3000 2242 15489 2168 14511
3100 2317 16040 2241 14960
3200 2381 16598 2294 15402
3300 2449 17111 2369 15889
3400 2526 17666 2424 16334
3500 2595 18204 2490 16796
3600 2666 18759 2565 17241
3700 2719 19287 2623 17713
3800 2793 19804 2694 18196
3900 2873 20328 2759 18672
4000 2946 20867 2834 19133
4100 3008 21406 2886 19594
4200 3071 21954 2948 20046
4300 3143 22486 3002 20514
4400 3209 22999 3075 21001
4500 3275 23541 3138 21459
4600 3344 24085 3206 21915
4700 3401 24595 3271 22405
4800 3462 25094 3342 22906
4900 3533 25627 3413 23373
5000 3605 26153 3488 23847
5100 3679 26682 3556 24318
5200 3749 27223 3615 24777
5300 3817 27780 3682 25220
5400 3883 28316 3746 25684
5500 3944 28836 3820 26164
5600 4020 29346 3894 26654
5700 4092 29882 3949 27118
5800 4157 30410 4008 27590
5900 4228 30940 4062 28060
6000 4296 31477 4121 28523
6100 4348 32024 4182 28976
6200 4414 32589 4256 29411
6300 4465 33124 4306 29876
6400 4552 33697 4367 30303
6500 4623 34265 4433 30735
6600 4698 34804 4500 31196
6700 4752 35355 4560 31645
6800 4821 35890 4624 32110
6900 4897 36408 4692 32592
7000 4954 36917 4753 33083
7100 5022 37445 4828 33555
7200 5085 37980 4883 34020
7300 5158 38527 4939 34473
7400 5226 39046 4993 34954
7500 5292 39573 5062 35427
7600 5367 40130 5130 35870
7700 5428 40664 5184 36336
7800 5507 41212 5245 36788
7900 5578 41756 5314 37244
8000 5643 42295 5372 37705
8100 5711 42837 5423 38163
8200 5762 43370 5488 38630
8300 5829 43892 5549 39108
8400 5894 44415 5609 39585
8500 5966 44944 5671 40056
8600 6031 45459 5727 40541
8700 6094 46008 5791 40992
8800 6160 46522 5865 41478
8900 6215 47074 5941 41926
9000 6289 47616 6025 42384
9100 6355 48135 6076 42865
9200 6426 48665 6129 43335
9300 6486 49214 6187 43786
9400 6576 49774 6244 44226
9500 6642 50285 6310 44715
9600 6713 50809 6385 45191
9700 6786 51364 6462 45636
9800 6866 51904 6528 46096
9900 6926 52436 6591 46564
10000 6997 52956 6656 47044
10100 7086 53483 6724 47517
10200 7156 54024 6792 47976
10300 7231 54571 6861 48429
10400 7299 55096 6912 48904
10500 7360 55614 6970 49386
10600 7442 56141 7046 49859
10700 7515 56692 7118 50308
10800 7579 57196 7193 50804
10900 7640 57720 7257 51280
11000 7715 58275 7326 51725
11100 7782 58795 7393 52205
11200 7855 59318 7456 52682
11300 7931 59856 7522 53144
11400 8015 60385 7583 53615
11500 8085 60929 7644 54071
11600 8176 61487 7705 54513
11700 8257 62026 7781 54974
11800 8322 62554 7850 55446
11900 8394 63123 7911 55877
12000 8451 63663 7982 56337
12100 8506 64183 8038 56817
12200 8576 64709 8104 57291
12300 8634 65227 8164 57773
12400 8711 65782 8229 58218
12500 8789 66320 8295 58680
12600 8864 66873 8358 59127
12700 8928 67398 8424 59602
12800 9004 67937 8493 60063
12900 9064 68462 8558 60538
13000 9124 68999 8624 61001
13100 9189 69528 8680 61472
13200 9260 70069 8744 61931
13300 9319 70613 8798 62387
13400 9388 71153 8869 62847
13500 9458 71714 8925 63286
13600 9531 72245 9002 63755
13700 9603 72806 9062 64194
13800 9669 73329 9125 64671
13900 9728 73844 9187 65156
