#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.2 0.2]
#! SET kt 1.0
100 132 524 136 476
200 213 695 242 1305
300 290 941 382 2059
400 372 1297 499 2703
500 439 1735 596 3265
600 513 1935 685 4065
700 586 2190 777 4810
800 645 2527 846 5473
900 698 2942 878 6058
1000 743 3382 911 6618
1100 762 3856 932 7144
1200 779 4325 946 7675
1300 790 4876 958 8124
1400 803 5341 976 8659
1500 817 5875 993 9125
1600 824 6286 997 9714
1700 832 6837 1007 10163
1800 845 7360 1020 10640
1900 855 7920 1044 11080
2000 875 8424 1052 11576
2100 900 8951 1060 12049
2200 909 9474 1069 12526
2300 924 9942 1089 13058
2400 940 10482 1101 13518
2500 951 10994 1104 14006
2600 962 11573 1115 14427
2700 975 12072 1131 14928
2800 996 12635 1147 15365
2900 1014 13123 1166 15877
3000 1026 13661 1176 16339
3100 1042 14171 1186 16829
3200 1049 14725 1196 17275
3300 1068 15360 1206 17640
3400 1080 15846 1217 18154
3500 1088 16353 1228 18647
3600 1098 16840 1239 19160
3700 1114 17300 1250 19700
3800 1122 17753 1260 20247
3900 1135 18235 1278 20765
4000 1149 18796 1284 21204
4100 1158 19234 1298 21766
4200 1172 19711 1310 22289
4300 1188 20266 1324 22734
4400 1203 20858 1339 23142
4500 1209 21413 1356 23587
4600 1219 21890 1370 24110
4700 1235 22424 1382 24576
4800 1241 22881 1389 25119
4900 1255 23422 1403 25578
5000 1263 23967 1418 26033
5100 1272 24395 1429 26605
5200 1285 24910 1449 27090
5300 1297 25378 1461 27622
5400 1311 25968 1470 28032
5500 1323 26448 1485 28552
5600 1341 26990 1501 29010
5700 1351 27497 1507 29503
5800 1358 28049 1523 29951
5900 1368 28545 1532 30455
6000 1379 29055 1546 30945
6100 1391 29589 1558 31411
6200 1400 30083 1571 31917
6300 1415 30634 1583 32366
6400 1425 31176 1593 32824
6500 1437 31676 1608 33324
6600 1453 32241 1627 33759
6700 1468 32696 1643 34304
6800 1488 33198 1650 34802
6900 1499 33751 1660 35249
7000 1506 34266 1668 35734
7100 1516 34790 1683 36210
7200 1528 35289 1692 36711
7300 1542 35830 1699 37170
7400 1560 36402 1713 37598
7500 1571 37025 1729 37975
7600 1590 37585 1747 38415
7700 1605 38111 1760 38889
7800 1616 38705 1771 39295
7900 1631 39204 1784 39796
8000 1643 39730 1794 40270
8100 1671 40265 1808 40735
8200 1689 40886 1823 41114
