#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.7 0.7]
#! SET kt 1.0
100 71 158 68 842
200 150 399 165 1601
300 242 732 271 2268
400 324 1172 363 2828
500 388 1667 415 3333
600 433 2032 459 3968
700 477 2408 496 4592
800 509 2811 523 5189
900 523 3235 539 5765
1000 536 3649 551 6351
1100 547 4079 557 6921
1200 555 4572 572 7428
1300 561 5012 578 7988
1400 571 5621 587 8379
1500 581 6043 591 8957
1600 585 6630 599 9370
1700 586 7051 601 9949
1800 589 7529 606 10471
1900 595 8043 609 10957
2000 600 8627 611 11373
2100 601 9175 615 11825
2200 608 9656 623 12344
2300 611 10205 626 12795
2400 614 10665 631 13335
2500 617 11260 633 13740
2600 619 11746 637 14254
2700 621 12146 638 14854
2800 626 12607 644 15393
2900 629 13094 647 15906
3000 635 13591 654 16409
3100 636 14049 658 16951
3200 643 14544 661 17456
3300 645 15066 662 17934
3400 651 15602 672 18398
3500 652 16082 673 18918
3600 655 16598 675 19402
3700 657 17082 681 19918
3800 659 17599 686 20401
3900 664 18027 688 20973
4000 668 18463 691 21537
4100 672 18971 694 22029
4200 674 19541 699 22459
4300 675 20018 701 22982
4400 679 20417 702 23583
4500 682 20861 705 24139
4600 687 21402 708 24598
4700 690 22060 710 24940
4800 692 22574 713 25426
4900 696 23147 714 25853
5000 698 23659 719 26341
5100 701 24121 721 26879
5200 701 24590 721 27410
5300 707 25002 725 27998
5400 708 25485 727 28515
5500 712 26090 730 28910
5600 716 26555 733 29445
5700 719 26945 735 30055
5800 720 27563 739 30437
5900 724 28006 741 30994
6000 727 28401 744 31599
6100 730 28721 750 32279
6200 736 29155 758 32845
6300 738 29695 759 33305
6400 743 30257 765 33743
6500 745 30787 766 34213
6600 745 31315 768 34685
6700 751 31805 775 35195
6800 757 32279 780 35721
6900 759 32718 786 36282
7000 764 33221 786 36779
7100 770 33667 788 37333
7200 771 34085 794 37915
7300 774 34487 805 38513
7400 780 34919 808 39081
7500 783 35408 809 39592
7600 786 35824 812 40176
7700 792 36419 817 40581
7800 797 36928 819 41072
7900 804 37410 825 41590
8000 808 37965 828 42035
8100 810 38496 832 42504
8200 815 38971 838 43029
8300 823 39424 844 43576
8400 823 39972 848 44028
8500 826 40525 852 44475
8600 829 40938 856 45062
8700 830 41384 858 45616
8800 830 41880 860 46120
8900 837 42379 863 46621
9000 845 42873 864 47127
9100 845 43400 867 47600
9200 845 43977 869 48023
9300 847 44486 874 48514
9400 852 44997 875 49003
9500 858 45356 879 49644
9600 865 45942 885 50058
9700 869 46447 887 50553
9800 871 46974 889 51026
9900 872 47518 890 51482
10000 873 47903 890 52097
10100 873 48296 893 52704
10200 880 48682 896 53318
10300 880 49111 899 53889
10400 883 49671 903 54329
10500 884 50205 904 54795
10600 888 50717 906 55283
10700 891 51241 909 55759
10800 893 51784 915 56216
10900 897 52215 918 56785
11000 899 52644 919 57356
11100 902 53199 922 57801
11200 904 53706 922 58294
11300 908 54179 924 58821
11400 909 54589 928 59411
11500 914 55000 928 60000
11600 917 55517 932 60483
11700 920 56120 935 60880
11800 926 56631 936 61369
11900 927 57154 937 61846
12000 931 57677 941 62323
12100 937 58170 949 62830
12200 938 58819 950 63181
12300 946 59258 957 63742
12400 955 59755 961 64245
12500 957 60278 967 64722
12600 961 60769 969 65231
12700 964 61233 971 65767
12800 969 61742 976 66258
12900 971 62253 977 66747
13000 975 62648 980 67352
13100 982 63072 982 67928
13200 988 63543 983 68457
13300 993 64073 987 68927
13400 996 64585 990 69415
13500 998 65040 994 69960
13600 1001 65489 997 70511
13700 1002 65919 1002 71081
13800 1004 66240 1007 71760
13900 1010 66589 1014 72411
14000 1013 67019 1017 72981
14100 1019 67581 1022 73419
14200 1025 68148 1027 73852
14300 1030 68687 1032 74313
14400 1036 69255 1036 74745
14500 1038 69754 1037 75246
14600 1042 70267 1040 75733
14700 1048 70760 1041 76240
14800 1049 71207 1042 76793
14900 1053 71790 1047 77210
15000 1059 72270 1054 77730
15100 1062 72669 1058 78331
15200 1066 73120 1061 78880
15300 1066 73654 1062 79346
15400 1069 74189 1063 79811
15500 1074 74635 1063 80365
15600 1075 74998 1064 81002
15700 1079 75559 1072 81441
15800 1080 76084 1076 81916
15900 1080 76550 1081 82450
16000 1081 77024 1083 82976
16100 1087 77592 1087 83408
16200 1088 78156 1090 83844
16300 1091 78644 1095 84356
16400 1097 79291 1100 84709
16500 1097 79775 1103 85225
16600 1108 80341 1107 85659
16700 1113 80741 1113 86259
16800 1115 81250 1114 86750
16900 1116 81799 1118 87201
17000 1127 82280 1126 87720
17100 1131 82806 1130 88194
17200 1132 83255 1132 88745
17300 1133 83731 1135 89269
17400 1138 84233 1136 89767
17500 1140 84614 1149 90386
17600 1145 85007 1153 90993
17700 1148 85491 1156 91509
17800 1149 85899 1162 92101
17900 1155 86497 1167 92503
18000 1156 86982 1169 93018
18100 1157 87369 1171 93631
18200 1160 87972 1174 94028
18300 1161 88539 1176 94461
18400 1168 88988 1179 95012
18500 1172 89494 1183 95506
18600 1174 89962 1185 96038
18700 1175 90370 1186 96630
18800 1179 90802 1191 97198
18900 1182 91274 1193 97726
19000 1184 91754 1198 98246
19100 1185 92252 1200 98748
19200 1191 92884 1202 99116
19300 1196 93317 1206 99683
19400 1204 93786 1213 100214
19500 1212 94388 1219 100612
19600 1218 94831 1225 101169
19700 1222 95221 1225 101779
19800 1226 95532 1232 102468
19900 1231 96024 1237 102976
20000 1233 96460 1242 103540
20100 1239 96956 1245 104044
20200 1246 97372 1254 104628
20300 1252 97839 1259 105161
20400 1257 98334 1262 105666
20500 1261 98834 1266 106166
20600 1264 99273 1272 106727
20700 1267 99698 1277 107302
20800 1272 100109 1279 107891
20900 1279 100550 1285 108450
21000 1281 100921 1286 109079
21100 1286 101450 1291 109550
21200 1287 101931 1295 110069
21300 1293 102431 1301 110569
21400 1295 102969 1307 111031
21500 1297 103527 1311 111473
21600 1298 103997 1316 112003
21700 1298 104462 1319 112538
21800 1299 104970 1322 113030
21900 1304 105502 1329 113498
22000 1310 106087 1331 113913
22100 1312 106584 1333 114416
22200 1317 107099 1335 114901
22300 1321 107754 1343 115246
22400 1325 108332 1350 115668
22500 1328 108908 1355 116092
22600 1331 109472 1358 116528
22700 1332 109994 1364 117006
22800 1337 110469 1365 117531
22900 1341 110996 1370 118004
