#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.9 0.9]
#! SET kt 1.0
100 63 161 65 839
200 139 411 144 1589
300 221 731 226 2269
400 294 1146 301 2854
500 352 1636 355 3364
600 394 2184 395 3816
700 430 2684 422 4316
800 460 3140 454 4860
900 483 3523 473 5477
1000 504 3926 492 6074
1100 517 4314 504 6686
1200 534 4716 518 7284
1300 550 5169 529 7831
1400 561 5663 538 8337
1500 572 6105 549 8895
1600 580 6568 554 9432
1700 582 7044 557 9956
1800 586 7570 564 10430
1900 588 8098 572 10902
2000 595 8595 575 11405
2100 597 9026 578 11974
2200 601 9465 580 12535
2300 606 10037 584 12963
2400 609 10574 585 13426
2500 611 11046 585 13954
2600 615 11504 589 14496
2700 616 11945 592 15055
2800 622 12365 595 15635
2900 623 12688 598 16312
3000 625 13207 601 16793
3100 627 13799 603 17201
3200 632 14321 604 17679
3300 639 14939 608 18061
3400 640 15416 613 18584
3500 641 15820 614 19180
3600 642 16345 618 19655
3700 644 16918 621 20082
3800 644 17367 623 20633
3900 646 17892 625 21108
4000 647 18218 627 21782
4100 648 18666 630 22334
4200 650 19137 631 22863
4300 653 19674 633 23326
4400 654 20134 636 23866
4500 655 20652 637 24348
4600 656 21167 638 24833
4700 658 21755 642 25245
4800 659 22274 643 25726
4900 659 22811 646 26189
5000 661 23310 647 26690
5100 661 23796 648 27204
5200 662 24375 649 27625
5300 666 24986 652 28014
5400 671 25586 658 28414
5500 675 26093 659 28907
5600 680 26617 661 29383
5700 682 27176 662 29824
5800 688 27625 665 30375
5900 690 28145 666 30855
6000 694 28605 670 31395
6100 698 29086 671 31914
6200 700 29480 675 32520
6300 700 30016 678 32984
6400 702 30514 679 33486
6500 703 31031 679 33969
6600 703 31605 680 34395
6700 707 32090 682 34910
6800 710 32612 683 35388
6900 714 33136 687 35864
7000 714 33727 693 36273
7100 718 34228 697 36772
7200 723 34579 698 37421
7300 728 34940 700 38060
7400 733 35325 702 38675
7500 735 35790 702 39210
7600 737 36347 702 39653
7700 743 36849 703 40151
7800 745 37416 708 40584
7900 749 37971 711 41029
8000 753 38437 712 41563
8100 755 38878 714 42122
8200 755 39406 717 42594
8300 757 39933 720 43067
8400 757 40394 720 43606
8500 759 40764 723 44236
8600 761 41341 726 44659
8700 763 41879 729 45121
8800 767 42415 731 45585
8900 769 42871 734 46129
9000 773 43340 737 46660
9100 774 43832 738 47168
9200 775 44249 739 47751
9300 777 44685 739 48315
9400 780 45153 740 48847
9500 786 45669 740 49331
9600 788 46190 744 49810
9700 791 46725 748 50275
9800 793 47267 749 50733
9900 795 47814 751 51186
10000 795 48315 753 51685
10100 796 48834 757 52166
10200 797 49190 760 52810
10300 804 49686 761 53314
10400 805 50209 763 53791
10500 806 50768 767 54232
10600 806 51332 770 54668
10700 807 51745 771 55255
10800 810 52199 774 55801
10900 814 52615 777 56385
11000 814 53003 779 56997
11100 817 53448 782 57552
11200 819 54051 785 57949
11300 822 54560 787 58440
11400 827 55037 789 58963
11500 830 55610 792 59390
11600 831 56049 793 59951
11700 832 56557 797 60443
11800 836 57059 798 60941
11900 839 57447 800 61553
12000 840 57954 801 62046
12100 845 58509 805 62491
12200 847 59019 805 62981
12300 848 59496 809 63504
12400 850 59979 812 64021
12500 851 60588 815 64412
12600 853 61021 817 64979
12700 853 61581 819 65419
12800 853 61998 822 66002
12900 855 62519 824 66481
13000 857 63055 824 66945
13100 857 63554 827 67446
13200 857 64203 831 67797
13300 862 64744 834 68256
13400 867 65316 839 68684
13500 872 65850 842 69150
