#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.6 0.6]
#! SET kt 1.0
100 58 178 79 822
200 133 442 172 1558
300 227 767 288 2233
400 319 1199 375 2801
500 376 1731 438 3269
600 415 2298 468 3702
700 443 2681 485 4319
800 480 3035 511 4965
900 499 3407 529 5593
1000 511 3828 550 6172
1100 522 4335 553 6665
1200 528 4835 561 7165
1300 532 5256 565 7744
1400 539 5726 572 8274
1500 545 6263 580 8737
1600 550 6784 583 9216
1700 553 7279 585 9721
1800 553 7850 588 10150
1900 559 8326 597 10674
2000 569 8848 600 11152
2100 574 9338 607 11662
2200 583 9845 615 12155
2300 587 10348 621 12652
2400 593 10741 624 13259
2500 602 11135 634 13865
2600 610 11602 640 14398
2700 621 12084 652 14916
2800 628 12642 659 15358
2900 629 13097 661 15903
3000 639 13571 670 16429
3100 643 14085 674 16915
3200 645 14574 681 17426
3300 648 14985 686 18015
3400 654 15414 690 18586
3500 658 15821 697 19179
3600 666 16284 703 19716
3700 672 16760 707 20240
3800 677 17252 714 20748
3900 684 17893 718 21107
4000 687 18288 720 21712
4100 693 18796 720 22204
4200 698 19393 723 22607
4300 709 19865 734 23135
4400 713 20364 738 23636
4500 720 20835 743 24165
4600 725 21285 753 24715
4700 727 21766 757 25234
4800 732 22362 765 25638
4900 735 22868 766 26132
5000 741 23338 773 26662
5100 745 23907 779 27093
5200 749 24412 782 27588
5300 753 24821 787 28179
5400 756 25221 791 28779
5500 758 25813 794 29187
5600 767 26254 795 29746
5700 781 26687 803 30313
5800 790 27168 810 30832
5900 797 27666 823 31334
6000 801 28209 823 31791
6100 806 28719 827 32281
6200 816 29190 836 32810
6300 821 29578 839 33422
6400 829 30075 852 33925
6500 837 30577 859 34423
6600 842 30947 863 35053
6700 847 31351 871 35649
6800 857 31787 876 36213
6900 864 32287 882 36713
7000 867 32794 886 37206
7100 868 33345 892 37655
7200 869 33801 898 38199
7300 876 34210 904 38790
7400 883 34654 910 39346
7500 886 35106 915 39894
7600 891 35547 918 40453
7700 895 36082 925 40918
7800 898 36550 928 41450
7900 905 36971 929 42029
8000 909 37581 932 42419
8100 916 37930 939 43070
8200 922 38532 944 43468
8300 930 39063 949 43937
8400 933 39544 952 44456
8500 940 40066 956 44934
8600 943 40607 961 45393
8700 951 41156 965 45844
8800 957 41687 970 46313
8900 966 42196 973 46804
9000 967 42730 976 47270
9100 969 43141 982 47859
9200 971 43548 985 48452
9300 979 44036 995 48964
9400 984 44491 1004 49509
9500 991 45013 1010 49987
9600 993 45517 1021 50483
9700 1003 46107 1038 50893
9800 1006 46599 1044 51401
9900 1015 47041 1053 51959
10000 1022 47592 1061 52408
10100 1030 48103 1073 52897
10200 1041 48729 1074 53271
10300 1044 49328 1077 53672
10400 1049 49954 1084 54046
10500 1050 50409 1090 54591
10600 1057 50930 1099 55070
10700 1059 51322 1104 55678
10800 1061 51875 1112 56125
10900 1067 52426 1123 56574
11000 1071 52899 1129 57101
11100 1080 53326 1130 57674
11200 1088 53855 1136 58145
11300 1090 54359 1138 58641
11400 1094 54795 1143 59205
11500 1101 55331 1152 59669
11600 1106 55905 1159 60095
11700 1118 56376 1169 60624
11800 1121 56843 1173 61157
11900 1121 57309 1178 61691
12000 1124 57783 1186 62217
12100 1128 58291 1194 62709
12200 1133 58663 1197 63337
12300 1145 59219 1205 63781
12400 1148 59729 1209 64271
12500 1152 60229 1215 64771
12600 1155 60677 1217 65323
12700 1161 61174 1221 65826
12800 1166 61658 1224 66342
12900 1170 62078 1230 66922
13000 1172 62593 1233 67407
13100 1174 63113 1239 67887
13200 1177 63625 1244 68375
13300 1184 64138 1253 68862
13400 1187 64593 1257 69407
13500 1189 65031 1259 69969
13600 1196 65446 1266 70554
13700 1203 66028 1270 70972
13800 1209 66607 1274 71393
13900 1212 67108 1280 71892
14000 1220 67552 1287 72448
14100 1225 68076 1293 72924
14200 1237 68528 1303 73472
14300 1244 68970 1313 74030
14400 1248 69480 1323 74520
14500 1255 69975 1335 75025
14600 1260 70651 1344 75349
14700 1262 71109 1349 75891
14800 1272 71665 1353 76335
14900 1280 72114 1358 76886
15000 1288 72644 1361 77356
15100 1300 73119 1364 77881
15200 1307 73597 1370 78403
15300 1313 74069 1375 78931
15400 1317 74535 1384 79465
15500 1323 75107 1389 79893
15600 1326 75543 1395 80457
15700 1330 76099 1399 80901
15800 1334 76659 1402 81341
15900 1335 77265 1407 81735
16000 1341 77789 1413 82211
16100 1346 78371 1423 82629
16200 1350 78950 1431 83050
16300 1359 79421 1435 83579
16400 1365 79940 1435 84060
16500 1365 80407 1441 84593
16600 1370 80843 1445 85157
16700 1377 81339 1453 85661
16800 1379 81801 1458 86199
16900 1383 82193 1469 86807
17000 1390 82700 1474 87300
17100 1396 83198 1490 87802
17200 1402 83797 1497 88203
17300 1406 84333 1505 88667
17400 1410 84870 1513 89130
17500 1416 85366 1519 89634
17600 1417 85880 1526 90120
17700 1424 86364 1529 90636
