#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.95 0.95]
#! SET kt 1.0
100 64 136 66 864
200 139 344 156 1656
300 218 621 249 2379
400 291 983 338 3017
500 346 1427 397 3573
600 378 1913 449 4087
700 425 2198 484 4802
800 458 2455 528 5545
900 493 2725 570 6275
1000 530 3006 611 6994
1100 562 3321 651 7679
1200 605 3668 688 8332
1300 626 4055 714 8945
1400 648 4466 739 9534
1500 661 4901 758 10099
1600 680 5353 770 10647
1700 689 5823 779 11177
1800 699 6295 791 11705
1900 705 6772 800 12228
2000 709 7244 808 12756
2100 717 7706 813 13294
2200 720 8169 818 13831
2300 723 8645 821 14355
2400 724 9198 823 14802
2500 725 9677 823 15323
2600 729 10188 829 15812
2700 730 10574 832 16426
2800 735 11152 836 16848
2900 736 11694 841 17306
3000 737 12250 841 17750
3100 741 12754 845 18246
3200 741 13082 845 18918
3300 743 13813 848 19187
3400 746 14330 853 19670
3500 747 14798 854 20202
3600 747 15288 854 20712
3700 748 15848 856 21152
3800 750 16556 858 21444
3900 751 17212 859 21788
4000 752 17707 860 22293
4100 753 18100 861 22900
4200 753 18629 861 23371
4300 754 19050 861 23950
4400 755 19355 863 24645
4500 756 19830 865 25170
4600 757 20379 868 25621
4700 758 20891 868 26109
4800 759 21254 870 26746
4900 759 21741 870 27259
5000 761 22199 873 27801
5100 762 22711 875 28289
5200 762 23215 875 28785
5300 766 23742 884 29258
5400 768 24228 886 29772
5500 769 24791 888 30209
5600 773 25218 889 30782
5700 774 25858 890 31142
5800 776 26362 894 31638
5900 776 26770 895 32230
6000 777 27258 900 32742
6100 779 27668 901 33332
6200 780 28117 903 33883
6300 780 28561 903 34439
6400 780 29200 904 34800
6500 783 29699 905 35301
6600 785 30244 906 35756
6700 786 30777 908 36223
6800 786 31208 911 36792
6900 786 31759 913 37241
7000 786 32148 914 37852
7100 787 32481 914 38519
7200 788 32876 914 39124
7300 793 33380 920 39620
7400 796 33858 922 40142
7500 798 34294 925 40706
7600 799 34782 925 41218
7700 800 35367 927 41633
7800 804 35800 929 42200
7900 804 36283 930 42717
8000 804 36859 930 43141
8100 805 37319 933 43681
8200 805 37848 934 44152
8300 810 38309 936 44691
8400 811 38854 938 45146
8500 813 39363 938 45637
8600 815 39880 939 46120
8700 816 40227 939 46773
8800 818 40595 939 47405
8900 818 41179 940 47821
9000 819 41778 940 48222
9100 821 42280 941 48720
9200 822 42786 941 49214
9300 825 43191 943 49809
9400 826 43551 944 50449
9500 827 44102 945 50898
9600 831 44545 946 51455
9700 831 45103 947 51897
9800 832 45632 948 52368
9900 832 46152 948 52848
10000 832 46632 949 53368
10100 836 47110 950 53890
10200 840 47563 953 54437
10300 843 48208 956 54792
10400 844 48756 960 55244
10500 845 49231 961 55769
10600 845 49756 962 56244
10700 848 50227 962 56773
10800 849 50816 962 57184
10900 852 51326 965 57674
11000 852 51755 965 58245
11100 853 52057 966 58943
11200 856 52550 967 59450
11300 857 53087 969 59913
11400 858 53563 971 60437
11500 859 54173 973 60827
11600 859 54573 974 61427
11700 862 54966 976 62034
11800 865 55445 977 62555
11900 866 55920 979 63080
12000 868 56417 979 63583
12100 872 56919 984 64081
12200 873 57453 985 64547
12300 878 58029 987 64971
12400 881 58641 990 65359
12500 883 59281 990 65719
12600 883 59811 991 66189
12700 884 60227 991 66773
12800 884 60720 993 67280
12900 885 61062 994 67938
13000 887 61564 997 68436
13100 888 62025 998 68975
13200 889 62500 998 69500
13300 889 63044 1000 69956
13400 892 63540 1001 70460
13500 892 63982 1004 71018
13600 894 64548 1004 71452
13700 896 64956 1005 72044
13800 896 65576 1006 72424
13900 897 66146 1009 72854
14000 898 66716 1014 73284
14100 899 67342 1014 73658
14200 900 67950 1016 74050
14300 901 68474 1017 74526
14400 903 69069 1021 74931
14500 904 69591 1022 75409
14600 904 70250 1025 75750
14700 906 70847 1026 76153
14800 908 71376 1026 76624
14900 909 71941 1028 77059
15000 910 72472 1029 77528
15100 911 72935 1029 78065
15200 914 73432 1031 78568
15300 914 73954 1032 79046
15400 914 74404 1033 79596
15500 914 74727 1033 80273
15600 915 75054 1035 80946
15700 917 75439 1035 81561
15800 920 75944 1036 82056
15900 923 76480 1038 82520
16000 925 76890 1041 83110
16100 929 77446 1044 83554
16200 930 78157 1047 83843
16300 931 78651 1048 84349
16400 931 79234 1050 84766
16500 931 79724 1052 85276
16600 935 80206 1054 85794
16700 939 80742 1057 86258
16800 939 81370 1059 86630
16900 942 81737 1059 87263
17000 943 82165 1062 87835
17100 946 82701 1064 88299
17200 948 83169 1066 88831
17300 948 83692 1066 89308
17400 948 84030 1066 89970
17500 949 84561 1069 90439
17600 952 85223 1071 90777
17700 955 85743 1072 91257
17800 957 86252 1073 91748
17900 957 86950 1073 92050
18000 957 87440 1076 92560
18100 957 87813 1076 93187
18200 957 88185 1077 93815
18300 961 88456 1077 94544
18400 962 88971 1077 95029
18500 962 89456 1080 95544
18600 964 89977 1084 96023
18700 965 90483 1084 96517
18800 966 90851 1087 97149
18900 970 91332 1089 97668
19000 974 91717 1092 98283
19100 975 92195 1094 98805
19200 978 92753 1099 99247
19300 982 93286 1099 99714
19400 986 93871 1100 100129
19500 990 94453 1103 100547
19600 990 94944 1104 101056
19700 991 95454 1104 101546
19800 991 95946 1105 102054
19900 994 96371 1108 102629
20000 997 96830 1110 103170
20100 997 97383 1110 103617
20200 999 97803 1110 104197
20300 1001 98406 1114 104594
20400 1002 98987 1118 105013
20500 1003 99434 1119 105566
20600 1004 99891 1121 106109
20700 1005 100425 1123 106575
20800 1007 100970 1123 107030
20900 1010 101506 1127 107494
21000 1012 101884 1127 108116
21100 1014 102256 1130 108744
21200 1014 102727 1132 109273
21300 1016 103246 1132 109754
21400 1018 103715 1132 110285
21500 1018 104208 1132 110792
21600 1022 104705 1133 111295
21700 1023 105285 1134 111715
21800 1025 105757 1134 112243
21900 1027 106223 1135 112777
