#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.5 0.5]
#! SET kt 1.0
100 63 207 83 793
200 156 485 177 1515
300 246 823 288 2177
400 340 1261 393 2739
500 411 1792 460 3208
600 449 2370 508 3630
700 467 2797 537 4203
800 482 3219 558 4781
900 495 3630 570 5370
1000 497 4189 574 5811
1100 508 4654 586 6346
1200 518 5191 592 6809
1300 526 5653 595 7347
1400 531 6127 609 7873
1500 536 6602 616 8398
1600 543 7082 618 8918
1700 549 7553 623 9447
1800 551 8014 628 9986
1900 559 8495 638 10505
2000 569 8988 649 11012
2100 576 9555 656 11445
2200 585 10078 663 11922
2300 592 10550 671 12450
2400 595 11036 674 12964
2500 604 11611 682 13389
2600 609 12107 692 13893
2700 622 12623 706 14377
2800 629 13107 715 14893
2900 634 13583 720 15417
3000 646 14187 728 15813
3100 650 14695 732 16305
3200 658 15215 739 16785
3300 665 15725 743 17275
3400 670 16284 748 17716
3500 680 16743 758 18257
3600 688 17292 762 18708
3700 694 17765 768 19235
3800 700 18180 771 19820
3900 709 18723 777 20277
4000 714 19249 789 20751
4100 720 19740 796 21260
4200 721 20254 802 21746
4300 735 20691 806 22309
4400 739 21201 813 22799
4500 753 21747 828 23253
4600 759 22296 842 23704
4700 763 22815 852 24185
4800 780 23309 859 24691
4900 787 23780 861 25220
5000 791 24273 862 25727
5100 797 24697 870 26303
5200 798 25213 876 26787
5300 809 25717 883 27283
5400 817 26192 887 27808
5500 825 26799 893 28201
5600 832 27287 898 28713
5700 837 27724 909 29276
5800 843 28249 916 29751
5900 845 28753 923 30247
6000 851 29274 929 30726
6100 856 29741 934 31259
6200 863 30234 949 31766
6300 866 30783 959 32217
6400 873 31271 965 32729
6500 876 31753 972 33247
6600 885 32207 986 33793
6700 889 32752 993 34248
6800 898 33192 1003 34808
6900 905 33556 1014 35444
7000 915 34005 1018 35995
7100 922 34529 1020 36471
7200 926 35079 1023 36921
7300 933 35506 1029 37494
7400 941 35986 1034 38014
7500 948 36498 1037 38502
7600 954 36923 1044 39077
7700 960 37376 1054 39624
7800 965 37859 1065 40141
7900 972 38408 1069 40592
8000 978 38857 1078 41143
8100 984 39294 1085 41706
8200 991 39773 1089 42227
8300 999 40302 1093 42698
8400 1001 40826 1100 43174
8500 1006 41342 1108 43658
8600 1015 41844 1115 44156
8700 1019 42292 1122 44708
8800 1025 42795 1126 45205
8900 1032 43333 1131 45667
9000 1037 43813 1136 46187
9100 1041 44413 1140 46587
9200 1048 44953 1147 47047
9300 1053 45340 1154 47660
9400 1058 45899 1160 48101
9500 1064 46396 1168 48604
9600 1072 46866 1184 49134
9700 1080 47371 1188 49629
9800 1084 47831 1193 50169
9900 1088 48435 1199 50565
10000 1098 48964 1211 51036
10100 1108 49476 1220 51524
10200 1120 49957 1230 52043
10300 1128 50396 1242 52604
10400 1141 50978 1258 53022
10500 1152 51542 1268 53458
10600 1161 52056 1272 53944
10700 1173 52591 1285 54409
10800 1180 53154 1297 54846
10900 1192 53560 1305 55440
11000 1203 54091 1310 55909
11100 1219 54630 1312 56370
11200 1228 55131 1316 56869
11300 1240 55611 1317 57389
11400 1246 56155 1323 57845
11500 1256 56777 1329 58223
11600 1264 57301 1334 58699
11700 1268 57801 1341 59199
11800 1274 58242 1344 59758
11900 1277 58703 1350 60297
12000 1285 59086 1353 60914
12100 1291 59492 1358 61508
12200 1296 59934 1364 62066
12300 1308 60468 1370 62532
12400 1316 61022 1376 62978
12500 1319 61566 1381 63434
12600 1324 62126 1385 63874
12700 1330 62590 1389 64410
12800 1335 63070 1393 64930
12900 1340 63573 1403 65427
13000 1344 64101 1415 65899
13100 1349 64566 1418 66434
13200 1361 65042 1424 66958
13300 1363 65497 1429 67503
13400 1372 65996 1435 68004
13500 1376 66486 1442 68514
13600 1385 66952 1445 69048
13700 1390 67463 1451 69537
13800 1398 67918 1453 70082
13900 1400 68428 1463 70572
14000 1404 68975 1469 71025
14100 1411 69492 1474 71508
14200 1423 70019 1484 71981
14300 1429 70494 1495 72506
14400 1438 70971 1503 73029
14500 1444 71515 1509 73485
14600 1452 71956 1514 74044
14700 1459 72375 1517 74625
14800 1465 72924 1525 75076
14900 1474 73476 1538 75524
15000 1480 73960 1551 76040
15100 1486 74539 1560 76461
15200 1492 75104 1565 76896
15300 1504 75687 1574 77313
15400 1514 76209 1579 77791
15500 1523 76741 1585 78259
15600 1530 77320 1597 78680
15700 1534 77850 1605 79150
15800 1543 78415 1612 79585
15900 1548 78965 1616 80035
16000 1553 79520 1624 80480
16100 1559 79928 1634 81072
16200 1565 80434 1638 81566
16300 1569 80909 1645 82091
16400 1574 81375 1654 82625
16500 1580 81863 1658 83137
16600 1588 82383 1663 83617
16700 1596 82792 1668 84208
16800 1599 83293 1674 84707
16900 1605 83728 1679 85272
17000 1611 84196 1685 85804
17100 1617 84671 1691 86329
17200 1621 85166 1701 86834
17300 1628 85673 1708 87327
17400 1635 86196 1713 87804
17500 1637 86706 1720 88294
17600 1640 87240 1723 88760
17700 1647 87738 1728 89262
17800 1655 88425 1733 89575
17900 1667 89024 1742 89976
18000 1668 89601 1749 90399
18100 1679 90093 1757 90907
18200 1686 90582 1762 91418
18300 1696 91022 1767 91978
18400 1703 91440 1775 92560
18500 1711 91963 1782 93037
18600 1719 92464 1790 93536
18700 1734 92993 1799 94007
18800 1740 93448 1805 94552
18900 1744 93970 1815 95030
19000 1749 94460 1821 95540
19100 1757 94944 1824 96056
19200 1769 95429 1828 96571
19300 1778 95919 1838 97081
19400 1785 96382 1845 97618
19500 1791 96868 1849 98132
19600 1795 97359 1852 98641
19700 1805 97854 1862 99146
19800 1815 98467 1872 99533
19900 1824 98991 1884 100009
20000 1829 99596 1889 100404
20100 1837 100144 1905 100856
20200 1857 100655 1914 101345
20300 1867 101168 1922 101832
20400 1878 101631 1932 102369
20500 1886 102039 1938 102961
20600 1889 102502 1942 103498
20700 1893 102960 1953 104040
20800 1895 103411 1959 104589
20900 1904 103840 1962 105160
21000 1910 104305 1974 105695
21100 1916 104719 1976 106281
21200 1924 105237 1985 106763
21300 1929 105745 1993 107255
21400 1938 106217 2003 107783
21500 1944 106702 2010 108298
21600 1953 107247 2023 108753
