#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.35 0.35]
#! SET kt 1.0
100 69 101 78 899
200 147 277 177 1723
300 228 548 279 2452
400 294 898 359 3102
500 334 1317 423 3683
600 369 1415 476 4585
700 417 1506 538 5494
800 474 1645 609 6355
900 540 1844 673 7156
1000 590 2110 735 7890
1100 633 2426 796 8574
1200 666 2508 849 9492
1300 706 2632 886 10368
1400 745 2793 928 11207
1500 769 2990 947 12010
1600 786 3458 954 12542
1700 795 3926 964 13074
1800 799 4241 971 13759
1900 806 4708 981 14292
2000 810 5205 982 14795
2100 814 5769 985 15231
2200 821 6180 986 15820
2300 827 6787 991 16213
2400 831 7210 993 16790
2500 836 7744 995 17256
2600 840 8254 998 17746
2700 849 8773 1002 18227
2800 850 9271 1008 18729
2900 851 9708 1012 19292
3000 857 10178 1017 19822
3100 859 10670 1020 20330
3200 864 11143 1024 20857
3300 867 11592 1026 21408
3400 869 12088 1027 21912
3500 871 12540 1030 22460
3600 875 12949 1031 23051
3700 877 13563 1035 23437
3800 880 14073 1039 23927
3900 884 14667 1043 24333
4000 887 15265 1046 24735
4100 892 15738 1047 25262
4200 894 16329 1051 25671
4300 894 16941 1053 26059
4400 897 17407 1055 26593
4500 900 17864 1056 27136
4600 902 18346 1058 27654
4700 905 18794 1058 28206
4800 911 19293 1061 28707
4900 913 19801 1065 29199
5000 921 20347 1069 29653
5100 924 20737 1072 30263
5200 927 21220 1078 30780
5300 929 21712 1084 31288
5400 932 22218 1087 31782
5500 937 22753 1094 32247
5600 941 23252 1098 32748
5700 944 23811 1100 33189
5800 947 24307 1105 33693
5900 951 24794 1110 34206
6000 956 25261 1114 34739
6100 958 25777 1119 35223
6200 961 26292 1123 35708
6300 963 26824 1124 36176
6400 964 27331 1128 36669
6500 967 27899 1129 37101
6600 973 28425 1134 37575
6700 978 28930 1135 38070
6800 982 29354 1139 38646
6900 983 29753 1144 39247
7000 984 30309 1147 39691
7100 985 30859 1149 40141
7200 990 31310 1151 40690
7300 995 31795 1154 41205
7400 1001 32307 1154 41693
7500 1005 32818 1158 42182
7600 1012 33362 1164 42638
7700 1015 33805 1171 43195
7800 1019 34295 1175 43705
7900 1023 34744 1176 44256
8000 1024 35304 1180 44696
8100 1027 35780 1185 45220
8200 1029 36334 1187 45666
8300 1033 36817 1188 46183
8400 1034 37390 1193 46610
8500 1038 37879 1200 47121
8600 1039 38338 1202 47662
8700 1041 38856 1205 48144
8800 1042 39319 1211 48681
8900 1047 39877 1213 49123
9000 1049 40321 1220 49679
9100 1050 40887 1221 50113
9200 1056 41408 1225 50592
9300 1062 41980 1227 51020
9400 1067 42498 1230 51502
9500 1069 43109 1232 51891
9600 1072 43677 1234 52323
9700 1075 44148 1235 52852
9800 1076 44615 1237 53385
9900 1077 45100 1239 53900
10000 1081 45676 1241 54324
10100 1083 46128 1243 54872
10200 1085 46569 1247 55431
10300 1086 47098 1251 55902
10400 1088 47573 1253 56427
10500 1089 48091 1258 56909
10600 1092 48654 1260 57346
10700 1096 49181 1266 57819
10800 1098 49644 1275 58356
10900 1098 50167 1277 58833
11000 1102 50696 1286 59304
11100 1103 51202 1291 59798
11200 1104 51693 1296 60307
11300 1106 52241 1299 60759
11400 1110 52801 1303 61199
11500 1114 53279 1306 61721
11600 1117 53771 1310 62229
11700 1122 54414 1315 62586
11800 1127 54897 1319 63103
11900 1128 55263 1322 63737
12000 1134 55813 1325 64187
12100 1138 56358 1329 64642
12200 1144 56772 1334 65228
12300 1149 57248 1338 65752
12400 1151 57772 1342 66228
12500 1153 58378 1344 66622
12600 1155 58847 1346 67153
12700 1158 59360 1351 67640
12800 1164 59864 1355 68136
12900 1165 60296 1359 68704
13000 1170 60763 1368 69237
13100 1172 61284 1368 69716
13200 1174 61718 1372 70282
13300 1181 62220 1376 70780
13400 1182 62675 1381 71325
13500 1184 63068 1387 71932
13600 1186 63500 1391 72500
13700 1190 64039 1393 72961
13800 1192 64620 1396 73380
13900 1192 65117 1401 73883
14000 1197 65602 1405 74398
14100 1203 66048 1408 74952
14200 1206 66487 1413 75513
14300 1207 66910 1416 76090
14400 1211 67403 1419 76597
14500 1214 67830 1422 77170
14600 1216 68385 1424 77615
14700 1221 68898 1426 78102
14800 1224 69423 1430 78577
14900 1228 69956 1437 79044
15000 1232 70486 1439 79514
15100 1237 71050 1443 79950
15200 1239 71519 1444 80481
15300 1240 72018 1446 80982
15400 1242 72524 1450 81476
15500 1246 73087 1452 81913
15600 1252 73554 1453 82446
15700 1257 73928 1458 83072
15800 1259 74478 1460 83522
15900 1263 75075 1462 83925
16000 1266 75653 1466 84347
16100 1269 76141 1470 84859
16200 1271 76706 1471 85294
16300 1275 77180 1476 85820
16400 1278 77663 1479 86337
16500 1282 78168 1487 86832
16600 1287 78640 1491 87360
16700 1294 79051 1493 87949
16800 1294 79513 1494 88487
16900 1300 80128 1497 88872
17000 1307 80717 1503 89283
17100 1309 81160 1505 89840
