#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.8 0.8]
#! SET kt 1.0
100 71 127 73 873
200 155 336 158 1664
300 246 626 256 2374
400 317 1013 341 2987
500 371 1477 407 3523
600 416 1722 471 4278
700 474 1940 527 5060
800 539 2202 577 5798
900 581 2526 624 6474
1000 616 2888 672 7112
1100 651 3290 702 7710
1200 684 3717 728 8283
1300 698 4189 740 8811
1400 712 4674 759 9326
1500 716 5168 763 9832
1600 719 5857 770 10143
1700 723 6208 772 10792
1800 727 6643 772 11357
1900 729 7040 774 11960
2000 732 7547 776 12453
2100 734 8095 780 12905
2200 737 8576 783 13424
2300 739 9040 786 13960
2400 740 9472 787 14528
2500 740 9933 788 15067
2600 744 10376 789 15624
2700 745 10760 790 16240
2800 747 11255 793 16745
2900 751 11857 795 17143
3000 754 12400 796 17600
3100 756 12888 800 18112
3200 758 13415 801 18585
3300 759 13909 803 19091
3400 767 14383 810 19617
3500 769 14938 812 20062
3600 770 15413 814 20587
3700 774 16062 815 20938
3800 777 16462 816 21538
3900 778 16862 816 22138
4000 778 17349 816 22651
4100 779 17948 821 23052
4200 780 18436 822 23564
4300 781 18898 822 24102
4400 783 19415 823 24585
4500 783 19854 825 25146
4600 787 20290 830 25710
4700 787 20825 830 26175
4800 789 21437 831 26563
4900 791 21952 833 27048
5000 794 22647 839 27353
5100 795 23161 841 27839
5200 796 23734 842 28266
5300 799 24326 847 28674
5400 803 24851 849 29149
5500 806 25443 851 29557
5600 810 25909 853 30091
5700 810 26378 853 30622
5800 812 26923 855 31077
5900 813 27427 856 31573
6000 815 27935 858 32065
6100 816 28442 859 32558
6200 818 28848 861 33152
6300 819 29278 861 33722
6400 820 29799 864 34201
6500 824 30325 866 34675
6600 824 30961 869 35039
6700 827 31408 873 35592
6800 829 31856 875 36144
6900 831 32445 876 36555
7000 831 32932 877 37068
7100 832 33543 879 37457
7200 832 34138 881 37862
7300 837 34580 884 38420
7400 837 35131 886 38869
7500 840 35532 889 39468
7600 840 36116 890 39884
7700 842 36582 893 40418
7800 843 36912 897 41088
7900 846 37425 900 41575
8000 848 37948 900 42052
8100 849 38448 901 42552
8200 851 38922 906 43078
8300 852 39452 910 43548
8400 852 39869 912 44131
8500 853 40292 914 44708
8600 857 40823 921 45177
8700 858 41332 923 45668
8800 860 41747 927 46253
8900 861 42230 930 46770
9000 862 42726 932 47274
9100 863 43197 933 47803
9200 864 43802 934 48198
9300 865 44094 936 48906
9400 867 44657 939 49343
9500 870 45130 939 49870
9600 872 45611 943 50389
9700 874 46078 944 50922
9800 876 46621 946 51379
9900 878 47101 946 51899
10000 879 47622 946 52378
10100 883 48188 949 52812
10200 889 48712 954 53288
10300 890 49320 956 53680
10400 894 49856 958 54144
10500 896 50334 961 54666
10600 897 50885 967 55115
10700 900 51430 968 55570
10800 900 51959 969 56041
10900 901 52365 970 56635
11000 903 52838 974 57162
11100 903 53393 975 57607
11200 903 53831 976 58169
11300 904 54315 979 58685
11400 905 54837 981 59163
11500 910 55361 983 59639
11600 913 55865 985 60135
11700 918 56276 989 60724
11800 920 56775 992 61225
11900 923 57249 995 61751
12000 925 57715 998 62285
12100 929 58204 999 62796
12200 931 58669 1000 63331
12300 932 59147 1004 63853
12400 938 59669 1011 64331
12500 939 60028 1011 64972
12600 941 60559 1012 65441
12700 941 61157 1015 65843
12800 944 61557 1018 66443
12900 949 62187 1020 66813
13000 952 62679 1027 67321
13100 952 63098 1029 67902
13200 952 63567 1030 68433
13300 955 64020 1031 68980
13400 957 64500 1032 69500
13500 958 64954 1035 70046
13600 961 65387 1035 70613
