#! FIELDS timestep dup_succ dup_attempts kill_succ kill_attempts
#! SET timestep 0.5
#! SET kernel_bandwidth [0.7 0.7]
#! SET kt 1.0
100 68 108 79 892
200 144 279 176 1721
300 232 531 276 2469
400 299 876 355 3124
500 338 1290 398 3710
600 373 1740 427 4260
700 393 1970 454 5030
800 419 2045 499 5955
900 453 2126 554 6874
1000 503 2229 612 7771
1100 567 2391 681 8609
1200 630 2609 764 9391
1300 685 2892 818 10108
1400 735 3230 875 10770
1500 765 3619 917 11381
1600 798 3986 948 12014
1700 822 4187 962 12813
1800 837 4591 971 13409
1900 843 4872 980 14128
2000 848 5241 987 14759
2100 853 5512 988 15488
2200 853 5894 990 16106
2300 855 6202 994 16798
2400 855 6620 995 17380
2500 856 7091 995 17909
2600 856 7388 998 18612
2700 863 7852 1000 19148
2800 864 8098 1004 19902
2900 865 8590 1005 20410
3000 867 9055 1009 20945
3100 870 9532 1012 21468
3200 874 9987 1014 22013
3300 875 10489 1017 22511
3400 875 11018 1019 22982
3500 876 11484 1021 23516
3600 877 12038 1023 23962
3700 879 12391 1023 24609
3800 879 12993 1025 25007
3900 880 13510 1027 25490
4000 882 14001 1029 25999
4100 882 14535 1030 26465
4200 882 15041 1030 26959
4300 882 15673 1031 27327
4400 883 16265 1032 27735
4500 883 16793 1033 28207
4600 884 17312 1037 28688
4700 886 17688 1038 29312
4800 888 18154 1039 29846
4900 889 18733 1039 30267
5000 891 19273 1039 30727
5100 891 19767 1039 31233
5200 895 20472 1041 31528
5300 897 20974 1042 32026
5400 898 21542 1045 32458
5500 900 22022 1049 32978
5600 901 22502 1050 33498
5700 903 22807 1055 34193
5800 907 23185 1055 34815
5900 907 23747 1057 35253
6000 907 24220 1058 35780
6100 908 24691 1059 36309
6200 909 25120 1060 36880
6300 911 25639 1064 37361
6400 913 26148 1065 37852
6500 913 26671 1066 38329
6600 914 27093 1067 38907
6700 914 27598 1069 39402
6800 918 28105 1070 39895
6900 918 28657 1071 40343
7000 918 29004 1073 40996
7100 918 29445 1073 41555
7200 918 29864 1075 42136
7300 919 30357 1077 42643
7400 921 30655 1078 43345
7500 922 31088 1081 43912
7600 922 31657 1083 44343
7700 925 32106 1084 44894
7800 928 32514 1087 45486
7900 928 33162 1090 45838
8000 929 33726 1093 46274
8100 931 34135 1093 46865
8200 932 34636 1096 47364
8300 933 35055 1097 47945
8400 933 35523 1099 48477
8500 935 36119 1100 48881
8600 935 36554 1102 49446
8700 935 37126 1102 49874
8800 936 37680 1103 50320
8900 938 38259 1104 50741
9000 938 38705 1105 51295
9100 938 39227 1106 51773
9200 939 39745 1108 52255
9300 941 40276 1109 52724
9400 942 40642 1109 53358
9500 942 41135 1111 53865
9600 944 41655 1112 54345
9700 945 42362 1116 54638
9800 946 42924 1117 55076
9900 946 43378 1117 55622
10000 946 43896 1117 56104
10100 946 44384 1118 56616
10200 946 44833 1120 57167
10300 948 45341 1123 57659
10400 952 45750 1123 58250
10500 953 46199 1124 58801
10600 953 46788 1126 59212
10700 955 47305 1126 59695
10800 956 47873 1127 60127
10900 956 48291 1127 60709
11000 956 48814 1128 61186
11100 957 49311 1131 61689
11200 958 49802 1133 62198
11300 959 50249 1134 62751
11400 960 50766 1135 63234
11500 960 51222 1136 63778
11600 960 51820 1138 64180
11700 960 52381 1142 64619
11800 960 52835 1142 65165
11900 960 53245 1143 65755
12000 962 53760 1143 66240
12100 963 54169 1143 66831
12200 963 54724 1144 67276
12300 965 55206 1147 67794
12400 967 55702 1152 68298
12500 967 56342 1152 68658
12600 967 56907 1153 69093
